disease,dataset,datasize,test_study,auc,f1,mcc,acc,confusion_matrix
CRC,1,2w,PRJNA318004,0.7731554160125588,0.6104077669902912,0.2944409064816455,0.6140350877192983,[[59 71] [17 81]]
CRC,1,2w,PRJDB11845,0.7753846153846153,0.641674194519723,0.35718804574822366,0.6568627450980392,[[44  6] [29 23]]
CRC,1,2w,PRJNA290926,0.7403692307692308,0.6161740558292282,0.3779088206699875,0.6549019607843137,[[124   6] [ 82  43]]
CRC,1,2w,PRJNA824020,0.6724941724941725,0.5162210338680927,0.20220137649043693,0.6101694915254238,[[31  2] [21  5]]
CRC,1,2w,PRJEB6070,0.7975609756097561,0.5958634691029057,0.33872069218911494,0.6153846153846154,[[18 32] [ 3 38]]
CRC,1,2w,PRJNA430990,0.7796451914098973,0.7059883412824589,0.4994312138030729,0.8698630136986302,[[118   1] [ 18   9]]
CRC,1,2w,PRJEB36789,0.879277201076509,0.7772507396797069,0.5564589284286687,0.7973856209150327,[[84 18] [13 38]]
CRC,1,1w,PRJNA318004,0.7855572998430141,0.6318291917107741,0.3611680823429076,0.6842105263157895,[[121   9] [ 63  35]]
CRC,1,1w,PRJDB11845,0.7484615384615384,0.5626895325734602,0.2567762955065478,0.5980392156862745,[[45  5] [36 16]]
CRC,1,1w,PRJNA290926,0.742523076923077,0.5897349763971641,0.3826972824865302,0.6431372549019608,[[128   2] [ 89  36]]
CRC,1,1w,PRJNA824020,0.7459207459207459,0.6889922480620154,0.4152318049345649,0.711864406779661,[[29  4] [13 13]]
CRC,1,1w,PRJEB6070,0.8141463414634146,0.645469398014327,0.42500041280293466,0.6593406593406593,[[21 29] [ 2 39]]
CRC,1,1w,PRJNA430990,0.7945845004668534,0.6741879494173072,0.3892374429861611,0.7534246575342466,[[91 28] [ 8 19]]
CRC,1,1w,PRJEB36789,0.896962706651288,0.8289592760180995,0.6892293331344732,0.8627450980392157,[[100   2] [ 19  32]]
CRC,1,5k,PRJNA318004,0.6989795918367347,0.647292817679558,0.30058590194826257,0.6622807017543859,[[99 31] [46 52]]
CRC,1,5k,PRJDB11845,0.6569230769230769,0.39773264052905055,0.07844645405527362,0.5098039215686274,[[48  2] [48  4]]
CRC,1,5k,PRJNA290926,0.6862153846153847,0.5202386711820673,0.23846153846153847,0.5882352941176471,[[123   7] [ 98  27]]
CRC,1,5k,PRJNA824020,0.7657342657342658,0.358695652173913,0.0,0.559322033898305,[[33  0] [26  0]]
CRC,1,5k,PRJEB6070,0.7048780487804878,0.6060606060606061,0.29806711335711067,0.6153846153846154,[[21 29] [ 6 35]]
CRC,1,5k,PRJNA430990,0.7049486461251167,0.5729495729495729,0.256872401026659,0.8287671232876712,[[117   2] [ 23   4]]
CRC,1,5k,PRJEB36789,0.9034986543637062,0.8113254081783654,0.6248933269389457,0.8366013071895425,[[92 10] [15 36]]
CRC,1,1k,PRJNA318004,0.6656985871271586,0.36312849162011174,0.0,0.5701754385964912,[[130   0] [ 98   0]]
CRC,1,1k,PRJDB11845,0.6069230769230769,0.5868055555555556,0.1809084729157348,0.5882352941176471,[[33 17] [25 27]]
CRC,1,1k,PRJNA290926,0.6774153846153846,0.5771287396778124,0.2710414699327651,0.615686274509804,[[117  13] [ 85  40]]
CRC,1,1k,PRJNA824020,0.6305361305361306,0.572463768115942,0.1576880436060018,0.5932203389830508,[[24  9] [15 11]]
CRC,1,1k,PRJEB6070,0.7102439024390244,0.5773993808049536,0.1854285607159209,0.6043956043956044,[[39 11] [25 16]]
CRC,1,1k,PRJNA430990,0.7877373171490818,0.6384173965569314,0.325427966445015,0.7191780821917808,[[87 32] [ 9 18]]
CRC,1,1k,PRJEB36789,0.7439446366782007,0.4,0.0,0.6666666666666666,[[102   0] [ 51   0]]
CRC,2,8w,PRJNA318004,0.7785714285714286,0.6830153703560671,0.37464877619003656,0.6842105263157895,[[85 45] [27 71]]
CRC,2,8w,PRJDB11845,0.8357692307692307,0.4569444444444445,0.2131182639647571,0.5490196078431373,[[49  1] [45  7]]
CRC,2,8w,PRJNA290926,0.7497230769230769,0.5923583662714097,0.3751610268463406,0.6431372549019608,[[127   3] [ 88  37]]
CRC,2,8w,PRJNA824020,0.6923076923076923,0.5734939759036144,0.288073381252543,0.6440677966101694,[[31  2] [19  7]]
CRC,2,8w,PRJEB6070,0.8400000000000001,0.3106060606060606,0.0,0.45054945054945056,[[ 0 50] [ 0 41]]
CRC,2,8w,PRJNA430990,0.7855586679116089,0.5425078337699697,0.24526002944925568,0.5821917808219178,[[64 55] [ 6 21]]
CRC,2,8w,PRJEB36789,0.890234525182622,0.740188679245283,0.4815713303308872,0.7647058823529411,[[82 20] [16 35]]
CRC,2,16w,PRJNA318004,0.7751962323390894,0.6918204989572874,0.39237075149529144,0.6929824561403509,[[86 44] [26 72]]
CRC,2,16w,PRJDB11845,0.7903846153846155,0.5111630625365283,0.3172462155650128,0.5980392156862745,[[ 9 41] [ 0 52]]
CRC,2,16w,PRJNA290926,0.7316923076923076,0.6052359983486996,0.3633776390665595,0.6470588235294118,[[124   6] [ 84  41]]
CRC,2,16w,PRJNA824020,0.7377622377622378,0.558288770053476,0.30777554651641725,0.6440677966101694,[[32  1] [20  6]]
CRC,2,16w,PRJEB6070,0.8209756097560975,0.6053571428571429,0.37393797857030375,0.6263736263736264,[[18 32] [ 2 39]]
CRC,2,16w,PRJNA430990,0.7846249610955492,0.7188608492956319,0.4997812355786646,0.8698630136986302,[[117   2] [ 17  10]]
CRC,2,16w,PRJEB36789,0.9046520569011918,0.7897463002114165,0.6051634161865347,0.8300653594771242,[[97  5] [21 30]]
CRC,2,4w,PRJNA318004,0.7718995290423861,0.6527003837032181,0.3537242558475904,0.6535087719298246,[[69 61] [18 80]]
CRC,2,4w,PRJDB11845,0.7723076923076924,0.6559523809523811,0.3671326750629819,0.6666666666666666,[[43  7] [27 25]]
CRC,2,4w,PRJNA290926,0.7348923076923076,0.5284780578898227,0.30798226643587695,0.6039215686274509,[[128   2] [ 99  26]]
CRC,2,4w,PRJNA824020,0.682983682983683,0.528343023255814,0.2661077949801689,0.6271186440677966,[[32  1] [21  5]]
CRC,2,4w,PRJEB6070,0.8039024390243903,0.7240751970891449,0.48890120703870477,0.7252747252747253,[[30 20] [ 5 36]]
CRC,2,4w,PRJNA430990,0.7933395580454403,0.4490566037735849,0.0,0.815068493150685,[[119   0] [ 27   0]]
CRC,2,4w,PRJEB36789,0.864475201845444,0.6728532329798151,0.47970597278333516,0.673202614379085,[[54 48] [ 2 49]]
CRC,2,2k,PRJNA318004,0.7156985871271586,0.42701048951048953,0.18934671560215025,0.5964912280701754,[[130   0] [ 92   6]]
CRC,2,2k,PRJDB11845,0.5838461538461539,0.5175404020496649,0.06933752452815363,0.5294117647058824,[[35 15] [33 19]]
CRC,2,2k,PRJNA290926,0.6775384615384615,0.4800707313112358,0.14951052713221527,0.5568627450980392,[[120  10] [103  22]]
CRC,2,2k,PRJNA824020,0.6072261072261073,0.3516483516483517,-0.1165509203412521,0.5423728813559322,[[32  1] [26  0]]
CRC,2,2k,PRJEB6070,0.7107317073170731,0.6877450980392157,0.3761702607073696,0.6923076923076923,[[37 13] [15 26]]
CRC,2,2k,PRJNA430990,0.6545284780578898,0.48647186147186144,0.17434423751456152,0.821917808219178,[[119   0] [ 26   1]]
CRC,2,2k,PRJEB36789,0.8319876970396001,0.7092154696132597,0.4531601132772838,0.7189542483660131,[[69 33] [10 41]]
CRC,2,2w,PRJNA318004,0.7554160125588697,0.678366143804611,0.3946845889511226,0.706140350877193,[[114  16] [ 51  47]]
CRC,2,2w,PRJDB11845,0.7865384615384616,0.4399023794996949,0.2315345490908007,0.5588235294117647,[[ 5 45] [ 0 52]]
CRC,2,2w,PRJNA290926,0.7357538461538461,0.6070327822919586,0.40366541384865495,0.6549019607843137,[[128   2] [ 86  39]]
CRC,2,2w,PRJNA824020,0.731934731934732,0.6259592926259593,0.3640034326428416,0.6779661016949152,[[31  2] [17  9]]
CRC,2,2w,PRJEB6070,0.8146341463414634,0.6031152647975078,0.309924531261411,0.6153846153846154,[[20 30] [ 5 36]]
CRC,2,2w,PRJNA430990,0.8138811079987551,0.6191304347826087,0.3542460376525141,0.6712328767123288,[[76 43] [ 5 22]]
CRC,2,2w,PRJEB36789,0.8848519800076894,0.7866795366795367,0.6067798762169179,0.8300653594771242,[[98  4] [22 29]]
CRC,2,1w,PRJNA318004,0.7514128728414443,0.6216022248138513,0.3387181579224651,0.6754385964912281,[[120  10] [ 64  34]]
CRC,2,1w,PRJDB11845,0.7511538461538462,0.6749396426846934,0.3531542845810436,0.6764705882352942,[[31 19] [14 38]]
CRC,2,1w,PRJNA290926,0.7316307692307692,0.570145864868584,0.28245074128317726,0.615686274509804,[[120  10] [ 88  37]]
CRC,2,1w,PRJNA824020,0.6666666666666667,0.4922547332185886,0.09817025841567108,0.576271186440678,[[29  4] [21  5]]
CRC,2,1w,PRJEB6070,0.7619512195121951,0.7114634146341463,0.42292682926829267,0.7142857142857143,[[37 13] [13 28]]
CRC,2,1w,PRJNA430990,0.7886710239651415,0.6750397456279809,0.4295873850528347,0.8561643835616438,[[117   2] [ 19   8]]
CRC,2,1w,PRJEB36789,0.9008073817762399,0.7855107855107856,0.587887136503647,0.7973856209150327,[[79 23] [ 8 43]]
CRC,2,5k,PRJNA318004,0.707221350078493,0.6077660358810518,0.30401995646168195,0.6622807017543859,[[118  12] [ 65  33]]
CRC,2,5k,PRJDB11845,0.7280769230769231,0.6211984342065643,0.29011005086080144,0.6372549019607843,[[22 28] [ 9 43]]
CRC,2,5k,PRJNA290926,0.6777846153846154,0.5416255463132665,0.258974358974359,0.6,[[122   8] [ 94  31]]
CRC,2,5k,PRJNA824020,0.7575757575757576,0.6672932330827068,0.3800537205282197,0.6949152542372882,[[29  4] [14 12]]
CRC,2,5k,PRJEB6070,0.726829268292683,0.6735930735930735,0.3514177809427825,0.6813186813186813,[[38 12] [17 24]]
CRC,2,5k,PRJNA430990,0.8042328042328042,0.5865348650814854,0.2979531566971093,0.636986301369863,[[72 47] [ 6 21]]
CRC,2,5k,PRJEB36789,0.8239138792772012,0.7462686567164178,0.49322002520781055,0.7712418300653595,[[83 19] [16 35]]
CRC,2,1k,PRJNA318004,0.6889324960753532,0.5738317757009346,0.2666356782794331,0.6447368421052632,[[120  10] [ 71  27]]
CRC,2,1k,PRJDB11845,0.6038461538461538,0.5979503350413875,0.23574758339572235,0.6078431372549019,[[39 11] [29 23]]
CRC,2,1k,PRJNA290926,0.5780923076923076,0.5215759849906192,0.13291555207098024,0.5607843137254902,[[108  22] [ 90  35]]
CRC,2,1k,PRJNA824020,0.5303030303030303,0.49262899262899273,0.005026760184377686,0.5254237288135594,[[23 10] [18  8]]
CRC,2,1k,PRJEB6070,0.7004878048780488,0.3546099290780142,0.0,0.5494505494505495,[[50  0] [41  0]]
CRC,2,1k,PRJNA430990,0.656084656084656,0.5601982314643864,0.14445624355416406,0.7876712328767124,[[110   9] [ 22   5]]
CRC,2,1k,PRJEB36789,0.7379853902345251,0.4754285714285714,0.18195633571851272,0.6862745098039216,[[101   1] [ 47   4]]
CRC,5,8w,PRJNA318004,0.7744113029827315,0.6994416873449132,0.40281691541718195,0.7017543859649122,[[90 40] [28 70]]
CRC,5,8w,PRJDB11845,0.7642307692307693,0.47380488364094925,0.2359010320868044,0.5588235294117647,[[49  1] [44  8]]
CRC,5,8w,PRJNA290926,0.7481230769230769,0.6172954510169228,0.3968285726858871,0.6588235294117647,[[126   4] [ 83  42]]
CRC,5,8w,PRJNA824020,0.7121212121212122,0.6141135972461274,0.3830249426709789,0.6779661016949152,[[32  1] [18  8]]
CRC,5,8w,PRJEB6070,0.815609756097561,0.641025641025641,0.36442403604699364,0.6483516483516484,[[23 27] [ 5 36]]
CRC,5,8w,PRJNA430990,0.8110799875505758,0.692945000318654,0.4176585689360305,0.773972602739726,[[94 25] [ 8 19]]
CRC,5,8w,PRJEB36789,0.8829296424452133,0.7501088850174216,0.5404084085364719,0.803921568627451,[[97  5] [25 26]]
CRC,5,16w,PRJNA318004,0.8003924646781789,0.696896133171493,0.40815745059145403,0.6973684210526315,[[84 46] [23 75]]
CRC,5,16w,PRJDB11845,0.8053846153846154,0.7346565179689758,0.47059020453477013,0.7352941176470589,[[35 15] [12 40]]
CRC,5,16w,PRJNA290926,0.7571076923076924,0.6102766798418973,0.41830243015899765,0.6588235294117647,[[129   1] [ 86  39]]
CRC,5,16w,PRJNA824020,0.7086247086247086,0.5868347338935574,0.3464815675719615,0.6610169491525424,[[32  1] [19  7]]
CRC,5,16w,PRJEB6070,0.8297560975609756,0.5958634691029057,0.33872069218911494,0.6153846153846154,[[18 32] [ 3 38]]
CRC,5,16w,PRJNA430990,0.8023653906006847,0.1560693641618497,0.0,0.18493150684931506,[[  0 119] [  0  27]]
CRC,5,16w,PRJEB36789,0.916955017301038,0.783427700348432,0.609396716009213,0.8300653594771242,[[99  3] [23 28]]
CRC,5,4w,PRJNA318004,0.7796703296703298,0.6754385964912281,0.378021978021978,0.6754385964912281,[[77 53] [21 77]]
CRC,5,4w,PRJDB11845,0.7884615384615384,0.6726636195662745,0.3560756933923537,0.6764705882352942,[[29 21] [12 40]]
CRC,5,4w,PRJNA290926,0.7610461538461539,0.6029411764705882,0.3691887949279695,0.6470588235294118,[[125   5] [ 85  40]]
CRC,5,4w,PRJNA824020,0.6923076923076923,0.5083333333333333,0.3038218101251,0.6271186440677966,[[33  0] [22  4]]
CRC,5,4w,PRJEB6070,0.833170731707317,0.6225964559507351,0.374179075660928,0.6373626373626373,[[20 30] [ 3 38]]
CRC,5,4w,PRJNA430990,0.8107687519452225,0.758818384996599,0.5638718143279018,0.8835616438356164,[[117   2] [ 15  12]]
CRC,5,4w,PRJEB36789,0.8988850442137639,0.767123287671233,0.5556623828915215,0.8104575163398693,[[95  7] [22 29]]
CRC,5,2k,PRJNA318004,0.7226059654631083,0.40644732469258893,0.15390921560202406,0.5877192982456141,[[130   0] [ 94   4]]
CRC,5,2k,PRJDB11845,0.563076923076923,0.4504184340249914,0.10165766623089413,0.5392156862745098,[[ 7 43] [ 4 48]]
CRC,5,2k,PRJNA290926,0.6525538461538462,0.5226715129486597,0.27498811163114223,0.596078431372549,[[126   4] [ 99  26]]
CRC,5,2k,PRJNA824020,0.6107226107226107,0.5426356589147288,0.113709632735927,0.576271186440678,[[25  8] [17  9]]
CRC,5,2k,PRJEB6070,0.7434146341463415,0.3546099290780142,0.0,0.5494505494505495,[[50  0] [41  0]]
CRC,5,2k,PRJNA430990,0.7342047930283224,0.6645457758925416,0.3401073012719202,0.821917808219178,[[110   9] [ 17  10]]
CRC,5,2k,PRJEB36789,0.8152633602460592,0.7474757281553399,0.4952680323439546,0.7777777777777778,[[86 16] [18 33]]
CRC,5,2w,PRJNA318004,0.789403453689168,0.6970828920766343,0.4111574900496174,0.6973684210526315,[[83 47] [22 76]]
CRC,5,2w,PRJDB11845,0.8023076923076923,0.6958152958152959,0.3917645447802085,0.696078431372549,[[34 16] [15 37]]
CRC,5,2w,PRJNA290926,0.7442461538461539,0.6442909635274905,0.4314554973040049,0.6784313725490196,[[126   4] [ 78  47]]
CRC,5,2w,PRJNA824020,0.7447552447552448,0.6259592926259593,0.3640034326428416,0.6779661016949152,[[31  2] [17  9]]
CRC,5,2w,PRJEB6070,0.8146341463414634,0.3106060606060606,0.0,0.45054945054945056,[[ 0 50] [ 0 41]]
CRC,5,2w,PRJNA430990,0.8300653594771242,0.6868785338272567,0.39879887072638526,0.773972602739726,[[95 24] [ 9 18]]
CRC,5,2w,PRJEB36789,0.9109957708573626,0.8244449987528062,0.6534696004908247,0.8496732026143791,[[94  8] [15 36]]
CRC,5,1w,PRJNA318004,0.7532967032967033,0.6865497076023392,0.39162520177030397,0.706140350877193,[[109  21] [ 46  52]]
CRC,5,1w,PRJDB11845,0.7388461538461539,0.6067226890756303,0.25892403132613195,0.6176470588235294,[[40 10] [29 23]]
CRC,5,1w,PRJNA290926,0.7763692307692308,0.630277185501066,0.40485329610811616,0.6666666666666666,[[125   5] [ 80  45]]
CRC,5,1w,PRJNA824020,0.6701631701631701,0.6158139534883722,0.2644707188352459,0.6440677966101694,[[27  6] [15 11]]
CRC,5,1w,PRJEB6070,0.824390243902439,0.736231884057971,0.49046601367383824,0.7362637362637363,[[33 17] [ 7 34]]
CRC,5,1w,PRJNA430990,0.7899159663865547,0.7179810195683212,0.44045347995340334,0.8424657534246576,[[110   9] [ 14  13]]
CRC,5,1w,PRJEB36789,0.9158016147635525,0.8119280673799226,0.6371019356464823,0.8235294117647058,[[82 20] [ 7 44]]
CRC,5,5k,PRJNA318004,0.7310832025117739,0.5426737538862701,0.32582417582417583,0.6491228070175439,[[129   1] [ 79  19]]
CRC,5,5k,PRJDB11845,0.6757692307692308,0.5355289632532034,0.17974340685458345,0.5784313725490197,[[14 36] [ 7 45]]
CRC,5,5k,PRJNA290926,0.758523076923077,0.5628913227837823,0.36263267605670846,0.6274509803921569,[[129   1] [ 94  31]]
CRC,5,5k,PRJNA824020,0.6888111888111889,0.5426356589147288,0.113709632735927,0.576271186440678,[[25  8] [17  9]]
CRC,5,5k,PRJEB6070,0.7653658536585366,0.6085781000368686,0.2875194993251762,0.6153846153846154,[[22 28] [ 7 34]]
CRC,5,5k,PRJNA430990,0.8241518829754124,0.7241565452091767,0.4653043423719468,0.8561643835616438,[[113   6] [ 15  12]]
CRC,5,5k,PRJEB36789,0.8677431757016532,0.4,0.0,0.6666666666666666,[[102   0] [ 51   0]]
CRC,5,1k,PRJNA318004,0.7255886970172685,0.6616668003529317,0.3286658340476084,0.6754385964912281,[[100  30] [ 44  54]]
CRC,5,1k,PRJDB11845,0.6738461538461539,0.3289473684210526,0.0,0.49019607843137253,[[50  0] [52  0]]
CRC,5,1k,PRJNA290926,0.6915692307692308,0.6158176189135942,0.3219920574270305,0.6431372549019608,[[116  14] [ 77  48]]
CRC,5,1k,PRJNA824020,0.6713286713286712,0.6524031007751938,0.33985126188490544,0.6779661016949152,[[28  5] [14 12]]
CRC,5,1k,PRJEB6070,0.6990243902439025,0.4554242749731472,0.10885358851228183,0.5714285714285714,[[47  3] [36  5]]
CRC,5,1k,PRJNA430990,0.7650171179582944,0.4490566037735849,0.0,0.815068493150685,[[119   0] [ 27   0]]
CRC,5,1k,PRJEB36789,0.6582083813917724,0.5814150943396226,0.16373425231250166,0.6209150326797386,[[71 31] [27 24]]
CRC,3,8w,PRJNA318004,0.7731554160125589,0.6960522920787822,0.45136414116002455,0.7280701754385965,[[120  10] [ 52  46]]
CRC,3,8w,PRJDB11845,0.7884615384615384,0.48328267477203657,0.21447288119444738,0.5588235294117647,[[48  2] [43  9]]
CRC,3,8w,PRJNA290926,0.7772923076923077,0.6356151333696243,0.4118438837901865,0.6705882352941176,[[125   5] [ 79  46]]
CRC,3,8w,PRJNA824020,0.7354312354312355,0.6974358974358974,0.46789081944596744,0.7288135593220338,[[31  2] [14 12]]
CRC,3,8w,PRJEB6070,0.82,0.3106060606060606,0.0,0.45054945054945056,[[ 0 50] [ 0 41]]
CRC,3,8w,PRJNA430990,0.876750700280112,0.758818384996599,0.5638718143279018,0.8835616438356164,[[117   2] [ 15  12]]
CRC,3,8w,PRJEB36789,0.9109957708573625,0.8170644220192262,0.6342142562039087,0.8366013071895425,[[89 13] [12 39]]
CRC,3,16w,PRJNA318004,0.7679748822605965,0.711278195488722,0.42358767660519625,0.7192982456140351,[[101  29] [ 35  63]]
CRC,3,16w,PRJDB11845,0.7776923076923077,0.439625949736996,0.18860542659326637,0.5392156862745098,[[49  1] [46  6]]
CRC,3,16w,PRJNA290926,0.7521846153846153,0.5719642857142857,0.36116804626428073,0.6313725490196078,[[128   2] [ 92  33]]
CRC,3,16w,PRJNA824020,0.7715617715617715,0.6003565062388592,0.4133497165423976,0.6779661016949152,[[33  0] [19  7]]
CRC,3,16w,PRJEB6070,0.8307317073170731,0.5508870214752568,0.3696845502136472,0.5934065934065934,[[13 37] [ 0 41]]
CRC,3,16w,PRJNA430990,0.7917833800186742,0.7188608492956319,0.4997812355786646,0.8698630136986302,[[117   2] [ 17  10]]
CRC,3,16w,PRJEB36789,0.89119569396386,0.5051573426573427,0.3346640106136302,0.5163398692810458,[[28 74] [ 0 51]]
CRC,3,4w,PRJNA318004,0.7714285714285715,0.6612484754407363,0.41169845414712336,0.706140350877193,[[122   8] [ 59  39]]
CRC,3,4w,PRJDB11845,0.7984615384615386,0.7143408981168518,0.43214932192154015,0.7156862745098039,[[33 17] [12 40]]
CRC,3,4w,PRJNA290926,0.7851076923076924,0.6070327822919586,0.40366541384865495,0.6549019607843137,[[128   2] [ 86  39]]
CRC,3,4w,PRJNA824020,0.7214452214452214,0.358695652173913,0.0,0.559322033898305,[[33  0] [26  0]]
CRC,3,4w,PRJEB6070,0.8165853658536585,0.6654411764705882,0.40012826145677355,0.6703296703296703,[[25 25] [ 5 36]]
CRC,3,4w,PRJNA430990,0.7637721755368815,0.7337386018237082,0.47724802165216246,0.8561643835616438,[[112   7] [ 14  13]]
CRC,3,4w,PRJEB36789,0.8863898500576701,0.8167465156794425,0.6783850234819541,0.8562091503267973,[[101   1] [ 21  30]]
CRC,3,2k,PRJNA318004,0.7262951334379907,0.36312849162011174,0.0,0.5701754385964912,[[130   0] [ 98   0]]
CRC,3,2k,PRJDB11845,0.5703846153846154,0.3289473684210526,0.0,0.49019607843137253,[[50  0] [52  0]]
CRC,3,2k,PRJNA290926,0.6309538461538462,0.5222704180661277,0.1445704848152954,0.5647058823529412,[[110  20] [ 91  34]]
CRC,3,2k,PRJNA824020,0.655011655011655,0.5426356589147288,0.113709632735927,0.576271186440678,[[25  8] [17  9]]
CRC,3,2k,PRJEB6070,0.7658536585365854,0.6021857923497268,0.29558692510875767,0.6483516483516484,[[45  5] [27 14]]
CRC,3,2k,PRJNA430990,0.754746342981637,0.6940952380952381,0.41987094203280295,0.8493150684931506,[[114   5] [ 17  10]]
CRC,3,2k,PRJEB36789,0.7808535178777393,0.700925925925926,0.4135850959342555,0.7516339869281046,[[89 13] [25 26]]
CRC,3,2w,PRJNA318004,0.7529827315541601,0.6683096297904679,0.40311661641209323,0.706140350877193,[[119  11] [ 56  42]]
CRC,3,2w,PRJDB11845,0.6361538461538462,0.5356001162452775,0.08392092333255913,0.5392156862745098,[[32 18] [29 23]]
CRC,3,2w,PRJNA290926,0.7521230769230768,0.6194747946004356,0.39073901624778035,0.6588235294117647,[[125   5] [ 82  43]]
CRC,3,2w,PRJNA824020,0.8158508158508158,0.6259592926259593,0.3640034326428416,0.6779661016949152,[[31  2] [17  9]]
CRC,3,2w,PRJEB6070,0.8360975609756097,0.7240751970891449,0.48890120703870477,0.7252747252747253,[[30 20] [ 5 36]]
CRC,3,2w,PRJNA430990,0.779333955804544,0.4490566037735849,0.0,0.815068493150685,[[119   0] [ 27   0]]
CRC,3,2w,PRJEB36789,0.9225297962322183,0.8246136915952129,0.6589713014833499,0.8366013071895425,[[84 18] [ 7 44]]
CRC,3,1w,PRJNA318004,0.7281004709576138,0.5014058106841612,0.24685281930607486,0.5394736842105263,[[ 30 100] [  5  93]]
CRC,3,1w,PRJDB11845,0.7923076923076924,0.6533386645341863,0.37471356582095666,0.6666666666666666,[[44  6] [28 24]]
CRC,3,1w,PRJNA290926,0.7135384615384616,0.5352844589596002,0.29159195974854407,0.6039215686274509,[[126   4] [ 97  28]]
CRC,3,1w,PRJNA824020,0.7307692307692307,0.6653319986653319,0.45166140213642386,0.711864406779661,[[32  1] [16 10]]
CRC,3,1w,PRJEB6070,0.8087804878048781,0.7582125603864734,0.5349649241866192,0.7582417582417582,[[34 16] [ 6 35]]
CRC,3,1w,PRJNA430990,0.7612822906940554,0.5717053190900537,0.2332155606613283,0.636986301369863,[[75 44] [ 9 18]]
CRC,3,1w,PRJEB36789,0.8817762399077278,0.7771844660194176,0.5547001962252291,0.803921568627451,[[88 14] [16 35]]
