disease,dataset,datasize,test_study,auc,f1,mcc,acc,confusion_matrix
IBD,1,4w,PRJNA431126,0.7984101748807632,0.619023569023569,0.30686521543484985,0.7168949771689498,[[ 23  11] [ 51 134]]
IBD,1,2k,qiita_2538,0.795908946195479,0.3360172861208773,0.05236809237362711,0.49506346967559944,[[  2 358] [  0 349]]
IBD,1,2k,PRJEB13679,0.5762655554929894,0.538762331838565,0.086635511956915,0.568561872909699,[[141 154] [233 369]]
IBD,1,2k,PRJNA317429,0.7142857142857143,0.5684210526315789,0.2294330792909891,0.6341463414634146,[[42  5] [25 10]]
IBD,1,2k,qiita_1629,0.8902197328737614,0.5031298569819338,0.33483329641923276,0.5075187969924813,[[ 55   0] [131  80]]
IBD,1,2k,PRJNA422193,0.49039888682745825,0.4821304408288138,-0.028126331050406565,0.48299319727891155,[[65 89] [63 77]]
IBD,1,2k,PRJNA431126,0.6066772655007949,0.14029697900665644,0.02903523514184322,0.1598173515981735,[[ 34   0] [184   1]]
IBD,1,2w,qiita_2538,0.7151066539318689,0.5289139849788937,0.1985072807778048,0.5726375176304654,[[ 95 265] [ 38 311]]
IBD,1,2w,PRJEB13679,0.6513823976575257,0.5840114580877906,0.20404411038276607,0.5964325529542921,[[190 105] [257 345]]
IBD,1,2w,PRJNA317429,0.7872340425531914,0.6872616323417239,0.3747359361905111,0.6951219512195121,[[35 12] [13 22]]
IBD,1,2w,qiita_1629,0.9268418785006463,0.17133956386292834,0.0,0.20676691729323307,[[ 55   0] [211   0]]
IBD,1,2w,PRJNA422193,0.5088589981447125,0.5033783783783784,0.00974749618980196,0.5034013605442177,[[73 81] [65 75]]
IBD,1,2w,PRJNA431126,0.7817170111287759,0.6371597633136094,0.32297249363819175,0.7442922374429224,[[ 22  12] [ 44 141]]
IBD,1,1w,qiita_2538,0.6968640560331105,0.5158950168545982,0.13930789551893466,0.5528913963328632,[[ 98 262] [ 55 294]]
IBD,1,1w,PRJEB13679,0.6767441860465117,0.24748322147651006,0.0,0.32887402452619846,[[295   0] [602   0]]
IBD,1,1w,PRJNA317429,0.7094224924012159,0.5776098901098902,0.22770590090465012,0.6341463414634146,[[41  6] [24 11]]
IBD,1,1w,qiita_1629,0.8981473502800518,0.1765919811320755,0.03136296981924761,0.21052631578947367,[[ 55   0] [210   1]]
IBD,1,1w,PRJNA422193,0.48436920222634505,0.49056338687772205,0.006054493496206034,0.4965986394557823,[[57 97] [51 89]]
IBD,1,1w,PRJNA431126,0.8041335453100159,0.6284870570495099,0.2856232154902233,0.7534246575342466,[[ 19  15] [ 39 146]]
IBD,1,5k,qiita_2538,0.7036055396370583,0.3298676748582231,0.0,0.4922425952045134,[[  0 360] [  0 349]]
IBD,1,5k,PRJEB13679,0.6256264429303452,0.5519038397493616,0.11784170650858805,0.6387959866220736,[[ 89 206] [118 484]]
IBD,1,5k,PRJNA317429,0.8200607902735562,0.7035989313217037,0.41849000387174157,0.7195121951219512,[[39  8] [15 20]]
IBD,1,5k,qiita_1629,0.6091339939681172,0.17133956386292834,0.0,0.20676691729323307,[[ 55   0] [211   0]]
IBD,1,5k,PRJNA422193,0.5306586270871985,0.34375000000000006,0.0,0.5238095238095238,[[154   0] [140   0]]
IBD,1,5k,PRJNA431126,0.8262321144674085,0.6296555990925964,0.25996784478272816,0.8127853881278538,[[ 12  22] [ 19 166]]
IBD,1,1k,qiita_2538,0.6585641515440943,0.6555511309334183,0.3113634737134091,0.6558533145275035,[[243 117] [127 222]]
IBD,1,1k,PRJEB13679,0.6342924714229405,0.5057162723759319,0.17331871976589636,0.5061315496098104,[[240  55] [388 214]]
IBD,1,1k,PRJNA317429,0.7179331306990882,0.6706827309236949,0.3659517440477061,0.6707317073170732,[[28 19] [ 8 27]]
IBD,1,1k,qiita_1629,0.7053856096510125,0.4753004952672883,0.3110323060743026,0.4774436090225564,[[ 55   0] [139  72]]
IBD,1,1k,PRJNA422193,0.500417439703154,0.4537564686077685,-0.04240585499648091,0.4931972789115646,[[112  42] [107  33]]
IBD,1,1k,PRJNA431126,0.7430842607313196,0.6454653379861137,0.29596465768829655,0.7945205479452054,[[ 16  18] [ 27 158]]
IBD,2,8w,qiita_2538,0.8027220630372494,0.46038315731485446,0.241358403385854,0.5557122708039492,[[ 48 312] [  3 346]]
IBD,2,8w,PRJEB13679,0.6573230474688889,0.5769550422846784,0.16776275223161702,0.6577480490523969,[[ 99 196] [111 491]]
IBD,2,8w,PRJNA317429,0.7896656534954407,0.7236519607843137,0.44820780590877507,0.7317073170731707,[[37 10] [12 23]]
IBD,2,8w,qiita_1629,0.9095217578629899,0.18180346446495063,0.044437861545134925,0.21428571428571427,[[ 55   0] [209   2]]
IBD,2,8w,PRJNA422193,0.5068645640074211,0.34375000000000006,0.0,0.5238095238095238,[[154   0] [140   0]]
IBD,2,8w,PRJNA431126,0.7920508744038156,0.6599378881987578,0.32016648924190266,0.817351598173516,[[ 15  19] [ 21 164]]
IBD,2,16w,qiita_2538,0.7457815982171283,0.4678099197413246,0.25080073447764417,0.5599435825105783,[[ 51 309] [  3 346]]
IBD,2,16w,PRJEB13679,0.6634551495016612,0.6035876301833749,0.2167691672261101,0.6298773690078038,[[167 128] [204 398]]
IBD,2,16w,PRJNA317429,0.7477203647416414,0.6593322049546084,0.32052388726899966,0.6707317073170732,[[35 12] [15 20]]
IBD,2,16w,qiita_1629,0.931839724256786,0.1765919811320755,0.03136296981924761,0.21052631578947367,[[ 55   0] [210   1]]
IBD,2,16w,PRJNA422193,0.4872448979591837,0.5069182389937108,0.015018891963491125,0.5102040816326531,[[87 67] [77 63]]
IBD,2,16w,PRJNA431126,0.8165341812400636,0.6699095642641819,0.35196933914395323,0.7990867579908676,[[ 19  15] [ 29 156]]
IBD,2,4w,qiita_2538,0.68282394141993,0.49398496724041485,0.08297086146920842,0.5303244005641748,[[ 93 267] [ 66 283]]
IBD,2,4w,PRJEB13679,0.6583647727912608,0.5884977896405038,0.18329119559284504,0.6566332218506131,[[112 183] [125 477]]
IBD,2,4w,PRJNA317429,0.7319148936170212,0.6426150121065375,0.31191727627855104,0.6707317073170732,[[39  8] [19 16]]
IBD,2,4w,qiita_1629,0.9229642395519173,0.18180346446495063,0.044437861545134925,0.21428571428571427,[[ 55   0] [209   2]]
IBD,2,4w,PRJNA422193,0.5045454545454546,0.5067970150980505,0.016239416364304655,0.5068027210884354,[[74 80] [65 75]]
IBD,2,4w,PRJNA431126,0.8155802861685214,0.5157186823207569,0.259020977723584,0.5570776255707762,[[29  5] [92 93]]
IBD,2,2k,qiita_2538,0.6854345749761221,0.46475029036004645,0.26018947395927344,0.5599435825105783,[[ 49 311] [  1 348]]
IBD,2,2k,PRJEB13679,0.5968804549805733,0.5619211766651506,0.15000502006574423,0.5785953177257525,[[172 123] [255 347]]
IBD,2,2k,PRJNA317429,0.7082066869300913,0.64374531835206,0.2923470240273773,0.6463414634146342,[[30 17] [12 23]]
IBD,2,2k,qiita_1629,0.9536406721240844,0.1765919811320755,0.03136296981924761,0.21052631578947367,[[ 55   0] [210   1]]
IBD,2,2k,PRJNA422193,0.4755102040816327,0.45887691435053884,-0.0775375118085833,0.45918367346938777,[[64 90] [69 71]]
IBD,2,2k,PRJNA431126,0.7055643879173291,0.18573601487240154,0.08874935423115977,0.1963470319634703,[[ 34   0] [176   9]]
IBD,2,2w,qiita_2538,0.7187042343202802,0.5366401340594888,0.14348538468805036,0.5599435825105783,[[119 241] [ 71 278]]
IBD,2,2w,PRJEB13679,0.6697955965989076,0.6043462418476617,0.2132735085024088,0.6666666666666666,[[121 174] [125 477]]
IBD,2,2w,PRJNA317429,0.7300911854103344,0.6304584304584304,0.2659281723425565,0.6463414634146342,[[35 12] [17 18]]
IBD,2,2w,qiita_1629,0.9337354588539424,0.32621812386156646,0.19214059291212512,0.3308270676691729,[[ 55   0] [178  33]]
IBD,2,2w,PRJNA422193,0.4873840445269017,0.4931445034537818,-0.012328231074463916,0.4931972789115646,[[74 80] [69 71]]
IBD,2,2w,PRJNA431126,0.7979332273449921,0.6554092950070998,0.31145253491003505,0.8127853881278538,[[ 15  19] [ 22 163]]
IBD,2,1w,qiita_2538,0.6114215218083413,0.47678558362688017,0.012694654198004104,0.5021156558533145,[[100 260] [ 93 256]]
IBD,2,1w,PRJEB13679,0.6494903992341912,0.5542976479715669,0.21669432588788715,0.5551839464882943,[[229  66] [333 269]]
IBD,2,1w,PRJNA317429,0.6844984802431611,0.6215183829380869,0.25975410191185705,0.6463414634146342,[[37 10] [19 16]]
IBD,2,1w,qiita_1629,0.9342524773804395,0.17133956386292834,0.0,0.20676691729323307,[[ 55   0] [211   0]]
IBD,2,1w,PRJNA422193,0.5310296846011131,0.4810140845070422,0.019517286553142575,0.5204081632653061,[[117  37] [104  36]]
IBD,2,1w,PRJNA431126,0.8108108108108107,0.5691122436885149,0.3297904682842473,0.6210045662100456,[[ 30   4] [ 79 106]]
IBD,2,5k,qiita_2538,0.702650429799427,0.3298676748582231,0.0,0.4922425952045134,[[  0 360] [  0 349]]
IBD,2,5k,PRJEB13679,0.641449405935019,0.5261787863985229,0.09031985190085062,0.6443701226309922,[[ 65 230] [ 89 513]]
IBD,2,5k,PRJNA317429,0.7039513677811551,0.645021645021645,0.29956546906509035,0.6463414634146342,[[29 18] [11 24]]
IBD,2,5k,qiita_1629,0.8471348556656613,0.3750566123188406,0.23038289808073403,0.37593984962406013,[[ 55   0] [166  45]]
IBD,2,5k,PRJNA422193,0.55278293135436,0.5399167700279365,0.08903945021682864,0.5408163265306123,[[73 81] [54 86]]
IBD,2,5k,PRJNA431126,0.7779014308426074,0.6046806219716883,0.23421675659101632,0.7397260273972602,[[ 17  17] [ 40 145]]
IBD,2,1k,qiita_2538,0.6361031518624642,0.3269669519121194,-0.22285578328439848,0.4231311706629055,[[ 16 344] [ 65 284]]
IBD,2,1k,PRJEB13679,0.6572948927304465,0.5881542699724518,0.20544277780442888,0.6031215161649944,[[185 110] [246 356]]
IBD,2,1k,PRJNA317429,0.6790273556231003,0.5693140219640299,0.15378476680353725,0.5975609756097561,[[35 12] [21 14]]
IBD,2,1k,qiita_1629,0.7597587246876347,0.30052020808323326,0.17160227797815922,0.3082706766917293,[[ 55   0] [184  27]]
IBD,2,1k,PRJNA422193,0.5147495361781076,0.4543133105559956,-0.05517910655198538,0.46598639455782315,[[ 47 107] [ 50  90]]
IBD,2,1k,PRJNA431126,0.7594594594594595,0.6497528351264903,0.3035922969977968,0.7990867579908676,[[ 16  18] [ 26 159]]
IBD,5,8w,qiita_2538,0.7253104106972302,0.5379694648366848,0.23958524735058795,0.5853314527503526,[[ 94 266] [ 28 321]]
IBD,5,8w,PRJEB13679,0.6572047975674307,0.6040075679394565,0.20874485334182685,0.6566332218506131,[[131 164] [144 458]]
IBD,5,8w,PRJNA317429,0.7799392097264438,0.7160921270510312,0.43414160625262144,0.7195121951219512,[[34 13] [10 25]]
IBD,5,8w,qiita_1629,0.8896165445928478,0.18697466643155236,0.054528414517905764,0.21804511278195488,[[ 55   0] [208   3]]
IBD,5,8w,PRJNA422193,0.5030148423005565,0.34375000000000006,0.0,0.5238095238095238,[[154   0] [140   0]]
IBD,5,8w,PRJNA431126,0.7772655007949126,0.6293767507002801,0.3118263519462928,0.7351598173515982,[[ 22  12] [ 46 139]]
IBD,5,16w,qiita_2538,0.7429799426934098,0.3298676748582231,0.0,0.4922425952045134,[[  0 360] [  0 349]]
IBD,5,16w,PRJEB13679,0.6701503463032827,0.24748322147651006,0.0,0.32887402452619846,[[295   0] [602   0]]
IBD,5,16w,PRJNA317429,0.7124620060790273,0.6746031746031745,0.39748276034083396,0.7073170731707317,[[42  5] [19 16]]
IBD,5,16w,qiita_1629,0.9602757432141319,0.17133956386292834,0.0,0.20676691729323307,[[ 55   0] [211   0]]
IBD,5,16w,PRJNA422193,0.4603432282003711,0.4313910240515745,-0.041651018141852965,0.46938775510204084,[[ 31 123] [ 33 107]]
IBD,5,16w,PRJNA431126,0.8402225755166932,0.5637169847696163,0.27213693521398263,0.8584474885844748,[[  4  30] [  1 184]]
IBD,5,4w,qiita_2538,0.7326090417064629,0.4585113175044872,0.2262275384410659,0.5528913963328632,[[ 48 312] [  5 344]]
IBD,5,4w,PRJEB13679,0.6729038797229573,0.6097179214791041,0.21946476140057833,0.6566332218506131,[[139 156] [152 450]]
IBD,5,4w,PRJNA317429,0.7398176291793314,0.6667168447990366,0.3352537959395243,0.6707317073170732,[[32 15] [12 23]]
IBD,5,4w,qiita_1629,0.9538130116329168,0.17133956386292834,0.0,0.20676691729323307,[[ 55   0] [211   0]]
IBD,5,4w,PRJNA422193,0.47495361781076073,0.5063432835820896,0.014390215886254522,0.5102040816326531,[[88 66] [78 62]]
IBD,5,4w,PRJNA431126,0.8076311605723371,0.6722185976896803,0.34510231544545567,0.821917808219178,[[ 16  18] [ 21 164]]
IBD,5,2k,qiita_2538,0.7036453358802929,0.3298676748582231,0.0,0.4922425952045134,[[  0 360] [  0 349]]
IBD,5,2k,PRJEB13679,0.6510952193254125,0.5972972798136948,0.2212883429685612,0.6131549609810479,[[186 109] [238 364]]
IBD,5,2k,PRJNA317429,0.6747720364741642,0.5481757259865971,0.10974135046941264,0.5487804878048781,[[24 23] [14 21]]
IBD,5,2k,qiita_1629,0.836191296854804,0.45754262731547046,0.2962449666794885,0.45864661654135336,[[ 55   0] [144  67]]
IBD,5,2k,PRJNA422193,0.4803339517625231,0.4636547291092745,0.012881634514075853,0.4931972789115646,[[ 38 116] [ 33 107]]
IBD,5,2k,PRJNA431126,0.7618441971383147,0.13438735177865613,0.0,0.1552511415525114,[[ 34   0] [185   0]]
IBD,5,2w,qiita_2538,0.7301735116205031,0.46112650693981594,0.15518903328715278,0.5416078984485191,[[ 55 305] [ 20 329]]
IBD,5,2w,PRJEB13679,0.6563995720479756,0.5986273985657999,0.1993824347107661,0.6566332218506131,[[124 171] [137 465]]
IBD,5,2w,PRJNA317429,0.6802431610942249,0.5304528891202498,0.13505326626463512,0.5975609756097561,[[40  7] [26  9]]
IBD,5,2w,qiita_1629,0.9443343386471348,0.17133956386292834,0.0,0.20676691729323307,[[ 55   0] [211   0]]
IBD,5,2w,PRJNA422193,0.4703153988868275,0.48828034346716176,-0.013134040459920513,0.4897959183673469,[[64 90] [60 80]]
IBD,5,2w,PRJNA431126,0.8084260731319555,0.6630136986301369,0.3277660720984302,0.8127853881278538,[[ 16  18] [ 23 162]]
IBD,5,1w,qiita_2538,0.7288841133397007,0.5192493737583139,0.15083827800600974,0.5571227080394923,[[ 98 262] [ 52 297]]
IBD,5,1w,PRJEB13679,0.6657863618446984,0.5754423419703729,0.21616372666490372,0.5808249721293199,[[210  85] [291 311]]
IBD,5,1w,PRJNA317429,0.7325227963525834,0.6583333333333332,0.3389822629048159,0.6829268292682927,[[39  8] [18 17]]
IBD,5,1w,qiita_1629,0.9715639810426542,0.3906674208144797,0.24260977227898123,0.39097744360902253,[[ 55   0] [162  49]]
IBD,5,1w,PRJNA422193,0.5118274582560296,0.5284299595518156,0.057302548717768555,0.5306122448979592,[[88 66] [72 68]]
IBD,5,1w,PRJNA431126,0.8042925278219396,0.6747846747846749,0.35211286075196174,0.817351598173516,[[ 17  17] [ 23 162]]
IBD,5,5k,qiita_2538,0.7039875835721108,0.5180068403051828,0.11011887409912378,0.5444287729196051,[[110 250] [ 73 276]]
IBD,5,5k,PRJEB13679,0.6517878258910974,0.24748322147651006,0.0,0.32887402452619846,[[295   0] [602   0]]
IBD,5,5k,PRJNA317429,0.761094224924012,0.7011972930765226,0.5083465640298063,0.7439024390243902,[[46  1] [20 15]]
IBD,5,5k,qiita_1629,0.9444205084015511,0.17133956386292834,0.0,0.20676691729323307,[[ 55   0] [211   0]]
IBD,5,5k,PRJNA422193,0.4738404452690167,0.4500842288701714,-0.08830650957285913,0.4523809523809524,[[57 97] [64 76]]
IBD,5,5k,PRJNA431126,0.775039745627981,0.6198859409868585,0.3180972640112666,0.7123287671232876,[[ 24  10] [ 53 132]]
IBD,5,1k,qiita_2538,0.625119388729704,0.4766840551359379,0.13029784172246509,0.5401974612129761,[[ 68 292] [ 34 315]]
IBD,5,1k,PRJEB13679,0.6489047806745876,0.5747974610385,0.2003368396174224,0.5830546265328874,[[199  96] [278 324]]
IBD,5,1k,PRJNA317429,0.7130699088145896,0.5960591133004927,0.24595234719006398,0.5975609756097561,[[22 25] [ 8 27]]
IBD,5,1k,qiita_1629,0.8265402843601894,0.3671330652013822,0.22419293026467205,0.3684210526315789,[[ 55   0] [168  43]]
IBD,5,1k,PRJNA422193,0.50139146567718,0.4605244096769521,-0.0549353409271782,0.48299319727891155,[[101  53] [ 99  41]]
IBD,5,1k,PRJNA431126,0.6011128775834659,0.4064521769540129,0.06726230230925118,0.4337899543378995,[[ 24  10] [114  71]]
IBD,3,8w,qiita_2538,0.6575692454632283,0.49081676015638287,0.06397266862063104,0.5232722143864598,[[ 96 264] [ 74 275]]
IBD,3,8w,PRJEB13679,0.6601610451038911,0.6007063652841454,0.2104710503641616,0.6276477146042363,[[165 130] [204 398]]
IBD,3,8w,PRJNA317429,0.7501519756838906,0.6703772418058132,0.34414708632821184,0.6829268292682927,[[36 11] [15 20]]
IBD,3,8w,qiita_1629,0.8857389056441188,0.18180346446495063,0.044437861545134925,0.21428571428571427,[[ 55   0] [209   2]]
IBD,3,8w,PRJNA422193,0.49526901669758816,0.49425821749035287,-0.011069810547750743,0.4965986394557823,[[83 71] [77 63]]
IBD,3,8w,PRJNA431126,0.7751987281399048,0.6587012987012987,0.3398231272775575,0.7808219178082192,[[ 20  14] [ 34 151]]
IBD,3,16w,qiita_2538,0.7151225724291627,0.5309840520632196,0.23897381801625583,0.5825105782792666,[[ 89 271] [ 25 324]]
IBD,3,16w,PRJEB13679,0.6655611239371586,0.5855072463768116,0.21560536572963832,0.5953177257525084,[[198  97] [266 336]]
IBD,3,16w,PRJNA317429,0.7683890577507599,0.6110056925996206,0.23481178299745903,0.6341463414634146,[[36 11] [19 16]]
IBD,3,16w,qiita_1629,0.9223610512710039,0.2783670891526835,0.15330507937536614,0.2894736842105263,[[ 55   0] [189  22]]
IBD,3,16w,PRJNA422193,0.5744897959183672,0.34375000000000006,0.0,0.5238095238095238,[[154   0] [140   0]]
IBD,3,16w,PRJNA431126,0.7939586645468999,0.6591970121381886,0.32871470469049047,0.7945205479452054,[[ 18  16] [ 29 156]]
IBD,3,4w,qiita_2538,0.7108325374084685,0.5096818810511756,0.17231456780539295,0.5599435825105783,[[ 85 275] [ 37 312]]
IBD,3,4w,PRJEB13679,0.6655723858325355,0.6054771650150796,0.2184767584039285,0.6722408026755853,[[117 178] [116 486]]
IBD,3,4w,PRJNA317429,0.7848024316109423,0.66908797417272,0.366106294615079,0.6951219512195121,[[40  7] [18 17]]
IBD,3,4w,qiita_1629,0.9281344248168892,0.17133956386292834,0.0,0.20676691729323307,[[ 55   0] [211   0]]
IBD,3,4w,PRJNA422193,0.49234693877551017,0.4947045707915273,0.0013164049730861884,0.4965986394557823,[[64 90] [58 82]]
IBD,3,4w,PRJNA431126,0.8038155802861686,0.688034188034188,0.3829362923426626,0.817351598173516,[[ 19  15] [ 25 160]]
IBD,3,2k,qiita_2538,0.7352594715058898,0.5152588725215986,0.13031872687931323,0.5500705218617772,[[100 260] [ 59 290]]
IBD,3,2k,PRJEB13679,0.6809223492313756,0.24748322147651006,0.0,0.32887402452619846,[[295   0] [602   0]]
IBD,3,2k,PRJNA317429,0.6899696048632219,0.6072218128224024,0.383778630602349,0.6829268292682927,[[46  1] [25 10]]
IBD,3,2k,qiita_1629,0.9077983627746661,0.33458411507191993,0.19873215837929104,0.3383458646616541,[[ 55   0] [176  35]]
IBD,3,2k,PRJNA422193,0.4701762523191094,0.43211508158389667,-0.07228483844236312,0.48299319727891155,[[115  39] [113  27]]
IBD,3,2k,PRJNA431126,0.7785373608903021,0.5092829705505761,0.23737982940428393,0.5525114155251142,[[28  6] [92 93]]
IBD,3,2w,qiita_2538,0.7058898439987265,0.5168060603812774,0.2854975125836014,0.5853314527503526,[[ 74 286] [  8 341]]
IBD,3,2w,PRJEB13679,0.6427388929556844,0.5747392113709446,0.15940521672989572,0.6510590858416946,[[102 193] [120 482]]
IBD,3,2w,PRJNA317429,0.7562310030395136,0.6369386464263125,0.28727654105138717,0.6585365853658537,[[37 10] [18 17]]
IBD,3,2w,qiita_1629,0.8847910383455407,0.17133956386292834,0.0,0.20676691729323307,[[ 55   0] [211   0]]
IBD,3,2w,PRJNA422193,0.5283395176252319,0.4997124784358827,0.02842676218074806,0.5068027210884354,[[57 97] [48 92]]
IBD,3,2w,PRJNA431126,0.8246422893481717,0.6401183172655565,0.3657438475954432,0.726027397260274,[[ 26   8] [ 52 133]]
IBD,3,1w,qiita_2538,0.7863976440624004,0.4570453912559176,0.24624906598223692,0.5655853314527504,[[359   1] [307  42]]
IBD,3,1w,PRJEB13679,0.6696266681682527,0.5645114790107895,0.2238860014964437,0.5663322185061316,[[225  70] [319 283]]
IBD,3,1w,PRJNA317429,0.7531914893617021,0.7065712426805465,0.44910681484912673,0.7317073170731707,[[42  5] [17 18]]
IBD,3,1w,qiita_1629,0.8953899181387333,0.2122485302055524,0.08990322223213737,0.23684210526315788,[[ 55   0] [203   8]]
IBD,3,1w,PRJNA422193,0.5130797773654917,0.4923919659160073,0.03614302581572231,0.5272108843537415,[[116  38] [101  39]]
IBD,3,1w,PRJNA431126,0.7898251192368839,0.6476496934382745,0.2994596352297843,0.8310502283105022,[[ 12  22] [ 15 170]]
IBD,3,5k,qiita_2538,0.6093441579114932,0.48116149573198047,0.13137920644333745,0.5416078984485191,[[ 71 289] [ 36 313]]
IBD,3,5k,PRJEB13679,0.6709612027704264,0.24748322147651006,0.0,0.32887402452619846,[[295   0] [602   0]]
IBD,3,5k,PRJNA317429,0.7629179331306991,0.7259271048862008,0.47169277212849664,0.7439024390243902,[[41  6] [15 20]]
IBD,3,5k,qiita_1629,0.9021973287376132,0.17133956386292834,0.0,0.20676691729323307,[[ 55   0] [211   0]]
IBD,3,5k,PRJNA422193,0.5053803339517625,0.48950600738833017,-0.01960595876426153,0.4931972789115646,[[85 69] [80 60]]
IBD,3,5k,PRJNA431126,0.8497615262321145,0.27780096844214397,0.16076254101809476,0.2785388127853881,[[ 34   0] [158  27]]
IBD,3,1k,qiita_2538,0.6888092964024196,0.630367827523701,0.2676319375184622,0.6332863187588152,[[256 104] [156 193]]
IBD,3,1k,PRJEB13679,0.6431555830846332,0.4196334135313876,0.2069592845991501,0.4414715719063545,[[285  10] [491 111]]
IBD,3,1k,PRJNA317429,0.6449848024316109,0.5684210526315789,0.2294330792909891,0.6341463414634146,[[42  5] [25 10]]
IBD,3,1k,qiita_1629,0.7785437311503662,0.4788164470695139,0.31399511579117223,0.48120300751879697,[[ 55   0] [138  73]]
IBD,3,1k,PRJNA422193,0.4796382189239332,0.34375000000000006,0.0,0.5238095238095238,[[154   0] [140   0]]
IBD,3,1k,PRJNA431126,0.7837837837837838,0.5637169847696163,0.27213693521398263,0.8584474885844748,[[  4  30] [  1 184]]
IBD,4,8w,qiita_2538,0.7913403374721426,0.3367633302151543,0.0,0.5077574047954866,[[360   0] [349   0]]
IBD,4,8w,PRJEB13679,0.667903598175573,0.5493628197093144,0.2231679654896889,0.5496098104793757,[[236  59] [345 257]]
IBD,4,8w,PRJNA317429,0.7015197568389059,0.6902472527472527,0.47098777548681703,0.7317073170731707,[[45  2] [20 15]]
IBD,4,8w,qiita_1629,0.9201206376561827,0.18180346446495063,0.044437861545134925,0.21428571428571427,[[ 55   0] [209   2]]
IBD,4,8w,PRJNA422193,0.5287105751391465,0.5271616508729912,0.0578606827914813,0.5272108843537415,[[76 78] [61 79]]
IBD,4,8w,PRJNA431126,0.794435612082671,0.6403003363141018,0.3992196825866559,0.7123287671232876,[[ 29   5] [ 58 127]]
IBD,4,16w,qiita_2538,0.800660617637695,0.5627973899657128,0.27188796402210796,0.6022566995768688,[[107 253] [ 29 320]]
IBD,4,16w,PRJEB13679,0.6641759108057886,0.5797160238200072,0.19288358748304865,0.5930880713489409,[[186 109] [256 346]]
IBD,4,16w,PRJNA317429,0.7142857142857143,0.6170977011494254,0.3679835039592702,0.6829268292682927,[[45  2] [24 11]]
IBD,4,16w,qiita_1629,0.9321844032744506,0.17133956386292834,0.0,0.20676691729323307,[[ 55   0] [211   0]]
IBD,4,16w,PRJNA422193,0.48367346938775513,0.34375000000000006,0.0,0.5238095238095238,[[154   0] [140   0]]
IBD,4,16w,PRJNA431126,0.805087440381558,0.7142907513839427,0.43731128504089795,0.8310502283105022,[[ 21  13] [ 24 161]]
IBD,4,4w,qiita_2538,0.7292184017828717,0.5192493737583139,0.15083827800600974,0.5571227080394923,[[ 98 262] [ 52 297]]
IBD,4,4w,PRJEB13679,0.6696238526944085,0.24748322147651006,0.0,0.32887402452619846,[[295   0] [602   0]]
IBD,4,4w,PRJNA317429,0.7100303951367781,0.6369896704377767,0.3121676643090056,0.6707317073170732,[[40  7] [20 15]]
IBD,4,4w,qiita_1629,0.9514864282636795,0.17133956386292834,0.0,0.20676691729323307,[[ 55   0] [211   0]]
IBD,4,4w,PRJNA422193,0.5479591836734694,0.5230148797107496,0.046078256712106566,0.5238095238095238,[[83 71] [69 71]]
IBD,4,4w,PRJNA431126,0.7850556438791733,0.6469368954398895,0.3550760702726657,0.7442922374429224,[[ 24  10] [ 46 139]]
