,Bacillota,Pseudomonadota,Actinomycetota,Bacteroidota,Thermodesulfobacteriota
10532.1d3c1d57.9c6a.40a4.a6a3.b0cc321e354f,31.172909358379542,54.899852891252685,0.7723209233902908,12.365621817358832,0.3225076383388028
10532.1e8adbe1.044e.4b21.af0e.a335e0bc4887,49.32198356923686,19.489260615658715,14.38186677224587,16.704609191989178,0.0
10532.1ed80b53.bd2a.49e4.ad5b.0f4ec6228e81,30.575036782736635,3.196419813634135,1.2506130456105935,48.11181951937224,0.46223639038744485
10532.1fe19636.3708.4a87.8e5a.cf10d8530d4e,55.07433742727861,4.506417951796103,4.700341675131591,35.59885492658602,0.027703389047926866
10532.1fe57dd4.58b3.4fde.b8a1.f73db5614909,57.60672868612209,6.137377341659233,0.8206958073148973,27.46527335287371,0.6244424620874219
10532.20aa4aaf.8242.48d9.a225.e9f6b3e8938c,59.44839983915604,34.74229486482012,0.0,0.08988338813066206,4.197317690469996
10532.212f0ce6.9123.4e38.abf3.db944de7f1c1,26.21006776379477,64.4447517632416,5.521366339372148,3.066657447102752,0.5981192089614161
10532.2150ea11.62a6.494e.9c83.3583cce1fb94,20.83609616185292,34.88257336273497,5.540563462813613,27.61954694752425,1.139570386590387
10532.215cb690.74cc.469d.b692.681e0cf530e5,60.91170560655609,0.541743824120405,0.5653835546274772,36.56081320672944,1.29624522280446
10532.21a4ec1a.bcae.4e10.be82.66328d2dad4f,19.587568811347683,55.61413217604054,0.11941863513237994,23.866251128651733,0.5009757376285207
10532.2204f8a2.6d8f.4096.9407.077cad04f686,23.856157531722214,0.09213920918233033,0.050018427841836466,76.00168483125363,0.0
10532.22cd99a9.2745.44ba.823e.6cdf1048d579,49.1102071946104,2.021100800813525,0.18431422397356045,48.05516715393415,0.5910766492945214
10532.230994e3.5682.432f.b4e4.454ca1901e0f,53.581386981680815,1.0403861721584264,0.9324498545857944,44.4217911432255,0.0
10532.233fcfbc.5afa.47ac.a735.968ca156ce3f,49.68015331048071,18.316283840319578,0.6127020972225972,30.49475019568679,0.8124375826608006
10532.23796d38.9519.4a3a.9149.55190285af7b,2.4106616755051817,88.64337457973727,0.5493743717722089,8.21115385948494,0.18023638695365843
10532.249f97fa.3992.4b77.b0c9.c27e4ecbe59f,58.700073964497044,1.7104289940828403,0.9892751479289941,38.34596893491125,0.2080251479289941
10532.2607b960.7718.461c.bc21.4f612d26a218,4.86680508146532,46.29623112925362,0.0,48.573037266425025,0.2639265228560369
10532.273e797e.41f1.41a2.be36.43e50efe335e,10.890734213513351,55.618615209988654,1.17689228747237,31.77609176175399,0.22701475595913734
10532.2756472a.03f4.41da.8564.1d7538f949c6,76.63332623962546,5.171313045328793,2.3888061289636093,15.327729304107256,0.47882528197488833
10532.28028688.f349.49ed.a093.c24ab3e69eff,13.183372116406677,30.245051567123443,0.011491280990548422,56.52273837226005,0.037346663219282365
10532.2815b5d2.60b8.4244.9502.17f693e4d39b,16.185619581845998,59.051504334523194,0.5711371749107598,23.98776134625191,0.2039775624681285
10532.28e84479.bd9f.4d55.bb03.1411b71bdc9b,42.694632065410595,0.5073845457777203,3.0798565103577547,52.59671007982419,0.3651876030119898
10532.2a1b28ba.f47e.44b6.bfd7.d3e41e762db3,10.432750724366763,56.4538741938499,1.5384615384615385,31.490793532105805,0.0504720067296009
10532.2ada20cb.636b.4f43.9218.e821faee673e,16.186133833981494,16.99074694917527,4.297975056993429,60.90250771087569,1.622636448974118
10532.2adb40fd.6824.44f2.b71f.dc73c9f82b16,11.3892888661805,63.293696873983926,1.2425101026522365,23.598402155232474,0.0
10532.2ce1e761.4f19.4236.a6a5.49ac820af545,67.55792090251443,8.768603205965773,2.7853022722202745,20.50097198763504,0.2884094458077058
10532.2dfedd8c.5fcf.445f.88b5.9b2ec7e96aec,30.443394788968458,0.5713850373304891,5.226268474782874,41.947280207222306,1.3789425567575804
10532.2f79545d.8a5d.4fc5.a0ac.5da133096ee3,17.222121596329167,70.52466340638773,1.1018535289500693,11.151361468333032,0.0
10532.2fc381cd.1f0f.484f.bc0c.0c45f7b291a1,68.40682040111169,2.0656501164275523,0.6722752197100579,27.82618493202133,0.822504319086607
10532.30a32428.cc90.4c19.b56c.ca0e827639d7,22.330647567890182,41.24738883915249,2.5544613548194572,33.30050731125037,0.5580423754103253
10532.30bb9d5a.9305.4bd8.b193.2b0bff0f3e42,47.892559505965586,7.500449667246238,0.6834942142814318,41.71712932430002,1.6787577192877272
10532.32057335.5712.47e0.8307.e3f2f42b677d,30.725201601533865,43.67845260249253,2.8872723171488186,21.992894603282018,0.6597868380984605
10532.3263647b.bc7d.4256.940c.fcea00129687,51.08438193930422,2.9533678756476682,1.8504811250925242,43.25314581791266,0.7512953367875648
10532.336fae55.6ef3.49af.8688.e709584a1bd9,51.698074837310195,8.876762472885034,0.27114967462039047,38.04568872017354,0.9625813449023862
10532.33823320.f971.44d2.b8d4.97aa953ed8c6,25.967330270546196,1.1766207248596223,0.20418580908626852,72.54466564573761,0.010209290454313425
10532.35a3fb02.a90d.4977.b69e.7fe338ad120d,38.45515381024018,0.4928152720859055,0.35793951340976293,57.75276235928827,2.842765990558697
10532.35a8aef7.4bb0.4cab.bc0e.3576bb706571,17.41337563663689,63.012440510979374,0.6829757034315772,18.60232111547132,0.2771979627619604
10532.35ace8e4.0b62.44c7.a9a3.1e16d45ed772,68.52367242482406,0.8029430582213691,2.4680102367242482,27.570377479206655,0.508637236084453
10532.366e22db.3165.4d5d.accb.a685fa1c7472,5.979667282809612,88.1977818853974,0.6469500924214419,4.048059149722736,0.7486136783733827
10532.36ab5525.4f00.4559.a4b0.5f08454440bb,27.442226890756306,55.758212375859436,1.038483575248281,13.366596638655462,0.4488158899923606
10532.36b313f7.8a44.4bdc.8034.82260a83d7b9,79.138704851464,0.1837999572558239,3.5285317375507588,16.336824107715323,0.577046377431075
10532.37f1087f.ae31.4fde.b96b.4b6c1d61351e,25.47000251626586,49.489557496674934,1.3569862324310722,18.253711492145655,0.6937704446601244
10532.3857f412.791b.4565.b56b.77ba1eb058da,19.486450067375355,34.83305884114388,1.5720916304836055,43.04536607276538,1.0630333882317713
10532.38b26517.9a99.4774.bb19.9cf6ea8d8f06,73.03314755060136,1.1718979172777941,0.37694338515693754,4.436784980932825,0.2009386916984453
10532.38cc97e0.b049.40ad.9115.572a0f1fa54b,56.07432485631053,6.369577198645776,3.952444689394536,33.15486969529958,0.133847728525313
10532.399ee668.fc0f.4632.a48c.9d9025b608aa,4.96850944716585,67.60905061814789,0.08397480755773268,27.22183344996501,0.018661068346162817
10532.3a2907ca.4345.45f6.b81d.a99fd8361bbb,8.949121744397335,74.04603270745002,11.780738946093276,5.0726832222895215,0.0
10532.3a7587ba.1767.4f82.8a29.fb87623459a0,44.27785265049416,3.2681940700808627,1.224168912848158,50.70193171608266,0.3032345013477089
10532.3aef91f5.b123.4c88.b8f3.527c7b062691,79.3873964348481,11.80015064022094,2.368399029207465,6.293413674784501,0.0
10532.3b2b88b4.90b1.44d2.a015.e80e723e996f,80.7379995770776,2.311270881793191,4.093888771410446,12.848382321843943,0.0
10532.3b443a43.f0cd.4c13.b7ba.256065073f88,40.67298704766992,38.834099536463,2.3291303435514945,13.862236041432197,0.3948648493981649
10532.3bb587a6.3e5f.4f98.aa3d.7808edeaa041,28.858423584072245,39.96335438275038,7.4174655629355755,23.106370447927233,0.2977456401531263
10532.3bcd3e9f.940c.497c.9507.cd6d1af7e5e9,24.441194902861916,4.769862822923194,1.1942065315785808,68.07325395167467,0.463059675510062
10532.3cce5506.b222.46b9.8ef3.3f15ddfc8554,6.777584474773958,86.11893852147705,0.5978780230820122,5.427458283305971,0.0
10532.3da00df1.0c79.4428.af4e.b70c506e5613,71.0998318490378,0.8921342716572211,22.149218409416456,1.3467646509310582,0.004670860061032572
10532.3f86a9aa.e576.4a0e.b946.069435b47735,46.962049491173985,7.770168881128421,5.099173328240527,39.41832864976946,0.0
10532.3f8829c2.d735.4d56.98cd.cfbf6cbf2744,62.659453020300795,0.9877401101901027,0.04963518141658808,33.171191740705815,0.5459869955824689
10532.3f8e3f61.513a.4f35.8ebf.0586db2cf820,15.082176253896288,40.41513176537263,1.8773023519410597,40.79059223576083,0.6234060640408048
10532.40112074.09e5.42b1.b332.17c9b89686e5,65.58274794168743,0.3587884281290128,1.8619231059747714,31.34300173729134,0.5816149255986102
10532.4019255d.d4a7.4178.98c6.aaed75378852,28.418493186628652,1.9784141200342855,0.171427571850893,69.26898385432155,0.11545122185876468
10532.40a120a1.f11e.4bb9.a831.4c7a165eb48e,24.73233404710921,59.01416570581453,0.8730028001976611,14.861637292044144,0.13589194531378684
10532.40ded5d4.2577.43f1.9155.298cdafca4d4,41.688061617458274,5.629011553273427,0.8729139922978177,50.92426187419768,0.7445442875481386
10532.4163ae3d.2479.44b1.9d80.95d691e7da48,65.18420804673514,0.8480165834354094,0.7632149250918685,32.337699048336944,0.6407236408178649
10532.425ccffa.2f7d.4daf.908d.1a7af532ec09,17.723801442511665,66.67638947815018,4.97719558761137,10.456883750530336,0.1617522274077217
10532.43083975.cd2d.42da.9635.0634b5aadd6a,46.9391616993093,5.289052890528905,0.5676979846721544,46.380925347715014,0.8042388116188854
10532.43da1a2f.cd3b.4ba7.bc1c.f52d9944d458,15.788796982814041,48.52355033643338,0.981442592037029,34.62478035400506,0.08142973471049586
10532.4438f148.fff6.4be1.9837.b8cd5c473d5a,33.2528791117854,1.0091258074155804,0.0,65.73799508079902,0.0
10532.446c844e.eb73.4ce2.8057.7203b7d8290f,26.963942579405447,50.54255679891489,0.7855770317621793,20.39674465920651,0.254323499491353
10532.44bf8cf8.5259.48a2.986b.ce26356a1995,24.17742025585163,74.33104295849394,0.0,0.631249650857494,0.4413161275906374
10532.44ef59fb.3279.46dc.a113.c762aa889eb5,27.977276960327806,9.955298938349785,0.20674241013224062,42.702551685602536,1.0318495064257776
10532.4545f13f.f648.4efe.99af.4492baa200fe,33.87712599791739,38.396390142311695,1.0274210343630683,21.72301284276293,0.633113502256161
10532.4685baaf.fef4.4c2a.89ba.5f43d6e46354,25.29995736646568,58.37139898897619,0.6334125098970704,14.781655399232596,0.913575735428467
10532.4699dde6.97b1.4f66.ab36.a6f92bd5945b,12.363881661366484,74.12546978895634,0.163823841187241,13.115543991519708,0.23128071697022262
10532.46d62998.b580.4434.859c.b82a71ba8b13,32.7075511055486,37.05152273675428,1.6843971631205674,28.095014601585316,0.2789945765540259
10532.47851ff0.b155.4d9e.8d14.37671f756a98,47.53610994250456,0.6787266862992567,2.885990744636096,38.32562053007994,1.2564857663721778
10532.4960a10c.b6cc.42a8.8fe6.6d7bcb6bbd69,36.693548387096776,3.742086222490202,0.44844739222188723,58.222791679228216,0.6255652698221285
10532.4985e68e.e764.43e4.ba6d.c9135cb59802,40.04493372275893,1.5187598292518536,5.8548640754886545,50.235902044484384,1.3525050550438102
10532.4a06dba1.77c7.4197.942f.0c8da8b1ab8c,33.18362358692331,5.811182401466544,11.674304919034526,47.96822487014971,1.362664222425909
10532.4aff6dc8.d08b.43ce.ae37.7c99c5841e5c,68.27336448598132,5.004672897196262,0.46962616822429903,24.731308411214954,0.0397196261682243
10532.4b7fc783.1008.43aa.9325.896e2e370dee,33.91867037201122,3.6422462980117336,0.8994858163169411,35.18332057942997,0.510156134627519
10532.4b9ad407.fc2f.4463.bccc.0cf3a28d05f6,30.56479108871053,46.8838016983969,3.473031066686432,18.17623514961564,0.4870714300840727
10532.4e06f8e7.ca04.4084.8ed6.9799d589df32,56.03084754777191,0.9497397713026631,1.4170117387835734,39.89286935379706,0.4672719674809102
10532.4e92e999.4cb7.4bd8.9a13.459d58232fe2,61.85275475377865,8.824963432471964,2.613359336908825,26.055582642613363,0.04875670404680643
10532.4ef235d7.1c66.456b.bf58.c69c6a71d97b,46.661285033172724,9.977043969627406,3.730985595721601,35.70293383113443,2.328397366363109
10532.4f2698fd.665f.4ed1.be97.ffc1529e21b0,88.269955627654,0.861205210172241,1.1784913402356982,8.208884011641777,0.11928050002385611
10532.4f5d4951.41da.4207.ad9f.fce2da3ffa1d,27.750352609308887,31.241184767277858,0.7404795486600846,40.267983074753175,0.0
10532.50f400f5.8e55.420b.9a63.4623a5900017,66.67914854394101,3.9490739407206843,2.67880289195495,26.09096408099778,0.4349454157905349
10532.50fedde6.6336.4d10.ae45.64645f1dc452,56.70489032656696,0.1799116797208643,6.598578879459175,35.8605775346648,0.0
10532.51fa2739.c9f3.4f97.8142.793a058cca9c,33.935313651457946,45.92412318609835,0.6459536914888777,18.784970204248737,0.3184278760860665
10532.521f43b2.6a67.4c73.a80f.24bc87ae8cf0,88.38056219415044,0.08535336292249915,9.252304540798907,1.0356208034596563,0.27882098554683055
10532.532c15bb.f44d.454b.b308.7b2a889b1949,46.269522049498136,0.1376961263905497,2.83001775555314,42.837989636554695,0.09783672138275899
10532.53a10dbe.f8cf.4e5c.9164.13e3e4187029,46.952913718371434,0.41862705145778534,1.5423751836895987,22.279850331567445,0.4680225737536892
10532.5423daa2.53d4.464a.985d.214b4724f340,58.4288871283826,28.182462577659173,5.41216695159071,7.60955676937831,0.0
10532.558a13e5.f4a8.47bc.a63e.47d6dffe528b,58.24968838155219,1.2595945679984255,0.5313914583743358,39.362330249950794,0.5773141769992783
10532.55b26af1.31a6.4606.8b99.bf415a009311,35.37296037296037,43.64801864801865,3.1529234654234655,15.95886752136752,0.9797494172494172
10532.55f3cf16.37df.408f.aec2.cdcec8be9a06,50.93209806801491,3.0316725040485064,0.10921553120174744,44.84992279591759,0.5385455504086167
10532.55f8d345.8251.43a1.ab05.c9418f6fefd7,22.46056782334385,57.94006309148265,2.7381703470031544,16.728706624605678,0.056782334384858045
10532.563e291f.d5b9.4d2f.afdf.ef2d7456eb62,46.33351439435089,1.732753938077132,2.487778381314503,42.17816404128191,0.4617055947854427
10532.568030a5.4888.49d7.9b73.aa36e2a2010f,23.490955252300857,2.415106315455411,0.072992700729927,59.82862583306887,0.13011742304030466
10532.5802a92b.5471.435b.bca9.b03e1cef9a14,90.66585756054504,0.09929938765377613,3.221713466100292,5.323550504771887,0.20963204060241628
10532.58963b05.b9fe.4a36.98e7.f3497c390919,28.897017445132246,2.9037703995498028,0.03939223410241981,67.81091727630837,0.3489026449071469
10532.591ee23e.56bf.4275.8630.9015f9f330a5,20.07189934092271,63.61593768723787,5.647094068304374,10.515278609946076,0.14979029358897544
10532.593b1c57.09b3.43f2.97b1.7051761e13c9,42.82688506071731,0.9813611974018638,0.6707144874329285,55.07624964699237,0.3035865574696413
10532.595e93ed.e4b3.42b5.91b1.1ad4f31e7134,35.87769096734304,1.5120004496655612,0.04496655612388286,62.28992187060874,0.24169523916587038
10532.59d06f37.995b.40a5.91a8.c825d1a7ca6f,35.978956999085085,1.0096719383087178,1.1959221016860542,41.491308325709056,0.0849562148738727
10532.5a8541e7.b0a2.48c0.8fa1.4cba3f011111,23.13201007161309,67.8100781531016,0.8305810797554037,7.8414701939112526,0.06540008502011052
10532.5b24f7ea.9e02.4d89.bc02.03388ed68273,19.51278051122045,35.62942517700708,0.5640225609024361,41.65366614664587,0.32401296051842077
10532.5c70a21a.1611.47be.93bd.1bf502987de1,38.38934862003606,5.4782488095788455,11.275484258702788,44.468586750496975,0.3744625768572882
10532.5c7870bf.66e4.4024.861e.a586fe550a17,30.49936788874842,6.921618204804046,6.415929203539823,53.150021070375054,0.11588706278971765
10532.5d6c8197.eeb5.43a6.aa26.8cb87f5cf622,25.413433312988637,29.729415525910426,0.11916179847124132,44.59267009620135,0.14531926642834306
10532.5e6d005d.2705.4981.804e.8b218288605f,89.68695578303529,0.7050928089028586,6.418043579832647,3.121947075563862,0.0
10532.5ebb0e88.cb56.4604.a7fd.6a66092dcda7,69.39382570479151,0.7449887447743595,3.164862257476685,24.855289956051024,1.0102904920141493
10532.5f291738.ae0e.4805.a842.cd2bb5b50f26,26.49673301929798,49.198450083573924,1.736058349794864,22.500379881476977,0.0
10532.5f2a8e9c.2b06.4f55.b367.1ac06421735a,58.41337115903886,1.6303790545852275,1.6030351710701711,37.970400246094954,0.2529309225142701
10532.6026474e.6bee.4712.b2d8.4a22451cf9e8,29.53810623556582,12.16320246343341,2.201693610469592,55.966127790608155,0.061585835257890686
10532.60345a80.4df2.4a0b.b7af.e2370c607aec,17.31469236097991,33.61168839347566,0.4043075760438315,47.22589583726935,0.40556710120284656
10532.6045e855.8ac7.48ed.aecc.c8eab29ec9db,11.568144499178983,48.0623973727422,7.848932676518884,31.88834154351396,0.632183908045977
10532.609c89d3.6145.4af8.af53.92591d65b765,21.369664549203165,64.54363089267804,3.061034956722018,9.888926037371373,0.6463835952301348
10532.60f2a3c7.0071.438e.9615.db72ab157a65,23.96049896049896,4.296604296604296,0.09528759528759528,71.06288981288982,0.1256063756063756
10532.61c3930c.61c4.4c82.8475.7a10ccaeb71c,15.196078431372548,59.701797385620914,1.6362563543936095,22.083787218591137,0.10893246187363835
10532.62b14bee.ba07.4ec5.93bf.c96452f606b5,31.49968789013733,2.106741573033708,0.5032771535580525,63.53776529338327,0.09363295880149813
10532.62deb178.a741.4def.afbf.e0a77659194d,24.88119343774536,0.26860614074961775,0.06198603248068102,74.78821438902435,0.0
10532.63200094.189d.4880.beaf.0a041635cab7,45.361787573840154,0.6117350393425015,5.66438628032408,47.52153914403792,0.4156062481029209
10532.632924ab.bf85.4b8b.b603.f338294a0d9d,18.04606042088378,67.429247985334,0.5767100790589313,13.947981514723292,0.0
10532.633bc9a7.b25f.475a.9bd3.858212b39d7d,5.347975654935168,40.04763164858428,0.05557025668166182,30.611272823498282,0.13231013495633767
10532.6519888d.bb69.495b.b4b8.07d0d4333455,56.10316767045194,1.0206427290699278,0.105742264723461,41.16592340582042,0.0689623465587789
10532.65ba3877.ad29.4afc.aaec.bcf3544f5f75,42.9794737955844,4.882556253085984,5.184453692600691,42.04979897016294,0.873245397474783
10532.65fcbe4f.1f77.4216.95c1.9991e5f2499a,19.74824038982133,12.012723335138062,0.9745533297238765,66.91932864103953,0.31808337845154305
10532.6618c914.037e.4c9b.b2c4.18d98a529b85,95.6069398923535,0.16237183149412154,0.7306732417235469,3.199326457587876,0.23453708993595332
10532.66c64e22.7b83.4740.bf41.aa1553f24091,44.229170663085874,3.1204041179103523,0.9271692563463138,51.46109086258712,0.26216510007033694
10532.67600aee.3bd9.443f.9456.fe673ba24844,52.32504068821204,10.358056265984656,11.381074168797953,25.52894675656824,0.4068821204371077
10532.67b4e332.53fc.42c9.bc70.ef7cfbed28f1,54.25938117182357,0.783410138248848,0.5464121132323897,42.98222514812377,1.4285714285714286
10532.67c048b1.3037.4c73.9380.32c657119b7b,80.13288110393533,0.29038702783069276,17.06546485155415,2.29289597175115,0.0
10532.67e18471.f314.4a13.a71f.65010aed2058,11.989842191184472,86.8855432613822,0.0,0.10278735110949876,0.9432251042989299
10532.67f932e7.6a3e.4ab2.9627.0fb5430bac23,7.860788863109049,44.287703016241295,1.2157772621809746,46.125290023201856,0.5104408352668214
