query_id,refer_id,identity,alignment_length,mismatches,gap_openings,q.start,q.end,s.start,s.end,e-value,bit_score,length,coverage,refer,genome_id
CP002616.1951017.1952566,16S_rRNA::QVHW01000051.1:3415-4981(-),99.8,1550,3,0,1,1550,1,1566,-1,0,1550,1.0,QVHW01000051.1,GCA_003434205.1_genomic
CXRK01001744.867.2406,16S_rRNA::QVHY01000002.1:189234-190791(+),99.4,1540,10,0,1,1540,1,1557,-1,0,1540,1.0,QVHY01000002.1,GCA_003434285.1_genomic
GQ449088.1.1384,16S_rRNA::QTLF01000064.1:565-2090(+),99.2,1384,11,0,1,1384,1,1525,-1,0,1384,1.0,QTLF01000064.1,GCA_003434395.1_genomic
CYPT01000006.3586.5077,16S_rRNA::QVGL01000090.1:3744-5270(-),99.9,1492,1,0,1,1492,1,1526,-1,0,1492,1.0,QVGL01000090.1,GCA_003434475.1_genomic
HQ761707.1.1433,16S_rRNA::QVGK01000064.1:3734-5260(-),99.1,1433,10,2,1,1433,1,1526,-1,0,1433,1.0,QVGK01000064.1,GCA_003434585.1_genomic
AB238927.1.1486,16S_rRNA::QTLI01000016.1:143983-145504(+),99.7,1486,5,0,1,1486,1,1521,-1,0,1486,1.0,QTLI01000016.1,GCA_003434625.1_genomic
KP966092.1.1345,16S_rRNA::QVLW01000025.1:12-1540(+),100.0,1345,0,0,1,1345,1,1528,-1,0,1345,1.0,QVLW01000025.1,GCA_003434665.1_genomic
AB506192.1.1523,16S_rRNA::QVFE01000082.1:10-1537(+),99.1,1523,11,2,1,1523,1,1527,-1,0,1523,1.0,QVFE01000082.1,GCA_003434755.1_genomic
FJ369153.1.1365,16S_rRNA::QVLZ01000026.1:3627-5152(-),99.0,1365,13,0,1,1365,1,1525,-1,0,1365,1.0,QVLZ01000026.1,GCA_003435205.1_genomic
ABGD02000021.1868.3380,16S_rRNA::QVME01000002.1:3317-4838(-),100.0,1513,0,0,1,1513,1,1521,-1,0,1513,1.0,QVME01000002.1,GCA_003435515.1_genomic
JQ186252.1.1348,16S_rRNA::QTUM01000006.1:54466-55991(+),99.2,1348,11,0,1,1348,1,1525,-1,0,1348,1.0,QTUM01000006.1,GCA_003435615.1_genomic
FJ369934.1.1360,16S_rRNA::QTUP01000019.1:74991-76521(+),99.3,1360,9,0,1,1360,1,1530,-1,0,1360,1.0,QTUP01000019.1,GCA_003435735.1_genomic
EU234140.1.1532,16S_rRNA::QTUS01000045.1:3594-5160(-),99.7,1532,5,0,1,1532,1,1566,-1,0,1532,1.0,QTUS01000045.1,GCA_003435775.1_genomic
FJ368433.1.1378,16S_rRNA::QTUV01000005.1:9-1537(-),99.1,1378,13,0,1,1378,1,1528,-1,0,1378,1.0,QTUV01000005.1,GCA_003435815.1_genomic
AP018536.383359.384857,16S_rRNA::QTUZ01000004.1:189002-190516(+),99.7,1499,3,1,1,1499,1,1514,-1,0,1499,1.0,QTUZ01000004.1,GCA_003435855.1_genomic
FJ372234.1.1374,16S_rRNA::QTVH01000004.1:54-1597(-),99.3,1374,9,0,1,1374,1,1543,-1,0,1374,1.0,QTVH01000004.1,GCA_003435975.1_genomic
HM007578.1.1344,16S_rRNA::QSOS01000006.1:3843-5368(-),100.0,1344,0,0,1,1344,1,1525,-1,0,1344,1.0,QSOS01000006.1,GCA_003436135.1_genomic
FJ367848.1.1334,16S_rRNA::QSOP01000002.1:150588-152090(+),99.3,1334,9,1,1,1334,1,1502,-1,0,1334,1.0,QSOP01000002.1,GCA_003436275.1_genomic
HQ789383.1.1443,16S_rRNA::QSOR01000009.1:183977-185502(-),99.0,1443,14,0,1,1443,1,1525,-1,0,1443,1.0,QSOR01000009.1,GCA_003436285.1_genomic
AB595132.1.1457,16S_rRNA::QSOW01000017.1:231-1734(-),99.9,1457,1,0,1,1457,1,1503,-1,0,1457,1.0,QSOW01000017.1,GCA_003436335.1_genomic
EU765990.1.1358,16S_rRNA::QSPE01000087.1:3580-5103(-),99.0,1358,12,1,1,1358,1,1523,-1,0,1358,1.0,QSPE01000087.1,GCA_003436345.1_genomic
AB214328.1.1484,16S_rRNA::QSPF01000074.1:3515-5034(-),99.9,1484,1,0,1,1484,1,1519,-1,0,1484,1.0,QSPF01000074.1,GCA_003436375.1_genomic
EU919864.1.1408,16S_rRNA::QSPG01000013.1:3654-5156(-),99.1,1408,13,0,1,1408,1,1502,-1,0,1408,1.0,QSPG01000013.1,GCA_003436395.1_genomic
AB595135.1.1467,16S_rRNA::QSPN01000001.1:3648-5150(-),99.9,1467,2,0,1,1467,1,1502,-1,0,1467,1.0,QSPN01000001.1,GCA_003436455.1_genomic
AY151398.1.1400,16S_rRNA::QSQD01000002.1:172950-174473(-),99.4,1400,8,1,1,1400,1,1523,-1,0,1400,1.0,QSQD01000002.1,GCA_003436595.1_genomic
DQ798495.1.1366,16S_rRNA::QSQK01000001.1:45191-46693(-),99.0,1366,12,1,1,1366,1,1502,-1,0,1366,1.0,QSQK01000001.1,GCA_003436735.1_genomic
HQ787308.1.1451,16S_rRNA::QSQQ01000047.1:9-1536(-),99.0,1451,13,1,1,1451,1,1527,-1,0,1451,1.0,QSQQ01000047.1,GCA_003436805.1_genomic
AFYE01000091.124.1666,16S_rRNA::QSQR01000007.1:117390-118949(+),100.0,1543,0,0,1,1543,1,1559,-1,0,1543,1.0,QSQR01000007.1,GCA_003436835.1_genomic
AB601001.1.1469,16S_rRNA::QSRJ01000025.1:335-1839(+),99.9,1469,2,0,1,1469,1,1504,-1,0,1469,1.0,QSRJ01000025.1,GCA_003436995.1_genomic
D86187.1.1513,16S_rRNA::QSRN01000008.1:101878-103404(+),99.9,1513,1,0,1,1513,1,1526,-1,0,1513,1.0,QSRN01000008.1,GCA_003437075.1_genomic
FJ363012.1.1338,16S_rRNA::QSQT01000022.1:461-1986(+),99.0,1338,13,0,1,1338,1,1525,-1,0,1338,1.0,QSQT01000022.1,GCA_003437535.1_genomic
GQ898414.1.1490,16S_rRNA::QSRF01000004.1:243300-244827(+),99.2,1490,12,0,1,1490,1,1527,-1,0,1490,1.0,QSRF01000004.1,GCA_003437665.1_genomic
KF990498.1.1449,16S_rRNA::QSSB01000007.1:85691-87215(-),99.9,1449,1,1,1,1449,1,1524,-1,0,1449,1.0,QSSB01000007.1,GCA_003437735.1_genomic
KF147852.1.1523,16S_rRNA::QSSC01000006.1:30509-32033(-),99.5,1523,6,1,1,1523,1,1524,-1,0,1523,1.0,QSSC01000006.1,GCA_003437755.1_genomic
FJ558463.1.1408,16S_rRNA::QSST01000057.1:223-1767(+),99.0,1408,14,0,1,1408,1,1544,-1,0,1408,1.0,QSST01000057.1,GCA_003437975.1_genomic
FPLP01008931.8.1519,16S_rRNA::QSTA01000002.1:375461-376989(-),99.0,1512,15,0,1,1512,1,1528,-1,0,1512,1.0,QSTA01000002.1,GCA_003438075.1_genomic
FJ363169.1.1353,16S_rRNA::QSTW01000020.1:6439-7963(+),99.1,1353,11,1,1,1353,1,1524,-1,0,1353,1.0,QSTW01000020.1,GCA_003438305.1_genomic
HQ768433.1.1402,16S_rRNA::QSTZ01000004.1:60042-61545(+),99.1,1402,13,0,1,1402,1,1503,-1,0,1402,1.0,QSTZ01000004.1,GCA_003438345.1_genomic
FJ365362.1.1347,16S_rRNA::QSUG01000006.1:40-1569(-),99.0,1347,12,1,1,1347,1,1529,-1,0,1347,1.0,QSUG01000006.1,GCA_003438365.1_genomic
FJ370528.1.1383,16S_rRNA::QSSP01000023.1:678-2201(+),99.1,1383,13,0,1,1383,1,1523,-1,0,1383,1.0,QSSP01000023.1,GCA_003438545.1_genomic
CP001853.563211.564442,16S_rRNA::QSSU01000013.1:3265-4800(+),100.0,1232,0,0,1,1232,1,1535,-1,0,1232,1.0,QSSU01000013.1,GCA_003438565.1_genomic
CP011403.217209.218758,16S_rRNA::QSTB01000005.1:93312-94869(+),99.8,1550,3,0,1,1550,1,1557,-1,0,1550,1.0,QSTB01000005.1,GCA_003438595.1_genomic
EF434330.1.1358,16S_rRNA::QSTG01000008.1:20271-21795(-),99.0,1358,13,0,1,1358,1,1524,-1,0,1358,1.0,QSTG01000008.1,GCA_003438645.1_genomic
HQ807118.1.1422,16S_rRNA::QSTM01000002.1:515107-516628(+),99.1,1422,13,0,1,1422,1,1521,-1,0,1422,1.0,QSTM01000002.1,GCA_003438675.1_genomic
FJ363562.1.1364,16S_rRNA::QSTU01000038.1:3573-5098(-),99.2,1364,11,0,1,1364,1,1525,-1,0,1364,1.0,QSTU01000038.1,GCA_003438765.1_genomic
HQ807131.1.1274,16S_rRNA::QSTV01000006.1:199271-200796(-),99.1,1274,10,2,1,1274,1,1525,-1,0,1274,1.0,QSTV01000006.1,GCA_003438775.1_genomic
DQ795636.1.1368,16S_rRNA::QSTX01000001.1:156903-158405(-),99.1,1368,9,3,1,1368,1,1502,-1,0,1368,1.0,QSTX01000001.1,GCA_003438785.1_genomic
EU766367.1.1369,16S_rRNA::QSTY01000012.1:3582-5109(-),99.1,1369,5,7,1,1369,1,1527,-1,0,1369,1.0,QSTY01000012.1,GCA_003438825.1_genomic
AY979504.1.1362,16S_rRNA::QSUC01000036.1:31681-33210(-),99.3,1362,9,0,1,1362,1,1529,-1,0,1362,1.0,QSUC01000036.1,GCA_003438885.1_genomic
AGZQ01000017.129.1643,16S_rRNA::QSUP01000009.1:157398-158921(+),100.0,1515,0,0,1,1515,1,1523,-1,0,1515,1.0,QSUP01000009.1,GCA_003439005.1_genomic
EF071142.1.1509,16S_rRNA::QSUQ01000107.1:3740-5264(-),99.1,1509,11,2,1,1509,1,1524,-1,0,1509,1.0,QSUQ01000107.1,GCA_003439045.1_genomic
CDZC01018442.2079.3583,16S_rRNA::QSUR01000005.1:3738-5259(-),99.9,1505,1,0,1,1505,1,1521,-1,0,1505,1.0,QSUR01000005.1,GCA_003439055.1_genomic
AGXQ01000010.543.2059,16S_rRNA::QSUS01000002.1:618372-619897(-),99.9,1517,2,0,1,1517,1,1525,-1,0,1517,1.0,QSUS01000002.1,GCA_003439065.1_genomic
JN787191.1.1404,16S_rRNA::QSUT01000003.1:193969-195521(-),99.9,1404,1,0,1,1404,1,1552,-1,0,1404,1.0,QSUT01000003.1,GCA_003439105.1_genomic
GU811876.1.1293,16S_rRNA::QSVG01000001.1:354734-356256(+),99.5,1293,6,0,1,1293,1,1522,-1,0,1293,1.0,QSVG01000001.1,GCA_003439335.1_genomic
GQ493391.1.1374,16S_rRNA::QSVF01000007.1:3334-4856(-),99.3,1374,8,2,1,1374,1,1522,-1,0,1374,1.0,QSVF01000007.1,GCA_003439345.1_genomic
JF163825.1.1359,16S_rRNA::QSVL01000068.1:3675-5200(-),99.2,1359,11,0,1,1359,1,1525,-1,0,1359,1.0,QSVL01000068.1,GCA_003439395.1_genomic
LN824133.260327.261854,16S_rRNA::QSVR01000014.1:101267-102803(+),99.9,1528,1,0,1,1528,1,1536,-1,0,1528,1.0,QSVR01000014.1,GCA_003439475.1_genomic
HQ751509.1.1444,16S_rRNA::QSVU01000055.1:496-2024(-),99.4,1444,9,0,1,1444,1,1528,-1,0,1444,1.0,QSVU01000055.1,GCA_003439535.1_genomic
AP018535.920481.921993,16S_rRNA::QSVK01000003.1:883-2413(-),99.8,1513,3,0,1,1513,1,1530,-1,0,1513,1.0,QSVK01000003.1,GCA_003439775.1_genomic
DQ796351.1.1391,16S_rRNA::QSVN01000017.1:59527-61056(+),99.4,1391,9,0,1,1391,1,1529,-1,0,1391,1.0,QSVN01000017.1,GCA_003439785.1_genomic
LT622246.5345680.5347196,16S_rRNA::QSWC01000016.1:175133-176658(-),100.0,1517,0,0,1,1517,1,1525,-1,0,1517,1.0,QSWC01000016.1,GCA_003439865.1_genomic
FJ154797.1.1435,16S_rRNA::QRSW01000013.1:3374-4918(-),100.0,1435,0,0,1,1435,1,1544,-1,0,1435,1.0,QRSW01000013.1,GCA_003457695.1_genomic
JN713312.1.1522,16S_rRNA::QRTJ01000004.1:138967-140495(+),99.0,1522,15,0,1,1522,1,1528,-1,0,1522,1.0,QRTJ01000004.1,GCA_003457855.1_genomic
JQ083407.1.1518,16S_rRNA::QRTP01000019.1:4897-6449(-),99.1,1518,13,0,1,1518,1,1552,-1,0,1518,1.0,QRTP01000019.1,GCA_003458205.1_genomic
HQ777715.1.1440,16S_rRNA::QRTQ01000019.1:28-1553(+),99.0,1440,14,0,1,1440,1,1525,-1,0,1440,1.0,QRTQ01000019.1,GCA_003458215.1_genomic
EF405400.1.1491,16S_rRNA::QRUY01000011.1:111459-112984(-),99.9,1491,2,0,1,1491,1,1525,-1,0,1491,1.0,QRUY01000011.1,GCA_003458595.1_genomic
EF404280.1.1494,16S_rRNA::QRVH01000128.1:4-1532(+),99.5,1494,7,1,1,1494,1,1528,-1,0,1494,1.0,QRVH01000128.1,GCA_003458705.1_genomic
KF843378.1.1402,16S_rRNA::QRVO01000171.1:3697-5222(-),99.3,1402,4,6,1,1402,1,1525,-1,0,1402,1.0,QRVO01000171.1,GCA_003458755.1_genomic
DQ794633.1.1395,16S_rRNA::QRVX01000116.1:165-1604(+),99.3,1395,5,5,1,1395,1,1439,-1,0,1395,1.0,QRVX01000116.1,GCA_003458885.1_genomic
AB238928.1.1492,16S_rRNA::QRTV01000004.1:249132-250659(+),99.9,1492,1,0,1,1492,1,1527,-1,0,1492,1.0,QRTV01000004.1,GCA_003458945.1_genomic
GQ491919.1.1299,16S_rRNA::QRUC01000093.1:3490-5011(-),99.1,1299,12,0,1,1299,1,1521,-1,0,1299,1.0,QRUC01000093.1,GCA_003459005.1_genomic
Y11466.1.1391,16S_rRNA::QRUP01000033.1:3363-4898(-),99.4,1391,9,0,1,1391,1,1535,-1,0,1391,1.0,QRUP01000033.1,GCA_003459085.1_genomic
FJ366051.1.1366,16S_rRNA::QRWE01000032.1:3579-5103(-),99.2,1366,9,2,1,1366,1,1524,-1,0,1366,1.0,QRWE01000032.1,GCA_003459535.1_genomic
HQ779582.1.1438,16S_rRNA::QRWR01000006.1:79409-80933(-),99.1,1438,13,0,1,1438,1,1524,-1,0,1438,1.0,QRWR01000006.1,GCA_003459715.1_genomic
DQ808212.1.1390,16S_rRNA::QRXE01000006.1:116291-117819(+),99.6,1390,5,0,1,1390,1,1528,-1,0,1390,1.0,QRXE01000006.1,GCA_003459925.1_genomic
AJ305238.1.1505,16S_rRNA::QRXM01000026.1:194-1742(+),99.9,1505,2,0,1,1505,1,1548,-1,0,1505,1.0,QRXM01000026.1,GCA_003459985.1_genomic
AB490804.1.1482,16S_rRNA::QRXW01000022.1:10-1535(+),99.9,1482,0,1,1,1482,1,1525,-1,0,1482,1.0,QRXW01000022.1,GCA_003460105.1_genomic
EU766073.1.1358,16S_rRNA::QRXL01000005.1:130724-132247(+),99.2,1358,10,1,1,1358,1,1523,-1,0,1358,1.0,QRXL01000005.1,GCA_003460345.1_genomic
EU763249.1.1352,16S_rRNA::QTVD01000021.1:3593-5119(-),99.0,1352,13,0,1,1352,1,1526,-1,0,1352,1.0,QTVD01000021.1,GCA_003460445.1_genomic
FJ370411.1.1360,16S_rRNA::QTVT01000083.1:38-1568(+),99.2,1360,11,0,1,1360,1,1530,-1,0,1360,1.0,QTVT01000083.1,GCA_003460725.1_genomic
FMGK01000022.3689.5204,16S_rRNA::QTVU01000091.1:243-1774(+),99.5,1516,6,1,1,1516,1,1531,-1,0,1516,1.0,QTVU01000091.1,GCA_003460745.1_genomic
JF161086.1.1352,16S_rRNA::QTWA01000075.1:73-1601(+),99.0,1352,13,0,1,1352,1,1528,-1,0,1352,1.0,QTWA01000075.1,GCA_003460875.1_genomic
FJ366749.1.1313,16S_rRNA::QTWR01000007.1:76419-77928(+),99.0,1313,13,0,1,1313,1,1509,-1,0,1313,1.0,QTWR01000007.1,GCA_003461215.1_genomic
EF405333.1.1493,16S_rRNA::QTWS01000007.1:8-1535(-),99.1,1493,13,0,1,1493,1,1527,-1,0,1493,1.0,QTWS01000007.1,GCA_003461245.1_genomic
AB554233.1.1486,16S_rRNA::QTXM01000048.1:12-1533(+),99.8,1486,3,0,1,1486,1,1521,-1,0,1486,1.0,QTXM01000048.1,GCA_003461645.1_genomic
FJ369857.1.1343,16S_rRNA::QTXN01000008.1:143547-145065(+),99.2,1343,11,0,1,1343,1,1518,-1,0,1343,1.0,QTXN01000008.1,GCA_003461655.1_genomic
KF842465.1.1399,16S_rRNA::QTXV01000017.1:41924-43453(+),99.5,1399,5,2,1,1399,1,1529,-1,0,1399,1.0,QTXV01000017.1,GCA_003461825.1_genomic
GQ896943.1.1489,16S_rRNA::QTYB01000033.1:561-2088(-),99.5,1489,8,0,1,1489,1,1527,-1,0,1489,1.0,QTYB01000033.1,GCA_003461955.1_genomic
KF095256.1.1352,16S_rRNA::QTYM01000008.1:128581-130109(+),99.1,1352,11,1,1,1352,1,1528,-1,0,1352,1.0,QTYM01000008.1,GCA_003462165.1_genomic
FJ372012.1.1342,16S_rRNA::QTYS01000011.1:17-1543(+),99.0,1342,13,0,1,1342,1,1526,-1,0,1342,1.0,QTYS01000011.1,GCA_003462285.1_genomic
HQ794655.1.1423,16S_rRNA::QRYC01000014.1:102924-104444(-),99.2,1423,12,0,1,1423,1,1520,-1,0,1423,1.0,QRYC01000014.1,GCA_003462805.1_genomic
EF400539.1.1492,16S_rRNA::QRYE01000076.1:3685-5213(-),99.9,1492,2,0,1,1492,1,1528,-1,0,1492,1.0,QRYE01000076.1,GCA_003462815.1_genomic
JQ189818.1.1366,16S_rRNA::QSCI01000155.1:11-1540(+),99.2,1366,7,4,1,1366,1,1529,-1,0,1366,1.0,QSCI01000155.1,GCA_003463005.1_genomic
Y18274.1.1429,16S_rRNA::QSCV01000004.1:7111-8667(-),99.9,1429,2,0,1,1429,1,1556,-1,0,1429,1.0,QSCV01000004.1,GCA_003463225.1_genomic
AB574479.1.1484,16S_rRNA::QSCF01000100.1:2735-4254(-),99.4,1484,9,0,1,1484,1,1519,-1,0,1484,1.0,QSCF01000100.1,GCA_003463365.1_genomic
LT906459.1477099.1478610,16S_rRNA::QSCO01000021.1:99819-101339(-),99.9,1512,2,0,1,1512,1,1520,-1,0,1512,1.0,QSCO01000021.1,GCA_003463405.1_genomic
HQ778643.1.1430,16S_rRNA::QSEB01000108.1:3808-5333(-),99.2,1430,11,0,1,1430,1,1525,-1,0,1430,1.0,QSEB01000108.1,GCA_003463855.1_genomic
FJ363449.1.1364,16S_rRNA::QSEI01000001.1:205-1730(+),99.1,1364,12,0,1,1364,1,1525,-1,0,1364,1.0,QSEI01000001.1,GCA_003463985.1_genomic
FJ558100.1.1422,16S_rRNA::QSEQ01000087.1:41-1600(+),99.0,1422,13,1,1,1422,1,1559,-1,0,1422,1.0,QSEQ01000087.1,GCA_003464005.1_genomic
HQ778902.1.1445,16S_rRNA::QRZF01000003.1:61-1580(+),99.8,1445,3,0,1,1445,1,1519,-1,0,1445,1.0,QRZF01000003.1,GCA_003464595.1_genomic
FJ370437.1.1363,16S_rRNA::QRZM01000027.1:15-1545(-),99.0,1363,9,4,1,1363,1,1530,-1,0,1363,1.0,QRZM01000027.1,GCA_003464745.1_genomic
CP021104.654125.655680,16S_rRNA::QSAL01000055.1:64-1637(+),99.8,1556,3,0,1,1556,1,1573,-1,0,1556,1.0,QSAL01000055.1,GCA_003465085.1_genomic
AY980959.1.1365,16S_rRNA::QSAQ01000005.1:34664-36193(+),99.3,1365,8,2,1,1365,1,1529,-1,0,1365,1.0,QSAQ01000005.1,GCA_003465445.1_genomic
FJ371227.1.1374,16S_rRNA::QSBD01000002.1:174103-175626(+),99.1,1374,13,0,1,1374,1,1523,-1,0,1374,1.0,QSBD01000002.1,GCA_003465625.1_genomic
EF120375.1.1550,16S_rRNA::QSAX01000026.1:383-1943(+),99.8,1550,3,0,1,1550,1,1560,-1,0,1550,1.0,QSAX01000026.1,GCA_003465905.1_genomic
LT996885.1078675.1080221,16S_rRNA::QSBC01000061.1:3637-5201(-),100.0,1547,0,0,1,1547,1,1564,-1,0,1547,1.0,QSBC01000061.1,GCA_003465915.1_genomic
AY571668.1.1382,16S_rRNA::QSBH01000007.1:93145-94706(+),99.3,1382,10,0,1,1382,1,1561,-1,0,1382,1.0,QSBH01000007.1,GCA_003465965.1_genomic
ACCJ01000522.48.1565,16S_rRNA::QSBM01000045.1:169-1696(+),100.0,1518,0,0,1,1518,1,1527,-1,0,1518,1.0,QSBM01000045.1,GCA_003466005.1_genomic
JN012913.1.1445,16S_rRNA::QSBR01000026.1:3573-5092(-),99.6,1445,6,0,1,1445,1,1519,-1,0,1445,1.0,QSBR01000026.1,GCA_003466025.1_genomic
JQ189008.1.1369,16S_rRNA::QSOA01000003.1:355520-357056(-),99.2,1369,3,7,1,1369,1,1536,-1,0,1369,1.0,QSOA01000003.1,GCA_003466135.1_genomic
HQ748409.1.1436,16S_rRNA::QSOX01000004.1:326-1849(+),99.0,1436,14,0,1,1436,1,1523,-1,0,1436,1.0,QSOX01000004.1,GCA_003466325.1_genomic
FJ366640.1.1368,16S_rRNA::QSPB01000099.1:3308-4846(-),99.0,1368,11,2,1,1368,1,1538,-1,0,1368,1.0,QSPB01000099.1,GCA_003466385.1_genomic
HQ786260.1.1434,16S_rRNA::QSER01000066.1:3698-5223(-),99.0,1434,14,0,1,1434,1,1525,-1,0,1434,1.0,QSER01000066.1,GCA_003466635.1_genomic
HQ765968.1.1452,16S_rRNA::QSEV01000021.1:26-1553(+),99.0,1452,10,4,1,1452,1,1527,-1,0,1452,1.0,QSEV01000021.1,GCA_003466725.1_genomic
EU156766.1.1269,16S_rRNA::QSFF01000002.1:173874-175427(-),100.0,1269,0,0,1,1269,1,1553,-1,0,1269,1.0,QSFF01000002.1,GCA_003466855.1_genomic
AB064919.1.1492,16S_rRNA::QSFT01000006.1:10346-11874(+),99.9,1492,1,0,1,1492,1,1528,-1,0,1492,1.0,QSFT01000006.1,GCA_003467215.1_genomic
HQ777601.1.1441,16S_rRNA::QSGO01000045.1:6586-8105(+),99.1,1441,13,0,1,1441,1,1519,-1,0,1441,1.0,QSGO01000045.1,GCA_003467365.1_genomic
