,mip,mro,community,genome_list,co_occur,cosine
1601,2.0,0.5581395348837209,community_2,['AB547677.1.1479' 'ASWF01000003.997800.999346'],0.0,-0.0005725425368240541
1603,1.0,0.76,community_2,['AF385557.1.1477' 'ASWF01000003.997800.999346'],0.0,-0.00023661903619462903
1633,1.0,0.8301886792452831,community_2,['AJ811975.1.1356' 'ATXO01000007.1.1263'],0.0,-0.0004543425014661291
1755,3.0,0.6909090909090909,community_2,['AM405112.1.1489' 'AY258614.1.1402'],0.0,-0.00047363112149737566
1830,2.0,0.6818181818181818,community_2,['AB930590.1.1483' 'AY350613.1.1456'],0.0,-0.0003690819385086719
1831,0.0,0.7804878048780488,community_2,['AJ318864.29.1472' 'AY350613.1.1456'],0.0,-0.0006558086310951741
1832,5.0,0.48,community_2,['AB185810.1.1527' 'AY362904.1.1362'],0.0,-0.000930537570324753
1846,2.0,0.5454545454545454,community_2,['ACKS01000100.344.1864' 'AY454723.1.1051'],0.0,-0.00019997084896667037
1847,1.0,0.7317073170731707,community_2,['AF499911.1.1224' 'AY454723.1.1051'],0.0,0.0009335781955996786
1851,1.0,0.7777777777777778,community_2,['AF132284.1.1359' 'AY468447.1.1310'],0.0,0.0006334207618830122
1866,2.0,0.6,community_2,['AM406090.1.1432' 'AY514996.1.1307'],0.1084261783628335,-0.0006677932292380069
1879,3.0,0.8076923076923077,community_2,['AB506227.1.1518' 'AY574991.1.1453'],4.718691811533063,-0.0004585734000701485
1880,7.0,0.6938775510204082,community_2,['AB506372.1.1510' 'AY579584.1.1405'],0.0,-3.786808889575752e-06
1914,8.0,0.7017543859649122,community_2,['AB775005.1.1253' 'AY644475.1.1526'],0.4983888203578317,-0.00019186596949456665
1933,8.0,0.6,community_2,['AB008514.1.1214' 'AY653235.1.1324'],4.286190357343003,0.00024911131747686386
1935,1.0,0.8333333333333334,community_2,['AB780934.1.1454' 'AY653235.1.1324'],13.202532671042718,0.0008226754473211455
1946,0.0,0.7272727272727273,community_2,['AJ811975.1.1356' 'AY664116.1.1211'],0.0,0.0008621879811763814
1947,0.0,0.9166666666666666,community_2,['AM420144.1.1397' 'AY664116.1.1211'],0.0227509462338844,0.00048022761560546586
1949,2.0,0.723404255319149,community_2,['AB218334.1.1446' 'AY676491.1.1479'],0.0,-0.00014766344141416176
1952,4.0,0.7317073170731707,community_2,['AB547672.1.1495' 'AY676491.1.1479'],0.0,1.239757012776471e-05
1955,10.0,0.7755102040816326,community_2,['AM405132.1.1429' 'AY676491.1.1479'],0.0,0.0004167267048589599
1978,3.0,0.8333333333333334,community_2,['AY258614.1.1402' 'AY691533.1.1518'],0.0,0.0004933969821435385
1979,2.0,0.6538461538461539,community_2,['AB030220.1.1486' 'AY692429.1.1487'],0.0,0.0007254384952894695
1981,1.0,0.7906976744186046,community_2,['ABWN01000012.312.1822' 'AY692429.1.1487'],0.0,-0.00030151577701424345
1991,3.0,0.6046511627906976,community_2,['AB554231.1.1489' 'AY696661.1.1417'],0.0,-0.00079938909713905
1992,4.0,0.6037735849056604,community_2,['AF371817.1.1388' 'AY696661.1.1417'],0.0,0.00037378299748094167
1998,6.0,0.7441860465116279,community_2,['ACKS01000100.344.1864' 'AY726822.1.1202'],0.0,0.0001744649635648841
2007,4.0,0.7272727272727273,community_2,['AY454723.1.1051' 'AY769997.1.1470'],0.0,-8.040945248829614e-05
2055,0.0,0.6923076923076923,community_2,['AB012589.1.1484' 'AY850453.1.1227'],10.389083494286751,-0.00014170955004062292
2057,6.0,0.75,community_2,['ACBZ01000217.267.1788' 'AY850453.1.1227'],64.90999765740708,0.00021112871771216844
2061,4.0,0.9387755102040816,community_2,['AP018533.3254502.3256012' 'AY850453.1.1227'],16.661079774610698,-0.0004255559108154238
2103,2.0,0.7924528301886793,community_2,['AY258614.1.1402' 'AY850526.1.1228'],5.558556934658554,-0.0007226012620001917
2122,2.0,0.6545454545454545,community_2,['AY454723.1.1051' 'AY858448.1.1510'],0.0298322287430323,-0.0003804199931015262
2216,4.0,0.8163265306122449,community_2,['AF385557.1.1477' 'AY916213.1.1356'],0.0,0.0008788436352112665
2300,2.0,0.6046511627906976,community_2,['AB702766.1.1491' 'AY916373.1.1335'],0.0,0.0003064324285866858
2402,4.0,0.75,community_2,['AF287772.1.1541' 'AY976000.1.1336'],0.0,0.0006306144332285572
2404,1.0,0.6551724137931034,community_2,['AJ441057.1.1482' 'AY976000.1.1336'],0.0,-5.1117066480077755e-05
2405,2.0,0.6956521739130435,community_2,['AJ576350.1.1454' 'AY976000.1.1336'],0.0,-0.000738815738620124
2420,2.0,0.7619047619047619,community_2,['AB264126.1.1422' 'AY977174.1.1362'],0.0,0.0004998505460545953
2424,1.0,0.7272727272727273,community_2,['AF371823.1.1425' 'AY977174.1.1362'],0.0,0.0005065957644421022
2426,1.0,0.782608695652174,community_2,['AY239422.1.1473' 'AY977174.1.1362'],0.0,-0.00039559807786542487
2429,0.0,0.6666666666666666,community_2,['AE000513.2467934.2469435' 'AY977392.1.1351'],0.0,0.0005727181331709421
2430,4.0,0.6122448979591837,community_2,['AF233876.1.1443' 'AY977392.1.1351'],0.0893720911857371,-0.0005280810540252145
2438,6.0,0.8181818181818182,community_2,['AY977174.1.1362' 'AY977392.1.1351'],0.0,-0.000588334601248342
2456,3.0,0.6666666666666666,community_2,['AY693999.1.1366' 'AY977767.1.1388'],0.9642528076565212,3.9845481940889315e-06
2610,2.0,0.7843137254901961,community_2,['AP018533.3254502.3256012' 'AY985779.1.1355'],9.0167631298973,-0.0008904746384091211
2647,2.0,0.6521739130434783,community_2,['AF385506.1.1500' 'AY990147.1.1281'],0.0,0.0002712946131912736
2653,3.0,0.8085106382978723,community_2,['AJ441057.1.1482' 'AY990161.1.1294'],0.0,0.00029238380241491957
2662,1.0,0.6530612244897959,community_2,['AY026751.1.1219' 'AY990173.1.1281'],0.0,-0.0008206984755743243
2681,0.0,0.8,community_2,['AY653235.1.1324' 'AY990376.1.1278'],7.605975923201186,-0.00032756040112143713
2700,0.0,0.6976744186046512,community_2,['AB547677.1.1479' 'AY990629.1.1290'],0.8219282619575097,-0.0006979599762456464
2702,1.0,0.5333333333333333,community_2,['AF371746.1.1412' 'AY990629.1.1290'],0.0,-0.0004458315081488207
2728,5.0,0.8235294117647058,community_2,['AB930590.1.1483' 'AY990939.1.1276'],0.0545823508028888,0.0006238667770159161
2732,4.0,0.72,community_2,['AY676491.1.1479' 'AY990939.1.1276'],0.0,0.0008327035534644141
2770,5.0,0.723404255319149,community_2,['AB221358.1.1238' 'AY991150.1.1269'],0.0,0.0005140095231368686
2771,4.0,0.6923076923076923,community_2,['AB741696.1.1324' 'AY991150.1.1269'],0.2295241046826959,-0.0008320068590927025
2772,6.0,0.7659574468085106,community_2,['ACBZ01000217.267.1788' 'AY991150.1.1269'],0.0,-6.636481771549925e-05
2775,2.0,0.7843137254901961,community_2,['AJ271894.1.1448' 'AY991150.1.1269'],0.3581741943357883,0.0008061135532239957
2819,1.0,0.8333333333333334,community_2,['AB775005.1.1253' 'AY991808.1.1341'],0.1915493484530088,-0.0006014901871257332
2820,1.0,0.7391304347826086,community_2,['ACKS01000100.344.1864' 'AY991808.1.1341'],0.0,-0.000431174151132246
2855,1.0,0.72,community_2,['AB681574.1.1283' 'AY992154.1.1251'],0.0,-0.0004941974174865514
2894,1.0,0.6976744186046512,community_2,['AB681369.1.1472' 'AY992267.1.1278'],0.0899633301827407,-0.0004570213479817333
2898,2.0,0.723404255319149,community_2,['AM398646.1.1476' 'AY992267.1.1278'],0.0,-0.0004376385675536314
2899,0.0,0.5957446808510638,community_2,['AM423088.1.1339' 'AY992267.1.1278'],0.0,-0.00012667052923525082
2902,1.0,0.7755102040816326,community_2,['AB554233.1.1486' 'AY992362.1.1269'],0.0,0.0007923801659637475
2905,4.0,0.8571428571428571,community_2,['AF349933.1.1228' 'AY992362.1.1269'],0.0,0.0007995728218035949
2911,3.0,0.625,community_2,['AY362904.1.1362' 'AY992362.1.1269'],0.0,0.00043013490605531133
2973,2.0,0.875,community_2,['AB294138.1.1215' 'AY993744.1.1245'],0.0,-0.0006884158927164467
2974,2.0,0.76,community_2,['AB506372.1.1510' 'AY993744.1.1245'],0.0,-0.00039750608415139006
2978,1.0,0.6956521739130435,community_2,['ABCA03000037.60092.61588' 'AY993744.1.1245'],0.0,-0.0008820596090224361
2982,1.0,0.851063829787234,community_2,['AJ270486.1.1241' 'AY993744.1.1245'],0.0,-2.6647584999758127e-06
2983,1.0,0.8936170212765957,community_2,['AJ318864.29.1472' 'AY993744.1.1245'],0.0,0.00040649972500336214
2984,1.0,0.8,community_2,['AP011541.160842.162381' 'AY993744.1.1245'],0.0,-5.2767193923178986e-05
2985,0.0,0.7916666666666666,community_2,['AY692429.1.1487' 'AY993744.1.1245'],0.0,-0.0009334675627302527
2991,4.0,0.723404255319149,community_2,['AE000513.2467934.2469435' 'AY993765.1.1254'],0.0,0.0008399307456467764
2999,1.0,0.782608695652174,community_2,['ANBF01000256.1.1317' 'AY993830.1.1279'],0.0,-0.0002103220752667081
3002,1.0,0.7346938775510204,community_2,['AY692429.1.1487' 'AY993830.1.1279'],0.0,-0.00010933785747267728
3003,2.0,0.75,community_2,['AY976915.1.1353' 'AY993830.1.1279'],0.0,-7.009482371708014e-05
3074,3.0,0.6415094339622641,community_2,['AF321038.1.1379' 'AY995262.1.1322'],0.1066126903258464,-0.0008304269558366007
3078,1.0,0.8148148148148148,community_2,['AP018533.3254502.3256012' 'AY995262.1.1322'],0.0,0.0009067091663464037
3111,4.0,0.6779661016949152,community_2,['AP011541.2938766.2940303' 'AYZT01025737.5596.7065'],0.0,0.00010515496436996292
3122,2.0,0.7391304347826086,community_2,['ABCA03000037.60092.61588' 'AZYX01000006.79.1591'],0.0,0.00010524554788255744
3123,3.0,0.8,community_2,['AM932612.1.1312' 'AZYX01000006.79.1591'],0.0,-1.7866594212051073e-05
3148,0.0,0.8679245283018868,community_2,['AB616299.1.1516' 'BAAV01001391.255.1549'],0.0,7.74112009952652e-05
3149,0.0,0.8727272727272727,community_2,['ABIK02000013.103269.104574' 'BAAV01001391.255.1549'],23.297692036052467,-5.5786947562232235e-05
3153,1.0,0.7083333333333334,community_2,['AB547672.1.1495' 'BAAW01000377.208.1702'],0.0151216309530184,0.0005514631654848768
3158,2.0,0.7755102040816326,community_2,['AM932612.1.1312' 'BAAW01000377.208.1702'],0.0,-0.00022400223336887002
3160,3.0,0.6122448979591837,community_2,['AY693999.1.1366' 'BAAW01000377.208.1702'],0.0,0.0008437389145039272
3202,8.0,0.6521739130434783,community_2,['AM935607.1.1321' 'BABA01001765.248.1738'],0.0,5.4760824704174876e-05
3215,1.0,0.9777777777777776,community_2,['AB243992.1.1538' 'BABA01013952.1.1506'],0.0,-0.0009671544011660344
3217,5.0,0.84,community_2,['AB627586.1.1525' 'BABA01013952.1.1506'],0.0,0.00015088276256287937
3218,0.0,0.8571428571428571,community_2,['ABWK02000005.70.1618' 'BABA01013952.1.1506'],0.5455832216402996,0.0003876628016957889
3247,4.0,0.6923076923076923,community_2,['AB234525.1.1348' 'BABE01000945.62.1571'],0.0,0.0006518589597899801
3250,4.0,0.75,community_2,['AM398646.1.1476' 'BABE01000945.62.1571'],0.0,0.0003223978556071736
3270,3.0,0.7924528301886793,community_2,['AB234525.1.1348' 'BABG01007374.315.1659'],2.030295797590952,0.0009502228023331981
3271,3.0,0.8,community_2,['AB490811.1.1610' 'BABG01007374.315.1659'],3.7385088965311297,7.09492428439792e-05
3272,6.0,0.782608695652174,community_2,['AJ888239.1.1389' 'BABG01007374.315.1659'],0.1344236750896925,0.000725453587887005
3274,4.0,0.7058823529411765,community_2,['APQG01000021.1.1300' 'BABG01007374.315.1659'],0.0,0.00016431768744441214
3294,0.0,0.7450980392156863,community_2,['AB506558.1.1496' 'BCAA01000057.220.1714'],0.0,0.00031479599958459444
3295,1.0,0.6666666666666666,community_2,['AJ441057.1.1482' 'BCAA01000057.220.1714'],0.0,0.0009810317540533602
3304,4.0,0.7407407407407407,community_2,['AB490811.1.1610' 'CAGY01000009.11.1531'],4.761787286995968,0.00026344949378470677
3306,8.0,0.5833333333333334,community_2,['AOQH01000134.9789.11348' 'CAGY01000009.11.1531'],0.3018432014100654,-0.00024052300677590658
3335,4.0,0.6923076923076923,community_2,['AB741665.1.1324' 'CCYG01000338.190.1701'],0.0,3.956290379785964e-05
3336,3.0,0.8571428571428571,community_2,['AB969399.1.1506' 'CCYG01000338.190.1701'],0.0,0.0007862317958047188
3343,0.0,0.875,community_2,['AB218334.1.1446' 'CDTW01027470.3361.4864'],0.1061862205031047,-3.143842883157051e-05
3344,1.0,0.5909090909090909,community_2,['ACIP02000003.114175.115697' 'CDTW01027470.3361.4864'],0.0,-0.00021609250237248655
3348,5.0,0.6521739130434783,community_2,['AM278259.1.1472' 'CDTW01027470.3361.4864'],0.0,0.0006621146267798681
3350,1.0,0.6530612244897959,community_2,['AY993765.1.1254' 'CDTW01027470.3361.4864'],0.0,0.0003076847138859322
3353,1.0,0.6785714285714286,community_2,['AY995262.1.1322' 'CDTW01048949.201.1702'],0.1935631965702668,-0.0006421629356645686
3484,7.0,0.6666666666666666,community_2,['AB741663.1.1324' 'CDZH01017284.51431.52959'],0.0,-0.0006730480708396912
3485,8.0,0.6122448979591837,community_2,['AB741696.1.1324' 'CDZH01017284.51431.52959'],0.0,0.00038369585788282476
3488,4.0,0.6086956521739131,community_2,['AY993830.1.1279' 'CDZH01017284.51431.52959'],0.0,-5.284779819244959e-05
3525,2.0,0.72,community_2,['AF349933.1.1228' 'CDZN01019218.7779.9278'],0.0,0.0008535940617027233
3526,2.0,0.75,community_2,['AF371644.1.1419' 'CDZN01019218.7779.9278'],0.427499331499348,0.00014624074998326148
3585,2.0,0.75,community_2,['AB614872.1.1469' 'CDZW01015843.180.1725'],0.0,-0.0006794867348229217
3612,3.0,0.6666666666666666,community_2,['AB264126.1.1422' 'CEAC01018704.2791.4293'],0.0,-0.0004648236417654409
3614,3.0,0.72,community_2,['AB554233.1.1486' 'CEAC01018704.2791.4293'],0.0,0.00036760730445327595
3621,3.0,0.7142857142857143,community_2,['AM423088.1.1339' 'CEAC01018704.2791.4293'],0.0,0.0007531424778470199
3622,2.0,0.7346938775510204,community_2,['ARDE01000044.40.1291' 'CEAC01018704.2791.4293'],0.0,-0.0008431686625104453
3645,1.0,0.6938775510204082,community_2,['AF287772.1.1541' 'CEAL01000984.1.1467'],0.011038064908476,0.0009893457746399357
3646,2.0,0.723404255319149,community_2,['AY916363.1.1391' 'CEAL01000984.1.1467'],0.3483461119958519,0.0004122730350435482
3685,2.0,0.6521739130434783,community_2,['AB506372.1.1510' 'CEAX01020322.3163.4650'],0.029169936324024,0.0003901735909430905
3686,2.0,0.6190476190476191,community_2,['ACIP02000003.114175.115697' 'CEAX01020322.3163.4650'],0.0,-0.0009834875556452678
3687,4.0,0.5777777777777777,community_2,['AM420142.1.1474' 'CEAX01020322.3163.4650'],0.0,0.00036839706933422295
