0,t-SNE1,t-SNE2
JF104196.1.1305,-35.764385,-29.612658
JF168160.1.1356,-22.75991,-39.85908
JF082189.1.1377,37.54197,-0.23854543
JF096771.1.1331,36.67362,1.8161199
JF161731.1.1357,-10.912457,-54.9178
HM276314.1.1357,-5.57912,-36.3635
JF161568.1.1377,36.148285,0.38791993
AJ853503.1.1447,-4.0472126,-80.41915
JF159724.1.1335,40.456203,30.677757
HQ716701.1.1438,-39.025787,6.1241302
JF095834.1.1347,7.8822966,-61.79636
JF240255.1.1377,-6.7138743,-47.17095
AY858477.1.1491,-2.6093943,16.29626
JF161693.1.1351,1.2074051,-25.656857
JF231503.1.1387,-24.071413,-37.489567
JF221453.1.1349,-18.512589,-34.25452
AY684405.1.1439,-3.7212303,16.844563
HM278922.1.1358,-28.159824,-38.58102
HQ716529.1.1456,-2.7163403,33.553883
AY862394.1.1486,-45.823322,7.862592
JF124766.1.1334,41.123997,30.028032
HM124168.1.1487,-40.577938,3.8866546
HM124291.1.1491,-0.46098477,-18.04369
GU940672.1.1378,-26.148823,-25.896542
AY858448.1.1510,-30.755245,17.911808
AF473837.1.1440,-23.85658,-35.04025
AB490801.1.1479,-38.875698,16.223343
AB626927.1.1498,-57.13238,-18.301964
AB331897.1.1481,-51.310608,7.941781
HM124115.1.1468,-13.124212,33.587013
AF142062.1.1430,-24.198298,-20.139658
HQ283402.1.1494,-6.1978188,-79.618095
HM124281.1.1494,9.407211,-52.273598
HM124280.1.1500,-52.418423,-17.386759
HM124142.1.1495,-43.471916,-12.074632
HM123925.1.1500,-43.062733,-12.149398
AJ518873.1.1461,-12.208269,24.041952
HM123913.1.1490,-60.481255,-15.745195
AJ853585.1.1447,-4.28113,-79.84284
AB626948.1.1493,-62.624542,-13.631299
HM124151.1.1464,-67.75068,-13.226918
HM123990.1.1495,-54.300907,-9.139239
CEAB01031011.1379.2868,33.12908,28.475456
HM124157.1.1485,-54.938133,-11.692435
HM123923.1.1492,-40.532196,46.71378
AB626919.1.1479,-43.994762,10.09621
KC873097.1.1334,-37.75911,-37.968597
HM124050.1.1492,-53.766068,-12.762281
HM123886.1.1471,-26.968575,-25.357933
GU940716.1.1366,6.62947,-62.86331
HM124289.1.1493,-53.064743,-5.066242
AB559618.1.1515,-15.304512,41.557808
HM124170.1.1515,-26.566643,-26.371132
AB626931.1.1494,-12.714563,22.57152
AB559621.1.1499,25.917572,21.604986
HM124083.1.1490,-34.06174,-21.06943
HM124019.1.1491,-66.21125,-12.122201
HM124161.1.1498,-43.079334,-11.332089
HM124176.1.1473,-60.991077,-13.740235
GU940784.1.1385,6.871552,-59.62074
HW066484.1.1484,-3.6874862,5.443037
HM123972.1.1505,-55.139843,-13.770883
HM124221.1.1495,-65.68651,-15.483142
AB626907.1.1496,-29.666777,8.850291
HM124177.1.1488,-54.029766,-8.716574
HM124225.1.1487,-10.686312,21.18295
JF803519.1.1479,-23.559748,-34.260624
AY858424.1.1561,-36.428196,-8.160366
JF707868.1.1379,32.219044,-36.847637
DQ417336.1.1419,-40.70045,-33.724617
AM292800.1.1367,-55.308784,38.565823
HQ176024.1.1516,38.55311,44.354145
AP013105.452097.453554,-1.1606212,17.600685
EU626561.1.1381,-36.033768,-38.559433
HM007583.1.1345,-23.246342,-35.280216
HQ176294.1.1458,42.72892,2.1228843
DQ471331.1.1380,-35.616283,-26.77402
AB200414.1.1491,-15.623463,-55.092934
JN559646.1.1500,-9.342347,-10.071881
JN559616.1.1500,-1.8390565,-3.149994
AY916174.1.1359,-46.47082,-2.3363085
AM398646.1.1476,-37.172882,-40.107536
EU086805.1.1452,-36.038647,-29.446508
AY916251.1.1360,-51.347866,-15.866827
AY916310.1.1355,-52.879757,10.332762
AY916355.1.1363,25.547682,-0.8653307
EF680886.1.1412,13.218293,26.408106
JN559502.1.1494,-12.351795,-37.76943
JN162688.1.1404,-38.43335,30.322739
AY916275.1.1352,-6.983447,-13.580414
JF501606.1.1434,-0.060860977,-23.84644
AY916345.1.1351,-37.156147,3.8188856
AY916386.1.1386,-48.166588,4.500544
EF694028.1.1463,-31.433289,-29.96617
X74408.1.1499,7.236747,-59.056007
AY326462.1.1473,19.70979,2.4121783
L34617.1.1490,-34.583973,7.728143
X55410.1.1333,-22.99884,-32.173626
L37040.1.1377,-26.553553,-18.008575
EU410376.1.1482,-25.556274,-16.753246
X55406.1.1331,-17.894888,-50.899067
AB443949.1.1486,-12.449189,2.1370697
AY916298.1.1340,-37.206383,13.258463
AY916234.1.1329,-17.777468,-1.3595042
AY916206.1.1387,-8.426753,29.957777
AB443948.1.1484,-52.943157,10.242627
AB574481.1.1484,36.233074,22.920696
ADGI01000045.4219.5736,-14.231706,-51.54916
AY916384.1.1351,44.80836,27.781029
AY916332.1.1353,-41.6626,-0.45559913
HQ176196.1.1464,53.759033,-0.23182203
JN559488.1.1490,-19.19355,2.1848252
AY916334.1.1351,-39.657104,5.4357843
AY916278.1.1340,-38.469322,16.334911
JN173177.1.1419,30.608982,30.365612
AY916161.1.1348,-47.184647,13.234344
AY916373.1.1335,18.642262,-33.651955
JN559553.1.1501,-33.099056,-3.9404004
AY916146.1.1383,27.276415,29.67777
JN559509.1.1488,27.682579,0.16850106
AY916385.1.1350,-36.721764,14.702837
HQ155622.1.1356,-44.313828,-1.8970956
AB286023.1.1473,-37.149235,-40.786816
AY916388.1.1341,-58.34488,-21.513689
AY321958.1.1429,-25.333593,-17.051445
AF127912.1.1614,-58.331615,-18.675365
M23939.1.1462,-37.48966,-26.353327
AY769997.1.1470,-13.371961,-44.93988
JN210898.1.1382,-36.72572,-27.565186
JX657043.1.1256,-15.930517,-40.291912
AY922215.1.1392,-6.6991863,-79.25398
AB438958.1.1532,-3.4449148,-79.33928
AY916358.1.1349,-37.507256,11.781157
AY916371.1.1353,-38.977886,9.7111
AY916205.1.1351,-37.602474,12.690189
AY916213.1.1356,-10.24063,20.22979
JN559623.1.1493,32.002052,-45.328495
AUAN01000035.1.1363,-27.491255,-17.682058
JN559735.1.1504,-11.149178,-33.506813
JN173162.1.1543,-43.610546,28.25977
EF529620.1.1456,-5.6178937,14.070744
AY230217.1.1440,-41.966026,44.917057
HQ155542.1.1332,-40.98207,3.6748917
AY574991.1.1453,-4.0283036,14.672602
JF920346.1.1371,-39.277256,-15.690685
JF920339.1.1383,13.735581,-1.3971456
AY984358.1.1392,32.2533,-34.05383
AY985174.1.1353,-47.62517,11.004817
AY979435.1.1358,-12.0133,1.442857
AY982383.1.1377,39.841778,32.99362
AY983739.1.1351,4.656544,-19.541718
AY977674.1.1364,30.428604,41.886024
AY978012.1.1354,-0.4579645,22.598972
AY985764.1.1362,-8.529362,26.452078
AY985779.1.1355,-44.81366,20.473234
AY979313.1.1359,44.352123,23.002977
AY979566.1.1352,1.3826026,26.659964
AY976380.1.1355,-3.3011239,21.044186
AY978859.1.1336,2.6401582,19.902891
AY985784.1.1352,-36.886063,28.926353
AF251035.1.1484,-11.124848,-51.85737
AY981777.1.1355,42.56186,21.13288
AY975560.1.1360,7.581613,-54.18392
AY977392.1.1351,13.182912,22.524988
DQ003631.1.1486,-7.8035336,-30.239204
AY976142.1.1343,-43.26786,26.825275
AY982432.1.1370,-53.014706,-5.353177
AY983363.1.1360,-42.23498,-2.3352003
Y09911.1.1476,-55.280888,38.551792
AY985268.1.1377,2.2402098,31.650562
CP030279.622505.623968,0.91260374,-29.290117
X76179.1.1407,-55.29172,38.55064
DQ057382.1.1396,-11.324666,13.936584
AE000513.2467934.2469435,-38.18311,-41.422092
DQ113749.1.1437,0.25543654,-24.083443
DQ057387.1.1394,-32.26043,7.7739844
AY959115.1.1521,26.033934,-50.942554
DQ057394.1.1384,-40.975296,6.413244
DQ057459.1.1454,-26.561422,2.6890025
DQ057374.1.1386,-26.413773,1.3935962
AB220083.1.1360,-39.434025,-33.3142
DQ057398.1.1389,-33.531956,7.8072686
DQ057463.1.1455,-27.391935,2.1213107
AY958811.1.1503,-12.658067,-37.705086
DQ085079.1.1504,8.722546,-57.095585
DQ057397.1.1398,-28.047613,3.8347614
DQ057452.1.1455,-9.745021,16.52079
AY958968.1.1521,3.1501212,-24.965157
DQ113693.1.1473,1.1229768,27.776714
DQ113680.1.1437,35.3962,-2.6963265
AY958883.1.1480,7.8286614,-59.50393
DQ057365.1.1393,-28.975258,4.505926
AF145752.1.1280,-15.753693,-44.78781
DQ057368.1.1392,-29.17018,4.1805634
DQ057407.1.1424,35.596527,-1.3442961
DQ057482.1.1450,-25.180714,3.0243206
DQ057401.1.1386,-35.674995,-6.576515
Y09655.1.1468,-24.73837,-37.788967
DQ113724.1.1380,-53.15153,-14.80284
DQ057372.1.1393,-29.029783,5.772561
DQ057400.1.1396,-26.816107,1.0898626
AY294222.1.1443,-38.199383,-36.349915
DQ113748.1.1448,-23.227009,-18.590916
DQ057480.1.1449,-8.486564,12.841766
DQ057421.1.1460,-28.184233,0.8686919
DQ057422.1.1460,-42.277687,-6.4586635
DQ057416.1.1471,26.164661,9.962776
AY662008.1.1521,-19.538565,-1.3029151
DQ130025.1.1418,-36.93152,-40.69823
X72867.1.1547,2.2708557,-5.7513037
DQ232863.1.1444,35.57794,-2.898231
DQ235579.1.1443,35.46793,13.948311
AF129868.1.1462,-13.485833,22.184992
D78365.1.1327,-39.751038,-35.151962
DQ298148.1.1399,-38.01187,-15.1155405
DQ307703.1.1392,-13.828481,21.53463
AJ867899.1.1483,-42.44316,-6.6585336
AB241130.1.1446,-36.718273,-27.157536
DQ238618.1.1513,-37.707424,0.25333452
DQ326080.1.1350,41.507103,14.608792
DQ326341.1.1343,-8.398529,27.335983
AB218338.1.1457,-36.349606,11.903628
DQ325692.1.1352,12.709227,24.269894
DQ325663.1.1352,-51.46854,20.40836
DQ326585.1.1351,6.7214627,-15.631099
DQ325618.1.1351,11.482903,-9.153336
DQ326200.1.1352,45.307167,15.780795
DQ326634.1.1352,26.544712,-4.041568
AB218325.1.1438,-33.00671,2.522317
DQ327133.1.1349,-38.36277,4.855934
AB218332.1.1445,9.156254,36.86132
DQ325890.1.1356,6.7184024,34.092434
DQ326381.1.1354,37.034702,10.368171
DQ327487.1.1353,23.206017,-8.669024
DQ325766.1.1353,-51.055496,17.02183
DQ311009.1.1407,-40.419746,-34.335255
DQ325815.1.1347,-14.92499,1.1155193
DQ325685.1.1348,14.514606,25.155298
DQ295892.1.1494,-33.17975,-30.712862
DQ326182.1.1354,22.474815,-9.663374
DQ326493.1.1337,-42.752216,19.411148
AB218300.1.1457,-33.615124,42.280106
DQ326785.1.1353,-45.69982,10.847433
DQ326162.1.1335,-9.533067,35.368465
DQ353927.1.1482,-13.742559,22.551228
DQ326531.1.1351,-12.10877,-2.4586458
DQ326449.1.1352,2.5479293,25.535484
DQ326186.1.1355,7.329888,-20.81002
AB218334.1.1446,-54.44572,10.547474
DQ326231.1.1338,-44.15272,26.367676
AJ608247.1.1335,-36.586563,35.11814
DQ326830.1.1351,23.049427,16.527237
DQ326682.1.1354,13.7073765,22.26383
DQ325939.1.1351,41.45267,18.93034
DQ326597.1.1346,-3.618687,-20.739307
Y13365.1.1508,-11.058008,-52.06374
DQ325862.1.1349,51.680565,-13.1293745
DQ326782.1.1351,39.561535,37.791683
DQ326680.1.1351,43.117065,18.781279
DQ326866.1.1353,-26.48598,4.517222
DQ326950.1.1352,3.3823903,-23.752295
DQ325602.1.1340,12.247133,22.619429
AB218324.1.1551,22.753456,17.412743
AB234520.1.1316,-35.666573,41.133274
DQ325982.1.1342,-13.583018,-8.916835
AB234418.1.1355,14.082842,25.382662
DQ326268.1.1334,-15.870491,-6.4090223
DQ326208.1.1350,-26.047302,-6.005584
HQ780686.1.1445,-41.221558,25.19213
DQ326059.1.1335,14.401281,23.505222
GQ135225.1.1325,21.728865,-11.422206
HQ748492.1.1443,30.839743,-42.70285
DQ326949.1.1352,-20.529783,-6.9110684
AB218288.1.1449,-26.89822,14.915699
DQ326339.1.1382,23.026049,36.748024
Y17318.1.1501,-12.985304,-37.572067
DQ130031.1.1346,-36.587105,-28.39234
HQ808019.1.1444,4.998906,18.532187
JQ084893.1.1488,-58.61489,-19.818336
LN998062.1.1487,-23.910643,5.1683908
HQ789440.1.1436,-4.2837553,18.066103
DQ394300.1.1511,-28.77536,0.07292272
DQ394661.1.1545,-12.643579,34.57409
AY922995.1.1462,-14.080951,20.856516
DQ394935.1.1522,-9.190219,17.517473
HQ739817.1.1440,19.615028,-32.82906
DQ394644.1.1506,-28.68544,24.98167
GQ133703.1.1364,43.978645,4.408291
HQ760680.1.1433,3.2092142,12.393485
HQ759705.1.1447,-12.642742,2.8366282
DQ394651.1.1520,-42.451187,45.502903
HQ785175.1.1445,-3.4742568,-13.1649275
HQ785173.1.1448,54.02535,4.12207
HQ794233.1.1430,-46.865,11.099344
DQ287787.1.1400,-36.04994,-13.3532505
DQ456299.1.1422,-27.199947,0.28465366
DQ455827.1.1444,-48.931377,34.9617
DQ456148.1.1449,-31.669912,7.712986
AB009222.1.1414,-32.894455,39.066414
DQ456350.1.1442,-35.109417,8.054782
Y11466.1.1391,31.060135,9.553065
DQ456108.1.1454,-24.362507,21.495504
DQ456133.1.1453,-52.007336,8.541324
DQ456318.1.1452,22.768732,18.440437
DQ456090.1.1455,23.601465,30.408304
DQ455993.1.1452,23.421455,30.29116
DQ456017.1.1452,-21.52316,22.370646
DQ455898.1.1454,27.566353,-45.980553
DQ456234.1.1446,-36.62932,-9.294186
DQ456434.1.1440,-39.323505,12.342925
DQ456137.1.1456,22.911444,30.15658
DQ456366.1.1454,-28.276579,-11.705749
DQ456247.1.1440,-4.800619,19.134706
DQ456467.1.1449,-9.015318,13.743472
DQ456166.1.1450,-17.005533,3.2555306
DQ456091.1.1456,1.2298812,-58.798817
DQ456065.1.1451,-47.10277,-3.8609533
DQ456112.1.1458,-23.222147,21.360136
DQ456463.1.1450,-8.5235615,13.419614
DQ456398.1.1438,-29.854227,3.531205
DQ456381.1.1454,27.7054,11.646527
DQ456251.1.1450,19.827103,-30.59565
DQ455846.1.1446,-13.230236,21.667824
DQ456225.1.1458,26.29614,6.759142
DQ455918.1.1453,-8.798811,15.306866
DQ456400.1.1420,-2.2385345,5.5940485
DQ455876.1.1442,-29.671564,4.4163947
DQ456180.1.1437,28.685932,30.462559
DQ456046.1.1458,29.11897,32.70528
DQ456395.1.1455,-11.198313,13.705296
DQ455951.1.1458,-28.181301,13.544828
DQ456340.1.1449,-12.077453,12.644232
DQ455829.1.1451,28.55037,10.498226
DQ455929.1.1449,-31.739162,8.407549
DQ456204.1.1444,26.486916,27.023886
HQ759648.1.1341,-20.926338,35.35717
DQ456192.1.1444,-36.34834,-8.122894
DQ456392.1.1462,-28.0145,-2.2369282
DQ455857.1.1455,-30.525364,0.54969716
DQ456077.1.1454,-23.731873,21.296213
DQ455824.1.1440,26.82538,11.629367
DQ456068.1.1430,-10.108106,22.478334
DQ456470.1.1450,-26.648169,12.853854
DQ456128.1.1470,-51.233692,8.909885
HQ784893.1.1457,49.86162,10.735239
DQ456371.1.1449,-2.9723802,19.753643
DQ456076.1.1438,-31.617939,12.494359
DQ456069.1.1449,-23.203857,21.101547
DQ456272.1.1549,18.616695,-30.572807
DQ456331.1.1451,30.710737,-39.985046
DQ456002.1.1433,4.32551,-53.715607
DQ456220.1.1454,-12.429798,13.364311
DQ456245.1.1452,66.24216,-22.061527
DQ455828.1.1453,-12.500221,12.528096
DQ456082.1.1452,-0.02120617,-17.936491
DQ456460.1.1452,-5.2277994,16.471443
DQ456401.1.1436,-34.824863,8.110854
DQ456105.1.1459,-22.851362,21.288353
DQ456362.1.1442,-25.73704,-0.7594632
DQ456134.1.1453,24.850725,30.415089
HQ780963.1.1453,-40.95459,26.802164
HQ768021.1.1453,29.88452,-39.72397
AM176887.1.1449,-18.583538,3.3121321
DQ905320.1.1681,25.409443,-27.223476
HQ778371.1.1457,10.691556,14.895695
DQ905260.1.1465,-15.571638,3.0356586
JN713503.1.1475,-41.759335,1.8476944
HQ782922.1.1436,-34.324516,4.9300914
DQ905803.1.1561,56.743313,-7.834493
DQ905891.1.1583,32.792454,-30.192747
DQ815638.1.1413,-58.99538,-21.88235
HQ785882.1.1446,29.974346,10.4318905
DQ412721.1.1377,-52.872368,8.789565
HQ785538.1.1480,8.81763,-58.639034
DQ905837.1.1553,0.24872205,25.524551
DQ815544.1.1428,-53.35411,-12.067903
DQ905838.1.1588,30.449034,-18.680517
DQ905743.1.1505,53.55801,22.074451
DQ905410.1.1551,31.744394,8.501283
U81658.1.1444,-46.576996,-3.7532039
DQ905407.1.1515,-16.413141,2.1137388
DQ904675.1.1611,28.043385,38.39326
DQ905869.1.1507,34.176376,24.453796
HQ782981.1.1431,-1.9092299,-15.746657
JN837493.1.1464,-25.504223,9.221571
DQ905461.1.1494,56.08938,32.021328
AF371660.1.1453,-29.061718,-14.030836
DQ905206.1.1448,-36.396255,11.143701
HQ785577.1.1448,-53.02412,-5.5293016
HQ785575.1.1451,11.77736,23.348846
DQ905791.1.1551,34.24289,24.524324
DQ905725.1.1572,-47.123978,19.055696
DQ815900.1.1369,-64.57804,-15.439099
HQ742726.1.1456,29.41268,2.5554388
JN680611.1.1459,-19.572632,-20.93874
DQ905707.1.1486,37.025127,-37.364265
DQ905338.1.1483,3.280117,19.552645
DQ905290.1.1475,-14.264156,16.30437
DQ904727.1.1491,34.97587,32.83965
AB270083.1.1322,-36.478058,-8.399472
DQ905927.1.1588,38.47406,-37.26265
DQ777946.1.1458,-43.626404,46.826923
DQ777901.1.1500,-36.022102,5.877189
DQ777902.1.1442,-2.5122335,35.337296
DQ905133.1.1451,-8.03841,9.709205
HQ783085.1.1420,49.582035,34.46492
DQ815411.1.1422,-62.712044,-17.388865
DQ815799.1.1387,-63.02919,-10.435437
DQ777935.1.1493,-0.3351727,18.35079
DQ777880.1.1499,-2.8531766,-21.33932
DQ905894.1.1567,-0.5919776,26.73812
DQ905294.1.1468,26.159689,16.996931
DQ777881.1.1492,-41.585224,2.9836993
HQ769225.1.1439,59.774754,7.8822336
DQ777891.1.1475,-31.957664,18.577917
DQ905047.1.1475,55.91755,31.536846
DQ905596.1.1463,-3.1299608,13.481686
DQ905326.1.1567,17.386606,-18.45026
HQ770722.1.1449,30.459726,15.431747
DQ905185.1.1458,57.54051,27.648746
DQ904870.1.1459,4.005204,-5.0246253
DQ905035.1.1446,30.721611,28.124224
DQ777895.1.1519,-30.803051,-13.18614
DQ905437.1.1471,27.368114,2.7591896
DQ905882.1.1619,40.492786,33.16815
DQ905824.1.1536,-0.69494885,13.914318
DQ904718.1.1469,-31.316881,5.932577
DQ905280.1.1480,-34.4574,-9.609857
DQ905398.1.1521,23.256718,-47.473648
AB680681.1.1443,-23.962729,-33.15662
HQ814200.1.1445,15.595232,-8.173411
DQ905581.1.1840,14.143274,-17.687153
DQ905740.1.1517,36.163456,44.60529
DQ905474.1.1452,-39.95799,14.903619
HQ762400.1.1462,29.892538,41.25677
AF432141.1.1499,24.595537,2.464879
DQ905064.1.1432,-5.542428,-3.3251314
DQ905456.1.1472,-45.761627,28.99233
DQ817162.1.1449,-3.0686953,11.446638
JX048399.1.1408,15.088673,-20.167131
DQ904783.1.1429,34.26535,22.19044
DQ815397.1.1441,-36.505314,12.449457
DQ905075.1.1402,33.664665,-34.619755
DQ815603.1.1465,8.814568,-61.222786
DQ673535.1.1495,-35.381523,3.5461736
AB255081.1.1485,-4.7612023,-79.59006
HQ785602.1.1437,-30.454645,19.245613
HQ762952.1.1441,-37.43208,-14.848841
HQ762960.1.1440,37.528503,18.607029
DQ905406.1.1442,29.72992,34.88551
DQ905713.1.1573,54.35985,14.723603
AF371946.1.1457,-36.141228,10.539608
DQ905462.1.1447,-6.5429845,25.167063
DQ905194.1.1477,-42.895046,-12.733158
DQ819155.1.1494,-20.993212,-23.656363
DQ904781.1.1451,33.933388,44.442745
DQ905305.1.1457,51.484856,30.051512
DQ905473.1.1481,2.7578313,14.7471695
DQ905202.1.1455,-15.298198,-12.882038
EF096904.1.1401,-57.94271,-19.290462
DQ798487.1.1332,31.84612,21.591228
DQ800343.1.1393,-40.696674,-1.1601819
DQ801404.1.1379,-28.239862,-6.951424
DQ797382.1.1393,30.692131,-45.022953
DQ809088.1.1373,56.46814,26.678782
DQ795289.1.1389,-4.366502,-8.005278
DQ795147.1.1383,6.179597,-24.29265
DQ795021.1.1370,31.184853,-45.073177
DQ806377.1.1407,-29.369236,9.374737
DQ805255.1.1392,32.84892,-29.368053
DQ825180.1.1396,65.89334,-21.50428
DQ802455.1.1356,49.685307,-7.8813486
DQ802666.1.1389,28.89172,-34.36139
DQ795732.1.1392,13.940448,25.163988
DQ793958.1.1395,22.608437,-30.984653
DQ796218.1.1391,31.088984,-29.197418
DQ797877.1.1375,55.265156,27.449858
DQ807647.1.1391,22.885542,4.786557
DQ802184.1.1374,55.701077,31.789553
DQ796368.1.1387,40.400616,15.857088
DQ806772.1.1391,-8.132725,29.528137
DQ823903.1.1383,14.444331,24.192053
DQ801255.1.1385,28.645844,27.95651
DQ806519.1.1402,-36.719444,10.713977
DQ806665.1.1371,58.19314,-8.295153
DQ808550.1.1380,47.544884,37.374786
DQ794035.1.1393,55.288258,26.041834
DQ807314.1.1383,30.545586,3.8836918
DQ794895.1.1386,57.98638,-8.150894
DQ797242.1.1392,55.9838,-9.487744
DQ793661.1.1379,-30.024431,10.126119
DQ804579.1.1389,34.61593,-28.045189
DQ797689.1.1370,-0.4274326,-9.466584
DQ810008.1.1391,5.779988,-25.020586
DQ799765.1.1390,5.3018894,19.367119
DQ808825.1.1421,33.008347,45.598732
DQ797462.1.1393,21.515528,-33.32539
DQ796105.1.1389,36.539886,40.109516
DQ804760.1.1380,43.458023,33.62871
DQ794630.1.1330,-38.01823,-13.875978
DQ801909.1.1389,55.531597,-7.0884943
DQ808802.1.1389,28.935238,-22.615824
DQ795160.1.1400,16.79255,-30.288208
DQ794528.1.1395,44.488605,-37.63935
DQ802083.1.1367,55.42636,6.7595797
DQ794987.1.1389,-31.946707,-8.469611
DQ793980.1.1387,27.437605,13.565795
DQ807270.1.1369,54.857277,-8.597848
DQ804153.1.1390,-31.66795,-9.428782
DQ795708.1.1387,34.98461,-38.720127
DQ799619.1.1386,5.177009,-23.774687
HQ774975.1.1433,-42.470387,-13.673497
DQ795750.1.1393,49.33724,27.490479
DQ800999.1.1400,-39.296825,10.625813
DQ797840.1.1389,53.39923,-7.9381437
DQ808121.1.1391,66.75408,-24.117453
DQ799542.1.1390,6.583135,-16.284428
DQ803842.1.1395,27.362825,-44.688854
HQ767798.1.1403,43.31625,4.42082
DQ802278.1.1374,48.412155,27.087471
DQ794089.1.1399,-27.889761,5.2928405
DQ807872.1.1367,13.949834,0.23663689
DQ799205.1.1389,50.212494,11.70123
DQ804817.1.1382,-15.708711,-16.184519
DQ805758.1.1389,-28.559038,2.3073404
DQ824487.1.1368,53.946655,-10.268248
DQ824315.1.1393,54.01263,-8.534591
DQ807312.1.1402,18.963959,-30.57312
DQ804825.1.1403,53.53223,-7.31982
DQ801509.1.1373,-0.71019757,10.639304
DQ797970.1.1392,36.31956,-32.522755
DQ825052.1.1389,9.567674,-42.618416
DQ808599.1.1393,67.52139,-22.461126
DQ807718.1.1389,29.778042,-29.032187
DQ794620.1.1391,6.3667397,-23.566837
DQ808867.1.1370,-45.304752,18.66918
DQ798503.1.1385,55.172348,-6.9017043
DQ809733.1.1398,3.8475976,18.20963
