task,source,disease,fid,group,importance,importance_sample_pooled,importance_fold_pooled
disease,attn,CRC,KT345677.1.1309,Ctrl,-0.1442556839842693,-0.1442556839842693,-0.1442556839842693
disease,attn,CRC,FJ364950.1.1345,Ctrl,-0.14314100059082022,-0.14314100059082022,-0.14314100059082022
disease,attn,CRC,FJ674156.1.1404,Ctrl,-0.14188776494954086,-0.14188776494954086,-0.14188776494954086
disease,attn,CRC,AY684386.1.1444,Ctrl,-0.14143567755088254,-0.14143567755088254,-0.14143567755088254
disease,attn,CRC,JQ190553.1.1364,Ctrl,-0.1391461953535205,-0.1391461953535205,-0.1391461953535205
disease,attn,CRC,EF400539.1.1492,Ctrl,-0.1378892611243435,-0.1378892611243435,-0.1378892611243435
disease,attn,CRC,FJ366441.1.1355,Ctrl,-0.13786409846953213,-0.13786409846953213,-0.13786409846953213
disease,attn,CRC,FJ369082.1.1342,Ctrl,-0.1374917737622212,-0.1374917737622212,-0.1374917737622212
disease,attn,CRC,FAUJ01000006.3367.4875,Ctrl,-0.13457573017267524,-0.13457573017267524,-0.13457573017267524
disease,attn,CRC,JF044111.1.1379,Ctrl,-0.13106043317505212,-0.13106043317505212,-0.13106043317505212
disease,attn,CRC,KF098874.1.1361,Ctrl,-0.12882382319726135,-0.12882382319726135,-0.12882382319726135
disease,attn,CRC,KU291315.1.1376,CRC,0.13282128628429016,0.13282128628429016,0.13282128628429016
disease,attn,CRC,JF800706.1.1239,CRC,0.13290265694761466,0.13290265694761466,0.13290265694761466
disease,attn,CRC,U49756.1.1491,CRC,0.13480160900377555,0.13480160900377555,0.13480160900377555
disease,attn,CRC,KY883186.1.1200,CRC,0.13626764047505924,0.13626764047505924,0.13626764047505924
disease,attn,CRC,DQ799787.1.1286,CRC,0.13930634371932435,0.13930634371932435,0.13930634371932435
disease,attn,CRC,KH494396.1.1329,CRC,0.14755614009942428,0.14755614009942428,0.14755614009942428
disease,attn,CRC,HK557112.1.1272,CRC,0.14875571065713378,0.14875571065713378,0.14875571065713378
disease,attn,CRC,KY658480.1.1210,CRC,0.15001554628409397,0.15001554628409397,0.15001554628409397
disease,attn,CRC,HQ686141.1.1218,CRC,0.15548142011166585,0.15548142011166585,0.15548142011166585
disease,attn,CRC,HK555826.1.1289,CRC,0.15763766062738077,0.15763766062738077,0.15763766062738077
disease,attn,CRC,JQ456143.1.1301,CRC,0.16167397257425115,0.16167397257425115,0.16167397257425115
disease,attn,CRC,KY229868.1.1200,CRC,0.17044689949557568,0.17044689949557568,0.17044689949557568
disease,attn,CRC,JF747611.1.1274,CRC,0.1720559043290235,0.1720559043290235,0.1720559043290235
disease,attn,CRC,EU767018.1.1359,CRC,0.17431142200595712,0.17431142200595712,0.17431142200595712
disease,attn,CRC,LN611370.1.1200,CRC,0.174889970339455,0.174889970339455,0.174889970339455
disease,attn,CRC,DQ799701.1.1410,CRC,0.17564117953172365,0.17564117953172365,0.17564117953172365
disease,attn,CRC,HM308748.1.1356,CRC,0.17934464144349982,0.17934464144349982,0.17934464144349982
disease,attn,CRC,AM419999.1.1277,CRC,0.18104433461346406,0.18104433461346406,0.18104433461346406
disease,attn,CRC,KF089553.1.1340,CRC,0.19269491514127277,0.19269491514127277,0.19269491514127277
disease,attn,CRC,JQ475481.1.1262,CRC,0.19945021599544646,0.19945021599544646,0.19945021599544646
disease,attn,CRC,FNWH01000003.25265.26801,CRC,0.20800019948023526,0.20800019948023526,0.20800019948023526
disease,attn,CRC,JF120145.1.1346,CRC,0.21947484235212927,0.21947484235212927,0.21947484235212927
disease,attn,CRC,JQ449887.1.1241,CRC,0.24490840134796987,0.24490840134796987,0.24490840134796987
disease,attn,CRC,U13042.1.1434,CRC,0.25654846302789497,0.25654846302789497,0.25654846302789497
disease,attn,CRC,FJ557701.1.1386,CRC,0.2580842578942378,0.2580842578942378,0.2580842578942378
disease,attn,CRC,DQ326634.1.1352,CRC,0.289374958380939,0.289374958380939,0.289374958380939
disease,attn,CRC,JQ466159.1.1285,CRC,0.3093664789914905,0.3093664789914905,0.3093664789914905
disease,attn,CRC,KX792215.1.1201,CRC,0.3174225883092165,0.3174225883092165,0.3174225883092165
disease,attn,CRC,HQ810946.1.1476,CRC,0.36507811332172674,0.36507811332172674,0.36507811332172674
disease,attn,CRC,AE000513.2467934.2469435,CRC,0.36728444077264094,0.36728444077264094,0.36728444077264094
disease,attn,CRC,JQ460153.1.1289,CRC,0.42039811893605306,0.42039811893605306,0.42039811893605306
disease,attn,CRC,DQ440555.1.1321,CRC,0.44332652601434924,0.44332652601434924,0.44332652601434924
disease,attn,CRC,KF083703.1.1340,CRC,0.5449278097453132,0.5449278097453132,0.5449278097453132
disease,attn,CRC,AJ006962.1.1476,CRC,0.5696230631505856,0.5696230631505856,0.5696230631505856
disease,attn,CRC,JQ467297.1.1208,CRC,0.5726556793719928,0.5726556793719928,0.5726556793719928
disease,attn,CRC,AM420255.1.1205,CRC,0.6075750214044827,0.6075750214044827,0.6075750214044827
disease,attn,CRC,JQ467788.1.1220,CRC,0.6330815001004032,0.6330815001004032,0.6330815001004032
disease,attn,CRC,KF100359.1.1360,CRC,0.6868229614921352,0.6868229614921352,0.6868229614921352
disease,attn,CRC,KF101479.1.1371,CRC,0.7517119790115273,0.7517119790115273,0.7517119790115273
disease,attn,CRC,JQ460165.1.1205,CRC,0.7826211016100332,0.7826211016100332,0.7826211016100332
disease,attn,CRC,GQ491160.1.1334,CRC,0.9269642049449791,0.9269642049449791,0.9269642049449791
disease,attn,CRC,GQ014747.1.1357,CRC,1.0072473514674822,1.0072473514674822,1.0072473514674822
disease,attn,CRC,X55410.1.1333,CRC,1.089025178990761,1.089025178990761,1.089025178990761
disease,attn,CRC,KF101798.1.1358,CRC,1.1373494676158682,1.1373494676158682,1.1373494676158682
disease,attn,CRC,JF803519.1.1479,CRC,1.1449895184639878,1.1449895184639878,1.1449895184639878
disease,attn,CRC,JQ467142.1.1299,CRC,1.242440350529255,1.242440350529255,1.242440350529255
disease,attn,CRC,FJ792537.1.1368,CRC,2.0615094726571637,2.0615094726571637,2.0615094726571637
disease,attn,CRC,GQ014737.1.1357,CRC,2.1621271383406304,2.1621271383406304,2.1621271383406304
disease,attn,CRC,JQ467804.1.1375,CRC,2.7514205201448867,2.7514205201448867,2.7514205201448867
disease,attn,CRC,FJ557734.1.1287,CRC,11.22521482845119,11.22521482845119,11.22521482845119
disease,attn,IBD,KX787760.1.915,Ctrl,-1.0356551148615791,-1.0356551148615791,-1.0356551148615791
disease,attn,IBD,EU473498.1.1210,Ctrl,-0.9095436163319707,-0.9095436163319707,-0.9095436163319707
disease,attn,IBD,DQ797933.1.1286,Ctrl,-0.7930251429445423,-0.7930251429445423,-0.7930251429445423
disease,attn,IBD,FAUL01000012.89600.91090,Ctrl,-0.7840006429563213,-0.7840006429563213,-0.7840006429563213
disease,attn,IBD,KF109479.1.1364,Ctrl,-0.7381991817765255,-0.7381991817765255,-0.7381991817765255
disease,attn,IBD,AY911443.1.1200,Ctrl,-0.6475158110617967,-0.6475158110617967,-0.6475158110617967
disease,attn,IBD,FJ366023.1.1333,Ctrl,-0.6249766730990639,-0.6249766730990639,-0.6249766730990639
disease,attn,IBD,EU764670.1.1329,Ctrl,-0.5999858952111141,-0.5999858952111141,-0.5999858952111141
disease,attn,IBD,EU774341.1.1313,Ctrl,-0.5870398717779979,-0.5870398717779979,-0.5870398717779979
disease,attn,IBD,JQ186605.1.1378,Ctrl,-0.5861174779950105,-0.5861174779950105,-0.5861174779950105
disease,attn,IBD,KF453771.1.1505,Ctrl,-0.5766993799727856,-0.5766993799727856,-0.5766993799727856
disease,attn,IBD,GQ491230.1.1350,Ctrl,-0.5594039026246198,-0.5594039026246198,-0.5594039026246198
disease,attn,IBD,FJ363916.1.1362,Ctrl,-0.5503337783381582,-0.5503337783381582,-0.5503337783381582
disease,attn,IBD,DQ807527.1.1302,Ctrl,-0.5282569702000615,-0.5282569702000615,-0.5282569702000615
disease,attn,IBD,DQ904893.1.1249,Ctrl,-0.5251609904357271,-0.5251609904357271,-0.5251609904357271
disease,attn,IBD,DQ799679.1.1289,Ctrl,-0.5236990704357097,-0.5236990704357097,-0.5236990704357097
disease,attn,IBD,GQ014737.1.1357,Ctrl,-0.49463408916396684,-0.49463408916396684,-0.49463408916396684
disease,attn,IBD,EU473814.1.1317,Ctrl,-0.48923640406850893,-0.48923640406850893,-0.48923640406850893
disease,attn,IBD,EU451276.1.1207,Ctrl,-0.489213226622207,-0.489213226622207,-0.489213226622207
disease,attn,IBD,FJ680895.1.1368,Ctrl,-0.4883351195828929,-0.4883351195828929,-0.4883351195828929
disease,attn,IBD,EU778248.1.1341,Ctrl,-0.4841407455830119,-0.4841407455830119,-0.4841407455830119
disease,attn,IBD,GQ491968.1.1295,Ctrl,-0.4785491829422114,-0.4785491829422114,-0.4785491829422114
disease,attn,IBD,DQ801609.1.1306,Ctrl,-0.46063537062099796,-0.46063537062099796,-0.46063537062099796
disease,attn,IBD,DQ801221.1.1336,Ctrl,-0.4442906195809993,-0.4442906195809993,-0.4442906195809993
disease,attn,IBD,FJ507263.1.1383,Ctrl,-0.443349956597652,-0.443349956597652,-0.443349956597652
disease,attn,IBD,JF161763.1.1353,Ctrl,-0.4433439416305478,-0.4433439416305478,-0.4433439416305478
disease,attn,IBD,EU778663.1.1260,Ctrl,-0.433537111364083,-0.433537111364083,-0.433537111364083
disease,attn,IBD,DQ799477.1.1287,Ctrl,-0.4227319345803666,-0.4227319345803666,-0.4227319345803666
disease,attn,IBD,EU777128.1.1262,Ctrl,-0.4218846592188131,-0.4218846592188131,-0.4218846592188131
disease,attn,IBD,DQ808514.1.1304,Ctrl,-0.4204806970581836,-0.4204806970581836,-0.4204806970581836
disease,attn,IBD,EU473544.1.1302,Ctrl,-0.4189514686244622,-0.4189514686244622,-0.4189514686244622
disease,attn,IBD,AY212767.1.1222,Ctrl,-0.4143093501722537,-0.4143093501722537,-0.4143093501722537
disease,attn,IBD,DQ801618.1.1247,Ctrl,-0.3983388194445659,-0.3983388194445659,-0.3983388194445659
disease,attn,IBD,DQ325997.1.1352,Ctrl,-0.3925532354066994,-0.3925532354066994,-0.3925532354066994
disease,attn,IBD,HQ399898.1.1537,Ctrl,-0.3921505760384133,-0.3921505760384133,-0.3921505760384133
disease,attn,IBD,FJ365188.1.1330,Ctrl,-0.3892596577234476,-0.3892596577234476,-0.3892596577234476
disease,attn,IBD,DQ326493.1.1337,Ctrl,-0.38889731240892367,-0.38889731240892367,-0.38889731240892367
disease,attn,IBD,GQ493408.1.1209,Ctrl,-0.3849359834614516,-0.3849359834614516,-0.3849359834614516
disease,attn,IBD,FJ363561.1.1364,Ctrl,-0.381924253448563,-0.381924253448563,-0.381924253448563
disease,attn,IBD,GQ492743.1.1326,Ctrl,-0.3807774731508176,-0.3807774731508176,-0.3807774731508176
disease,attn,IBD,FJ363449.1.1364,Ctrl,-0.3767789999072695,-0.3767789999072695,-0.3767789999072695
disease,attn,IBD,EU463413.1.1287,Ctrl,-0.371125470364453,-0.371125470364453,-0.371125470364453
disease,attn,IBD,FJ365235.1.1357,Ctrl,-0.3707230277136498,-0.3707230277136498,-0.3707230277136498
disease,attn,IBD,FJ365305.1.1340,Ctrl,-0.3632739423239668,-0.3632739423239668,-0.3632739423239668
disease,attn,IBD,EU462565.1.1387,Ctrl,-0.359912830647891,-0.359912830647891,-0.359912830647891
disease,attn,IBD,JQ208474.1.1334,Ctrl,-0.35759011835302273,-0.35759011835302273,-0.35759011835302273
disease,attn,IBD,FJ366441.1.1355,Ctrl,-0.3575309930802555,-0.3575309930802555,-0.3575309930802555
disease,attn,IBD,DQ798603.1.1202,Ctrl,-0.3557925744533365,-0.3557925744533365,-0.3557925744533365
disease,attn,IBD,EU468444.1.1302,Ctrl,-0.35170178636434263,-0.35170178636434263,-0.35170178636434263
disease,attn,IBD,EU774060.1.1383,Ctrl,-0.3510274192992135,-0.3510274192992135,-0.3510274192992135
disease,attn,IBD,AB008531.1.1246,IBD,0.2243406899901423,0.2243406899901423,0.2243406899901423
disease,attn,IBD,AY898030.1.1344,IBD,0.2259318785253631,0.2259318785253631,0.2259318785253631
disease,attn,IBD,KF092789.1.1342,IBD,0.2277926921167156,0.2277926921167156,0.2277926921167156
disease,attn,IBD,FJ366838.1.1357,IBD,0.2286521729500351,0.2286521729500351,0.2286521729500351
disease,attn,IBD,JX095988.1.1318,IBD,0.2288792063122828,0.2288792063122828,0.2288792063122828
disease,attn,IBD,AY167820.1.1339,IBD,0.2299904067194553,0.2299904067194553,0.2299904067194553
disease,attn,IBD,HG000667.1.1477,IBD,0.2306878410601689,0.2306878410601689,0.2306878410601689
disease,attn,IBD,MH094643.1.1391,IBD,0.2319056664774007,0.2319056664774007,0.2319056664774007
disease,attn,IBD,HQ814808.1.1433,IBD,0.2454758653330548,0.2454758653330548,0.2454758653330548
disease,attn,IBD,EU467507.1.1348,IBD,0.2481551171886329,0.2481551171886329,0.2481551171886329
disease,attn,IBD,JF128995.1.1359,IBD,0.2507269060309879,0.2507269060309879,0.2507269060309879
disease,attn,IBD,DQ799873.1.1290,IBD,0.251183622039423,0.251183622039423,0.251183622039423
disease,attn,IBD,DQ806588.1.1403,IBD,0.2518656259531582,0.2518656259531582,0.2518656259531582
disease,attn,IBD,FJ558430.1.1233,IBD,0.2577349495069477,0.2577349495069477,0.2577349495069477
disease,attn,IBD,FJ848555.1.1359,IBD,0.259153529616613,0.259153529616613,0.259153529616613
disease,attn,IBD,KF065074.1.1324,IBD,0.2648000994381279,0.2648000994381279,0.2648000994381279
disease,attn,IBD,FJ362970.1.1366,IBD,0.2661890830014111,0.2661890830014111,0.2661890830014111
disease,attn,IBD,KY418178.1.1220,IBD,0.2731032133176044,0.2731032133176044,0.2731032133176044
disease,attn,IBD,KX621320.1.1240,IBD,0.2759577242390533,0.2759577242390533,0.2759577242390533
disease,attn,IBD,DQ796014.1.1385,IBD,0.2766432373036553,0.2766432373036553,0.2766432373036553
disease,attn,IBD,KC551763.1.1444,IBD,0.2807323058208506,0.2807323058208506,0.2807323058208506
disease,attn,IBD,JQ522962.1.1258,IBD,0.28097380527067745,0.28097380527067745,0.28097380527067745
disease,attn,IBD,DQ794800.1.1389,IBD,0.2837139294898331,0.2837139294898331,0.2837139294898331
disease,attn,IBD,GQ493077.1.1232,IBD,0.2845010835682954,0.2845010835682954,0.2845010835682954
disease,attn,IBD,KX212245.1.1200,IBD,0.2846028441139328,0.2846028441139328,0.2846028441139328
disease,attn,IBD,LC190811.1.1214,IBD,0.2871968547892001,0.2871968547892001,0.2871968547892001
disease,attn,IBD,LN866607.1.1201,IBD,0.2913689874160549,0.2913689874160549,0.2913689874160549
disease,attn,IBD,KY795327.1.1204,IBD,0.2928778091997973,0.2928778091997973,0.2928778091997973
disease,attn,IBD,JX271954.1.1449,IBD,0.2958740508956123,0.2958740508956123,0.2958740508956123
disease,attn,IBD,DQ809950.1.1293,IBD,0.3148355174775166,0.3148355174775166,0.3148355174775166
disease,attn,IBD,KF082861.1.1282,IBD,0.3150653966961356,0.3150653966961356,0.3150653966961356
disease,attn,IBD,AY375144.1.1453,IBD,0.3193943909474049,0.3193943909474049,0.3193943909474049
disease,attn,IBD,JF226035.1.1373,IBD,0.3254817145424579,0.3254817145424579,0.3254817145424579
disease,attn,IBD,JQ754335.1.1237,IBD,0.3301539340691763,0.3301539340691763,0.3301539340691763
disease,attn,IBD,FJ802321.1.1209,IBD,0.3477067816770661,0.3477067816770661,0.3477067816770661
disease,attn,IBD,EU774906.1.1317,IBD,0.3571762414034294,0.3571762414034294,0.3571762414034294
disease,attn,IBD,MK095934.1.1303,IBD,0.3809018671569205,0.3809018671569205,0.3809018671569205
disease,attn,IBD,HK555826.1.1289,IBD,0.3815949528540059,0.3815949528540059,0.3815949528540059
disease,attn,IBD,JN032883.1.1399,IBD,0.4231689253653885,0.4231689253653885,0.4231689253653885
disease,attn,IBD,DQ417336.1.1419,IBD,0.4232478688872432,0.4232478688872432,0.4232478688872432
disease,attn,IBD,DQ311009.1.1407,IBD,0.4382093209457672,0.4382093209457672,0.4382093209457672
disease,attn,IBD,KY003111.1.1207,IBD,0.4390642678779919,0.4390642678779919,0.4390642678779919
disease,attn,IBD,EU468587.1.1268,IBD,0.4650473320041117,0.4650473320041117,0.4650473320041117
disease,attn,IBD,GQ493428.1.1351,IBD,0.5099743248030832,0.5099743248030832,0.5099743248030832
disease,attn,IBD,EU459376.1.1347,IBD,0.5862345272967528,0.5862345272967528,0.5862345272967528
disease,attn,IBD,DQ801333.1.1392,IBD,0.6383501033177943,0.6383501033177943,0.6383501033177943
disease,attn,IBD,JX883678.1.1413,IBD,0.6412274873515763,0.6412274873515763,0.6412274873515763
disease,attn,IBD,X65935.1.1488,IBD,0.7176954598768397,0.7176954598768397,0.7176954598768397
disease,attn,IBD,EU463341.1.1292,IBD,0.7969473187346885,0.7969473187346885,0.7969473187346885
disease,attn,IBD,EF444719.1.1219,IBD,0.9596937763778616,0.9596937763778616,0.9596937763778616
