otu,n_folds_in_top,mean_rank,mean_abs,mean_signed,frac_folds
FJ366505.1.1299,2,28.5,0.006098663775252977,0.006098663775252977,0.2857142857142857
AY947496.1.1209,2,22.0,0.005623031092390525,0.005623031092390525,0.2857142857142857
FJ364454.1.1206,2,25.0,0.005151565388367532,-0.005151565388367532,0.2857142857142857
AF499899.1.1248,2,24.5,0.00494595881174594,0.004930018787965202,0.2857142857142857
FJ371434.1.1338,1,1.0,0.07753082132090948,0.07753082132090948,0.14285714285714285
FJ507231.1.1307,1,2.0,0.058938291235485316,0.058938291235485316,0.14285714285714285
FJ366783.1.1350,1,4.0,0.04532997900894335,-0.04532997900894335,0.14285714285714285
KY983579.1.1217,1,2.0,0.042467683922209024,0.042467683922209024,0.14285714285714285
FJ432378.1.1202,1,2.0,0.03953011826865338,0.03953011826865338,0.14285714285714285
FJ372012.1.1342,1,5.0,0.03676542574619361,0.03676542574619361,0.14285714285714285
HQ790085.1.1320,1,6.0,0.033823585890390244,0.033823585890390244,0.14285714285714285
JF203236.1.1325,1,7.0,0.03166877298206983,-0.03166877298206983,0.14285714285714285
FJ369308.1.1240,1,8.0,0.030719514170294317,0.030719514170294317,0.14285714285714285
AM696869.1.1522,1,9.0,0.030432671763362642,0.030432671763362642,0.14285714285714285
AB639144.1.1469,1,1.0,0.029401026562479077,0.029401026562479077,0.14285714285714285
GQ491922.1.1347,1,11.0,0.027566232303198462,0.027566232303198462,0.14285714285714285
DQ799373.1.1400,1,13.0,0.025265836747383367,0.025265836747383367,0.14285714285714285
EU763456.1.1359,1,14.0,0.024665164486566592,0.024665164486566592,0.14285714285714285
DQ807131.1.1283,1,1.0,0.024534685839786314,-0.024534685839786314,0.14285714285714285
EU767533.1.1322,1,15.0,0.024333015436823584,0.024333015436823584,0.14285714285714285
HQ766049.1.1250,1,3.0,0.023301477461885517,0.023301477461885517,0.14285714285714285
KP644774.1.1203,1,2.0,0.02237478353894048,0.02237478353894048,0.14285714285714285
DQ798000.1.1401,1,18.0,0.0222987142561428,-0.0222987142561428,0.14285714285714285
FJ364354.1.1319,1,19.0,0.022276016491209135,0.022276016491209135,0.14285714285714285
JF161763.1.1353,1,20.0,0.022012311228095268,0.022012311228095268,0.14285714285714285
GQ491404.1.1333,1,21.0,0.021892690452019612,-0.021892690452019612,0.14285714285714285
FJ369781.1.1378,1,22.0,0.021629192115741762,0.021629192115741762,0.14285714285714285
GQ491615.1.1357,1,23.0,0.02161031725467257,-0.02161031725467257,0.14285714285714285
HM308748.1.1356,1,24.0,0.021545049582221473,0.021545049582221473,0.14285714285714285
KF101798.1.1358,1,25.0,0.020523878172334507,0.020523878172334507,0.14285714285714285
HQ806883.1.1241,1,4.0,0.019467928221866083,0.019467928221866083,0.14285714285714285
ABQC02000019.758957.760260,1,27.0,0.018538272182529614,-0.017796109433338817,0.14285714285714285
EU777642.1.1352,1,28.0,0.018441741825653182,0.018441741825653182,0.14285714285714285
GQ491970.1.1359,1,29.0,0.018352592581640632,-0.018352592581640632,0.14285714285714285
HQ754366.1.1357,1,30.0,0.01803768320580974,0.01803768320580974,0.14285714285714285
HQ800862.1.1308,1,4.0,0.01675081120395698,0.01675081120395698,0.14285714285714285
HK557112.1.1272,1,5.0,0.016529653661775293,0.016529653661775293,0.14285714285714285
EU768294.1.1359,1,3.0,0.015659825401772482,-0.015659825401772482,0.14285714285714285
FJ503081.1.1238,1,6.0,0.015392559831228305,0.015392559831228305,0.14285714285714285
FJ792537.1.1368,1,7.0,0.014590328869964907,0.014590328869964907,0.14285714285714285
GQ492470.1.1319,1,6.0,0.014293344786854161,0.014293344786854161,0.14285714285714285
LN611370.1.1200,1,8.0,0.014240496543100953,0.014240496543100953,0.14285714285714285
FJ371195.1.1316,1,9.0,0.0141398998292264,-0.007106581214988343,0.14285714285714285
KJ574409.1.1223,1,7.0,0.01335938943959434,0.01335938943959434,0.14285714285714285
EF026154.1.1200,1,1.0,0.013166016551320643,0.013166016551320643,0.14285714285714285
AF338413.1.1408,1,5.0,0.01316322618917534,0.01316322618917534,0.14285714285714285
FJ364934.1.1401,1,8.0,0.013004098151442755,0.013004098151442755,0.14285714285714285
DQ796116.1.1201,1,4.0,0.011871440276986727,0.011871440276986727,0.14285714285714285
FJ372027.1.1333,1,12.0,0.011655612032763033,-0.011655612032763033,0.14285714285714285
GQ493408.1.1209,1,13.0,0.011626600574973674,0.011626600574973674,0.14285714285714285
KF842582.1.1388,1,9.0,0.011596173324215184,0.011596173324215184,0.14285714285714285
DQ441339.1.1318,1,10.0,0.01149838215239052,0.01149838215239052,0.14285714285714285
DQ807295.1.1342,1,6.0,0.011333701756673777,-0.011333701756673777,0.14285714285714285
DQ797836.1.1210,1,8.0,0.01118845942862032,0.01118845942862032,0.14285714285714285
JX095969.1.1221,1,8.0,0.010786858711173502,-0.010786858711173502,0.14285714285714285
MK131295.1.1339,1,9.0,0.010765624412796984,0.010765624412796984,0.14285714285714285
KX792215.1.1201,1,14.0,0.010705659651126942,0.010705659651126942,0.14285714285714285
KF089553.1.1340,1,9.0,0.0102779273593791,0.0102779273593791,0.14285714285714285
DQ799182.1.1290,1,15.0,0.01009034712508833,-0.01009034712508833,0.14285714285714285
FJ365703.1.1290,1,10.0,0.010014817173770691,0.010014817173770691,0.14285714285714285
AE000513.2467934.2469435,1,16.0,0.01001114440455956,-0.0070643907267042465,0.14285714285714285
DQ800502.1.1288,1,18.0,0.009489673975940994,0.009489673975940994,0.14285714285714285
LC342993.1.1200,1,7.0,0.009462046012454404,0.009462046012454404,0.14285714285714285
GQ144701.1.1205,1,11.0,0.009303398400157358,0.009303398400157358,0.14285714285714285
FJ364692.1.1331,1,19.0,0.009204179420765344,0.009204179420765344,0.14285714285714285
KF084610.1.1355,1,21.0,0.008909110753583086,0.008909110753583086,0.14285714285714285
MNQJ01000155.1819.3121,1,22.0,0.008836637927164265,0.008836637927164265,0.14285714285714285
EU458687.1.1347,1,9.0,0.008828459762648788,0.008828459762648788,0.14285714285714285
CU466602.1.1028,1,12.0,0.008784777935223474,0.008784777935223474,0.14285714285714285
KX787582.1.959,1,12.0,0.008480546581578877,0.008480546581578877,0.14285714285714285
DQ804905.1.1307,1,24.0,0.00839711290152712,0.00839711290152712,0.14285714285714285
DQ794179.1.1290,1,14.0,0.008310817001454762,-0.008310817001454762,0.14285714285714285
EU530381.1.1295,1,25.0,0.008159875892296555,-0.00813355660881308,0.14285714285714285
EU458691.1.1268,1,11.0,0.008003569194649557,0.008003569194649557,0.14285714285714285
EF071211.1.1211,1,13.0,0.007958504805083838,0.007791656281926605,0.14285714285714285
EU765909.1.1351,1,14.0,0.007942185248378244,0.007942185248378244,0.14285714285714285
EU467431.1.1354,1,12.0,0.007847493621211425,0.007847493621211425,0.14285714285714285
FJ371591.1.1208,1,16.0,0.007759152209745047,-0.007759152209745047,0.14285714285714285
DQ804326.1.1231,1,4.0,0.007701150649631175,-0.007701150649631175,0.14285714285714285
JQ465246.1.1375,1,18.0,0.007606409029689564,0.007606409029689564,0.14285714285714285
DQ809069.1.1219,1,16.0,0.0075780076338198684,-0.0075780076338198684,0.14285714285714285
DQ809023.1.1214,1,17.0,0.007385186846034432,-0.007385186846034432,0.14285714285714285
EU309492.1.1445,1,15.0,0.007346210147612909,0.007346210147612909,0.14285714285714285
DQ326634.1.1352,1,16.0,0.0071698617272776535,0.0056983052695168445,0.14285714285714285
HQ807131.1.1274,1,19.0,0.00698767453889492,0.00698767453889492,0.14285714285714285
EU767275.1.1355,1,20.0,0.006968941563425793,0.006968941563425793,0.14285714285714285
FJ509926.1.1367,1,19.0,0.006965644281787618,-0.006965644281787618,0.14285714285714285
GQ138429.1.1362,1,18.0,0.006873360853208304,-0.006873360853208304,0.14285714285714285
DQ793742.1.1312,1,27.0,0.006843934850390609,-0.006843934850390609,0.14285714285714285
FJ557765.1.1386,1,24.0,0.006741111956025886,0.006741111956025886,0.14285714285714285
AY979435.1.1358,1,20.0,0.006723868714564618,0.006723868714564618,0.14285714285714285
GQ493436.1.1333,1,28.0,0.006636851650886072,0.006636851650886072,0.14285714285714285
FJ032586.1.1226,1,26.0,0.006560800888330154,0.006560800888330154,0.14285714285714285
GQ358380.1.1239,1,29.0,0.00650661926385836,0.00650661926385836,0.14285714285714285
DQ797317.1.1279,1,21.0,0.006505836682086869,0.006505836682086869,0.14285714285714285
FJ362788.1.1367,1,30.0,0.006468760144793079,0.006468760144793079,0.14285714285714285
EU767018.1.1359,1,21.0,0.006420103730644786,0.006420103730644786,0.14285714285714285
KX583579.1.1213,1,22.0,0.0063955293438127175,0.0063955293438127175,0.14285714285714285
JF747611.1.1274,1,23.0,0.006380507304573288,0.006380507304573288,0.14285714285714285
FJ365246.1.1360,1,21.0,0.006326457307393872,0.006326457307393872,0.14285714285714285
DQ441283.1.1315,1,22.0,0.006294731274265883,0.006294731274265883,0.14285714285714285
EU774102.1.1348,1,25.0,0.006224463992419955,-0.006224463992419955,0.14285714285714285
MF461119.1.1200,1,22.0,0.00614341475805015,0.00614341475805015,0.14285714285714285
FJ370432.1.1359,1,26.0,0.006022462263179583,0.006022462263179583,0.14285714285714285
FJ370119.1.1270,1,24.0,0.005994945345429868,-0.005994945345429868,0.14285714285714285
KJ412982.1.1209,1,27.0,0.005961522990190337,0.005079003539495043,0.14285714285714285
DQ824417.1.1281,1,26.0,0.005928968348529675,-0.005928968348529675,0.14285714285714285
GQ014737.1.1357,1,9.0,0.005920221446974143,0.005920221446974143,0.14285714285714285
DQ808102.1.1318,1,27.0,0.005919970978075177,0.005919970978075177,0.14285714285714285
FJ371873.1.1224,1,26.0,0.005778432826831076,0.005778432826831076,0.14285714285714285
DQ799149.1.1287,1,29.0,0.00569459689574023,0.00569459689574023,0.14285714285714285
DQ809255.1.1206,1,30.0,0.005595102853613806,-0.005595102853613806,0.14285714285714285
DQ802353.1.1286,1,10.0,0.005445574911270144,-0.005445574911270144,0.14285714285714285
DQ799864.1.1291,1,28.0,0.005317899008045891,-0.005317899008045891,0.14285714285714285
DQ796919.1.1379,1,30.0,0.005238999933673264,-0.005238999933673264,0.14285714285714285
DQ808288.1.1299,1,14.0,0.004536629067202301,-0.004536629067202301,0.14285714285714285
DQ808594.1.1283,1,16.0,0.004430535853933518,-0.004430535853933518,0.14285714285714285
DQ440555.1.1321,1,18.0,0.004419415477769239,0.004419415477769239,0.14285714285714285
EU468188.1.1250,1,20.0,0.00431900157055599,-0.00431900157055599,0.14285714285714285
GQ493692.1.1234,1,21.0,0.00429447422729801,-0.00429447422729801,0.14285714285714285
KF083703.1.1340,1,25.0,0.0039132024626991274,0.0039132024626991274,0.14285714285714285
DQ807376.1.1287,1,27.0,0.003626523151688355,0.003626523151688355,0.14285714285714285
DQ800835.1.1249,1,28.0,0.003592156395234712,-0.0035887980213711924,0.14285714285714285
GQ493125.1.1274,1,29.0,0.003517117288044617,-0.003517117288044617,0.14285714285714285
