task,source,disease,fid,group,importance,importance_sample_pooled,importance_fold_pooled
disease,grad,CRC,KF101479.1.1371,CRC,0.002641364481435561,0.002641364481435561,0.003719881176543541
disease,grad,CRC,LC342993.1.1200,CRC,0.0027272434816215927,0.0027272434816215927,0.002464922107586564
disease,grad,CRC,GQ491922.1.1347,CRC,0.0027394014998132314,0.0027394014998132314,0.003958371205623889
disease,grad,CRC,FJ364934.1.1401,CRC,0.0028601454748712124,0.0028601454748712124,0.002870791166346801
disease,grad,CRC,KX792217.1.1200,CRC,0.0029214218455553497,0.0029214218455553497,0.002874628446824887
disease,grad,CRC,AM696869.1.1522,CRC,0.0030035455061834756,0.0030035455061834756,0.004349025059668953
disease,grad,CRC,LARF01000109.1.1225,CRC,0.003097401149799834,0.003097401149799834,0.0029073311311985685
disease,grad,CRC,EF026154.1.1200,CRC,0.0032504293438895154,0.0032504293438895154,0.0018865262592859876
disease,grad,CRC,HQ766049.1.1250,CRC,0.0032864642219887713,0.0032864642219887713,0.003306105765627616
disease,grad,CRC,FJ792537.1.1368,CRC,0.0033414004197630733,0.0033414004197630733,0.0023952601816245728
disease,grad,CRC,LN611370.1.1200,CRC,0.003352077224132205,0.003352077224132205,0.0025014063341168738
disease,grad,CRC,EU768772.1.1356,CRC,0.003385371319831334,0.003385371319831334,0.004471290173732568
disease,grad,CRC,GU432132.1.1203,CRC,0.0034010031156477124,0.0034010031156477124,0.003139209108964091
disease,grad,CRC,KX792215.1.1201,CRC,0.0034219170932252518,0.0034219170932252518,0.002637314493902484
disease,grad,CRC,HQ790085.1.1320,CRC,0.0034552495364556027,0.0034552495364556027,0.005074041210590595
disease,grad,CRC,FJ432378.1.1202,CRC,0.0034818923016630594,0.0034818923016630594,0.005649994372153233
disease,grad,CRC,EU767533.1.1322,CRC,0.003552152321324408,0.003552152321324408,0.004585674085404114
disease,grad,CRC,FJ503081.1.1238,CRC,0.0035716432493606244,0.0035716432493606244,0.002557357872445377
disease,grad,CRC,FJ372012.1.1342,CRC,0.00363970056907612,0.00363970056907612,0.005265292682247776
disease,grad,CRC,LC099978.1.1200,CRC,0.0038615849679598086,0.0038615849679598086,0.003442356629364116
disease,grad,CRC,DQ806128.1.1290,CRC,0.003995597953896429,0.003995597953896429,0.004276290696105567
disease,grad,CRC,HK694993.1.1204,CRC,0.004023714256949436,0.004023714256949436,0.003248315395897134
disease,grad,CRC,KF101798.1.1358,CRC,0.0040347793486566665,0.0040347793486566665,0.004449359310493084
disease,grad,CRC,FJ371815.1.1309,CRC,0.004066127425383608,0.004066127425383608,0.0045032341626320095
disease,grad,CRC,KF100359.1.1360,CRC,0.004336412145836862,0.004336412145836862,0.0035995086512893787
disease,grad,CRC,HQ800862.1.1308,CRC,0.004500157155589546,0.004500157155589546,0.0032345270254678466
disease,grad,CRC,AB639144.1.1469,CRC,0.004504516343209912,0.004504516343209912,0.004299966723724925
disease,grad,CRC,EU762681.1.1284,CRC,0.004608939474300723,0.004608939474300723,0.00358927053230614
disease,grad,CRC,GQ014747.1.1357,CRC,0.004958217393704678,0.004958217393704678,0.0048144117356874305
disease,grad,CRC,KP644774.1.1203,CRC,0.005396536151245014,0.005396536151245014,0.003778924866433595
disease,grad,CRC,FJ507231.1.1307,CRC,0.005823042040532065,0.005823042040532065,0.008428875033533767
disease,grad,CRC,JQ467142.1.1299,CRC,0.00582735423722978,0.00582735423722978,0.006427387773163376
disease,grad,CRC,KY983579.1.1217,CRC,0.005995203810861675,0.005995203810861675,0.006065653153955588
disease,grad,CRC,JQ449887.1.1241,CRC,0.006088388028072366,0.006088388028072366,0.005912535262872928
disease,grad,CRC,FJ371434.1.1338,CRC,0.0076485365162966825,0.0076485365162966825,0.011076265064550672
disease,grad,CRC,EU762506.1.1327,CRC,0.00766820511174804,0.00766820511174804,0.01036249465065352
disease,grad,CRC,GQ491160.1.1334,CRC,0.00853667835845807,0.00853667835845807,0.008767227815457305
disease,grad,CRC,JQ467804.1.1375,CRC,0.009018442884013617,0.009018442884013617,0.01120368754311857
disease,grad,CRC,FJ557734.1.1287,CRC,0.00911632319581628,0.00911632319581628,0.010258017627182632
disease,grad,CRC,JQ455437.1.1278,CRC,0.009723256813384864,0.009723256813384864,0.010717108340907985
disease,grad,IBD,DQ802353.1.1286,Ctrl,-0.0077447033755326114,-0.0077447033755326114,-0.005928720955862397
disease,grad,IBD,FJ032391.1.1254,Ctrl,-0.006998352185973272,-0.006998352185973272,-0.006518923119331517
disease,grad,IBD,DQ809255.1.1206,Ctrl,-0.00548832597679613,-0.00548832597679613,-0.006512525365076807
disease,grad,IBD,DQ798603.1.1202,Ctrl,-0.005191843008017742,-0.005191843008017742,-0.004565127943754686
disease,grad,IBD,DQ797836.1.1210,Ctrl,-0.005189991305338314,-0.005189991305338314,-0.004082869024383488
disease,grad,IBD,FJ364454.1.1206,Ctrl,-0.005028169762745461,-0.005028169762745461,-0.004854213796338085
disease,grad,IBD,EU469054.1.1253,Ctrl,-0.004777787975959417,-0.004777787975959417,-0.0038153316640354325
disease,grad,IBD,EU473498.1.1210,Ctrl,-0.004542125252866687,-0.004542125252866687,-0.0038175361504600943
disease,grad,IBD,GQ492286.1.1241,Ctrl,-0.0035474969459118565,-0.0035474969459118565,-0.002883087173815807
disease,grad,IBD,DQ809059.1.1206,Ctrl,-0.003321846963835234,-0.003321846963835234,-0.003771789603340795
disease,grad,IBD,EU776550.1.1288,Ctrl,-0.0031105108090562017,-0.0031105108090562017,-0.0032610990104305023
disease,grad,IBD,DQ801618.1.1247,Ctrl,-0.003043672507329858,-0.003043672507329858,-0.0023621423293717363
disease,grad,IBD,DQ808652.1.1281,Ctrl,-0.0029073136946861852,-0.0029073136946861852,-0.0028424178660547135
disease,grad,IBD,EU774195.1.1268,Ctrl,-0.0026646639011470726,-0.0026646639011470726,-0.0025192661515818985
disease,grad,IBD,EU469076.1.1279,Ctrl,-0.0025595919016092694,-0.0025595919016092694,-0.0025202913645829563
disease,grad,IBD,GQ491939.1.1201,Ctrl,-0.00241836923278937,-0.00241836923278937,-0.004335461408546446
disease,grad,IBD,AY850461.1.1228,Ctrl,-0.0023949762532720436,-0.0023949762532720436,-0.002615202971753235
disease,grad,IBD,DQ808594.1.1283,Ctrl,-0.0023547379680805463,-0.0023547379680805463,-0.0021913287702195207
disease,grad,IBD,AY850453.1.1227,Ctrl,-0.0023278554588636547,-0.0023278554588636547,-0.002189031009431335
disease,grad,IBD,EU767240.1.1347,Ctrl,-0.0022957052943706063,-0.0022957052943706063,-0.0023092840291776165
disease,grad,IBD,JQ208474.1.1334,Ctrl,-0.0022785772361143776,-0.0022785772361143776,-0.001512212588284124
disease,grad,IBD,DQ807607.1.1301,Ctrl,-0.0022537892415584607,-0.0022537892415584607,-0.0015423285707170712
disease,grad,IBD,DQ807031.1.1284,Ctrl,-0.002232718313436965,-0.002232718313436965,-0.002082292040894441
disease,grad,IBD,DQ806278.1.1302,Ctrl,-0.0022255440616341516,-0.0022255440616341516,-0.002501471370441474
disease,grad,IBD,DQ793812.1.1284,Ctrl,-0.0021095911686958226,-0.0021095911686958226,-0.0024385905425032385
disease,grad,IBD,DQ802678.1.1231,Ctrl,-0.002039744889927915,-0.002039744889927915,-0.0024176893717478714
disease,grad,IBD,DQ794179.1.1290,Ctrl,-0.0020031784371018473,-0.0020031784371018473,-0.002149534672548841
disease,grad,IBD,EU467714.1.1256,Ctrl,-0.001999038521207675,-0.001999038521207675,-0.0021043172975249757
disease,grad,IBD,GQ491354.1.1233,Ctrl,-0.001928684480066945,-0.001928684480066945,-0.0025084086441940563
disease,grad,IBD,FJ032483.1.1208,Ctrl,-0.001913471865172785,-0.001913471865172785,-0.0014370359492735323
disease,grad,IBD,DQ808930.1.1287,Ctrl,-0.0018683912802823352,-0.0018683912802823352,-0.001750310873973096
disease,grad,IBD,GQ491419.1.1322,Ctrl,-0.0018586560658089646,-0.0018586560658089646,-0.002475974385182693
disease,grad,IBD,DQ808753.1.1287,Ctrl,-0.0018258051299340436,-0.0018258051299340436,-0.0017519930604366209
disease,grad,IBD,DQ806009.1.1283,Ctrl,-0.0018233982811274852,-0.0018233982811274852,-0.0020153779179938507
disease,grad,IBD,DQ824361.1.1287,Ctrl,-0.0017785484637758344,-0.0017785484637758344,-0.001834188722539672
disease,grad,IBD,FJ368433.1.1378,Ctrl,-0.0017607696190701091,-0.0017607696190701091,-0.0015855031248500275
disease,grad,IBD,FJ371179.1.1259,Ctrl,-0.001741904793011702,-0.001741904793011702,-0.001956468487117167
disease,grad,IBD,EU767275.1.1355,Ctrl,-0.001723629575389288,-0.001723629575389288,-0.0021156333449305086
disease,grad,IBD,DQ805904.1.1285,Ctrl,-0.0016513490346619923,-0.0016513490346619923,-0.0012430128185373604
disease,grad,IBD,FJ367316.1.1275,Ctrl,-0.00164537810655755,-0.00164537810655755,-0.0015488608795484568
disease,grad,IBD,DQ801609.1.1306,Ctrl,-0.001592836774936545,-0.001592836774936545,-0.001348079792581557
disease,grad,IBD,EU777577.1.1211,Ctrl,-0.0015903365446446268,-0.0015903365446446268,-0.0015538237760326246
disease,grad,IBD,DQ807376.1.1287,Ctrl,-0.0015819510017996265,-0.0015819510017996265,-0.001689280911519505
disease,grad,IBD,DQ795865.1.1286,Ctrl,-0.001564894466940756,-0.001564894466940756,-0.0014100270819854346
disease,grad,IBD,KX787582.1.959,Ctrl,-0.001560084461677743,-0.001560084461677743,-0.0010779835338917576
disease,grad,IBD,DQ326162.1.1335,Ctrl,-0.0015162824376042292,-0.0015162824376042292,-0.0013012479894283278
disease,grad,IBD,GQ493692.1.1234,Ctrl,-0.0015127861691060938,-0.0015127861691060938,-0.0013695206384544598
disease,grad,IBD,DQ823675.1.1259,Ctrl,-0.0014632290865041206,-0.0014632290865041206,-0.0014998870611280077
disease,grad,IBD,DQ326493.1.1337,Ctrl,-0.0014319041562903454,-0.0014319041562903454,-0.0013528149911123657
disease,grad,IBD,DQ801623.1.1261,Ctrl,-0.001353842466933809,-0.001353842466933809,-0.0014170140096751668
disease,grad,IBD,HG800468.1.1200,IBD,0.0009056900225571272,0.0009056900225571272,0.0006888667298304918
disease,grad,IBD,AF376221.1.1337,IBD,0.0009058630446420829,0.0009058630446420829,0.0009080863079975605
disease,grad,IBD,KF843440.1.1336,IBD,0.0009103497751953807,0.0009103497751953807,0.001055601101010524
disease,grad,IBD,DQ800223.1.1289,IBD,0.0009210457451968951,0.0009210457451968951,0.0011606146840960599
disease,grad,IBD,FJ367633.1.1229,IBD,0.0009289105443400103,0.0009289105443400103,0.0011159994237488495
disease,grad,IBD,AY850463.1.1224,IBD,0.0009293011695375854,0.0009293011695375854,0.0015721799591535382
disease,grad,IBD,DQ806395.1.1243,IBD,0.0009321510026623387,0.0009321510026623387,0.001080079222492378
disease,grad,IBD,GQ175458.1.1439,IBD,0.0009415420146582937,0.0009415420146582937,0.0011164774409208192
disease,grad,IBD,HQ802530.1.1345,IBD,0.0009560367845981895,0.0009560367845981895,0.0007722470350582328
disease,grad,IBD,DQ804326.1.1231,IBD,0.000983510197341747,0.000983510197341747,0.0007060276070091698
disease,grad,IBD,DQ799787.1.1286,IBD,0.0009847885741020935,0.0009847885741020935,0.0009865394691587225
disease,grad,IBD,GQ491640.1.1266,IBD,0.001019312363077435,0.001019312363077435,0.0010610455569199486
disease,grad,IBD,KC000059.1.1295,IBD,0.0010207524449387959,0.0010207524449387959,0.0010657363017185406
disease,grad,IBD,GQ493213.1.1204,IBD,0.0010232441805605708,0.0010232441805605708,0.0011432761609722207
disease,grad,IBD,GQ448318.1.1256,IBD,0.0010233968537052343,0.0010233968537052343,0.0008486269375192292
disease,grad,IBD,EF025281.1.1453,IBD,0.0010265138738249787,0.0010265138738249787,0.0009570256614664606
disease,grad,IBD,JQ467804.1.1375,IBD,0.0010438061230473826,0.0010438061230473826,0.0008677745796115437
disease,grad,IBD,FJ507685.1.1372,IBD,0.0010869795700647839,0.0010869795700647839,0.0010234570013731897
disease,grad,IBD,FJ753830.1.1232,IBD,0.001094718105023698,0.001094718105023698,0.0012572051383899741
disease,grad,IBD,FJ365559.1.1250,IBD,0.001248112559288328,0.001248112559288328,0.0016166742045485819
disease,grad,IBD,GU413690.1.1212,IBD,0.0012932517887298343,0.0012932517887298343,0.0010578741668673772
disease,grad,IBD,JQ449887.1.1241,IBD,0.001319238758739026,0.001319238758739026,0.0011961690511908432
disease,grad,IBD,DQ823971.1.1252,IBD,0.00131999534898388,0.00131999534898388,0.0013689333324292724
disease,grad,IBD,GQ493077.1.1232,IBD,0.0013378430151235801,0.0013378430151235801,0.00147990666475618
disease,grad,IBD,EU475866.1.1292,IBD,0.001341919581632535,0.001341919581632535,0.00182203379002865
disease,grad,IBD,DQ808071.1.1266,IBD,0.001350806695235616,0.001350806695235616,0.0020228725632182734
disease,grad,IBD,HK240383.1.1304,IBD,0.0013655958594146673,0.0013655958594146673,0.0015118197324427557
disease,grad,IBD,DQ805006.1.1390,IBD,0.001369410973118849,0.001369410973118849,0.0014298131824990858
disease,grad,IBD,FJ362935.1.1246,IBD,0.0013709460228484437,0.0013709460228484437,0.0016559701037926436
disease,grad,IBD,HQ808998.1.1217,IBD,0.0013911601527176972,0.0013911601527176972,0.0018495626881197074
disease,grad,IBD,DQ799541.1.1239,IBD,0.00139748872279855,0.00139748872279855,0.002188809869044409
disease,grad,IBD,JN698650.1.1277,IBD,0.0014058756147655581,0.0014058756147655581,0.0014374390371808933
disease,grad,IBD,HK693740.1.1297,IBD,0.0014826197498376285,0.0014826197498376285,0.0018671041600055057
disease,grad,IBD,JQ467834.1.1286,IBD,0.001524779380592343,0.001524779380592343,0.0013445920890981702
disease,grad,IBD,DQ808288.1.1299,IBD,0.0016140240643515616,0.0016140240643515616,0.001398199545255632
disease,grad,IBD,HK694993.1.1204,IBD,0.0016490891638134113,0.0016490891638134113,0.0014559790636264887
disease,grad,IBD,GQ492469.1.1357,IBD,0.001660199478513097,0.001660199478513097,0.0020504427009903677
disease,grad,IBD,HK240553.1.1243,IBD,0.0017272041020621155,0.0017272041020621155,0.002083714957187227
disease,grad,IBD,HQ742589.1.1206,IBD,0.001778516185647802,0.001778516185647802,0.001662431205861857
disease,grad,IBD,KX792217.1.1200,IBD,0.00183686277079966,0.00183686277079966,0.0015443173287383078
disease,grad,IBD,FJ369308.1.1240,IBD,0.001945737393120599,0.001945737393120599,0.0019963199205872612
disease,grad,IBD,GQ492382.1.1289,IBD,0.001992887611442576,0.001992887611442576,0.0020098543390934605
disease,grad,IBD,GQ493973.1.1202,IBD,0.0020442632092079927,0.0020442632092079927,0.0017276214408452383
disease,grad,IBD,DQ796280.1.1284,IBD,0.0021420742534382395,0.0021420742534382395,0.0022868571968658385
disease,grad,IBD,HQ807131.1.1274,IBD,0.002311083125329883,0.002311083125329883,0.002368008387572644
disease,grad,IBD,GQ491160.1.1334,IBD,0.0024328413677049757,0.0024328413677049757,0.002376430094354174
disease,grad,IBD,ACBX02000025.1.1217,IBD,0.0025468043560259836,0.0025468043560259836,0.003022886280284386
disease,grad,IBD,DQ804982.1.1277,IBD,0.0028418103501626477,0.0028418103501626477,0.0024808075178244854
disease,grad,IBD,MH634690.1.1305,IBD,0.003088158949953906,0.003088158949953906,0.004022124927687343
disease,grad,IBD,EU530381.1.1295,IBD,0.0034528228359705965,0.0034528228359705965,0.0025293143510492027
